tay,english,source,kindOf,dialect
kanowan ko 'owah so pabazih pila mo la?,When are you going to pay me back?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
wahay mo mayi sasan ko pila so.,I will return it to you tomorrow.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
kanowan ko 'owah so pabazih biro mo la?,When are you going to return my book?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ayat miso wayan sabay so sahaysa ko biro so la pi?,Didn't I return it to you yesterday?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ti ko babiro' hani ga pinkasyok so ni Masaw pi?,Did Masaw lend you this pen?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ho, kinsiyok mo ki hiya so sawni.","Yes, I borrowed it from him today.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
kinsoyok so ki Maray ko inpit hani pi?,Did you borrow this pen from Maray?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ayat ,banaziy ni yaya mo.","No, this is what mom bought.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ongat ko Tamoyox la,osa kasyok tamoyox ki Sayon.","We are out of salt, let's borrow some from Sayun.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"aw, halay mo kasiyok.","Okay, I'll borrow it.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
hali kamayan i Poyap maha psogi pila mo la.,Go tell Puyap to give me my money back.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
haliy kamayan i Poyap maha pasiyogi ko pila mo.,Go tell Puyap to give me my money back.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pisa ko kohay niya pila ki iso pi?,How much does she owe you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
mosa so ino?,Where are you going?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
mosa kong mohi tabihi' i ra'iri'.,I’m going to plant vegetables in the garden.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
nano niya so i tawawon?,What are you doing?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"payox sa'ayon ka'amam la, niyan kong i samriyat ka'amam, kisa laga pasiyan mo siya' la.","There's too much grass, I'm cutting it, I'll have to water it later.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ragiy kong tikay magan so sawki ro karoh aw?,"Will you get my scythes and hoes, please?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
niyan so siyon ino pi?,Where did you put it?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ki mo siyon i bih na Kawin.,Put it next to the plow rake.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
tanabon so ko oraw la?,Did you turn over the soil?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"nisan mo i tanabon, pagahap kong kisa la.","I just turned over the soil, and so on to sow seeds.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ba'on kamiyot ko panohiy so na tabihi' la?,Are your vegetables ready to be harvested?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"mosa ba'on kamiyot ko tamana hani hiya la,sina ti ki hasa hiya ga ayat ba'on kamiyot na.","The cabbage here is ready to be harvested, but the Showa grass there is not yet ready to be harvested.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
waw! tiya kinpayox kanowih so na ngahi'.,(sighs) Wow! You dug up so many gourds.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ragiy kong pinta' i kaho aw?,Will you help me with the barn?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
nano ko ki mamo kabalayon?,What are you doing?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
niya sami pawsa ttara' so siyox.,We're releasing fishing nets to catch fish.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
payox ko siyox roni aw?,Are there many fish here?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
payox siyo lako niyan i posong hani la.,The fish basket has been full of fish.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
moto so maha nano kamayap so siyox karariyax?,How do you usually catch fish?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
moto mo sabing so tawnox samabo so siyox.,I shoot fish with a spear.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
moto so sabing bahawni mosa i maliyap aw?,Do you know how to hunt with a bow and arrow?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"moto kong pawsa so ta'oya' tiri' mo sino, karoma' ga moto kong maras so patos ro hozin mosa maliyap.","I usually catch my prey with a trap, but occasionally I hunt with a gun and a dog.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
to'iy hani ga anwahan na waywak nahi.,This is the road the boar took.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
owa so ka ba'on pi?,How do you know?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"hani ga pilong kozih na waywak nahi', misa so to'i hakayan na waywak nahi' ko hani.","These are the footprints of the boar, so this is the path the boar took.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"tanahaw ta mosa matayox ko ta'oya ta ,asi ga niyan tari'on so asino la.","Go and see our trap, for it seems that we have caught our prey.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
howa so ba'on pi?,How do you know?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
asi ga wayan sawkan na hozin ko bawyas niya la .hazi ta mosa gamalo kiya.,The dog seems to have smelled it. Let's follow them.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
nano ko niya so sakalayi so yowaw hani?,What are you working on?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"hani ga ta'oya na marahan, moto i tm'atom so awlit.","This is a stone trap, used to catch rats.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
nano ko niyan so sakowan sa yowaw ti hasa hiya?,What is that thing you put there?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"hasa ga ta'oya na tiri so kozih, moto miyan tiri so para.","It was a leg-rigged rope trap, and we used it to catch Shankiang.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"mahoway ko liyotox binkis ka mayi so awyat, kiyan ko bani'an ta niya asino so sawni.","Thanks to the blessing of our ancestors, we had a great harvest today.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ho' bayay la, rasaw ta inbalayi amalo' alang ta la ki!",Yeah! Let's take it back to the tribe and share it!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ho balay la, rasaw ta inbalayi amaso i alang ta ki!",Yeah! Let's take it back to the tribe and share it!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"pasaba'an sami kwara ni pasaba biro sawni ga, nano sawon kayi Atayan ko lalahoy hiya.",I will teach everyone all kinds of plants in Tayal language today.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
laxiy sangowa.,Don’t talk,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
laxiy kani na ni'on.,Don’t eat.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
agan ko biro so.,Take out your textbook.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
agan ko inpit so.,Take out your pen.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
sakoy ko inpit so.,Put your pen away.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
sakoy ko nani'on so.,Put your food away.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ima inpit haniy hiya?,Whose pen is it?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
mara mo.,It’s mine.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ima biro haniy hiya?,Whose textbook is it?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
mara ni Tali.,It’s Tali’s.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ima i'ing hani hiya?,Whose eraser is it?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ini mo ba'iy!,I don’t know.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
hasa ga latan ni Watan pi?,Is that Watan’s clothes?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ayat, hani ga oba ni Poyap.","No, this is Puyap’s coat.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"pasaba biro, ini kong aras biro.","Teacher, I didn’t bring my textbook.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pagalo matayox ki bih so galo miro.,Share the book with your classmate next to you.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
mapahow ko inpit mo la.,My pencil is broken.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
bing moron inpit miro.,Write with a ball pen.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
wayan mayowaw ko i'ing mo la.,My eraser is missing.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
kasiyokay miso ko i'ing mo.,I will lend you my eraser.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"kamaso ta miro la, pinbaga to'iy mosa so sali ki!","It is the end of the class, be careful on your way home.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
aw. mahoway so pasaba biro.,"Got it, thank you teacher.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"kamaso ta miro la, masagaya ta kwara la.","The class is over, goodbye everyone.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
masagaya ta la pasaba biro.,Goodbye teacher.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"lawkah simo kwara, lalo mo ga Bayso.","Hello everyone, my name is Baysu.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"lawkah simo kwara, lalo mo ga Toyaw.","Hello everyone, my name is Tuyaw.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
lawkah so Toyaw.,"Hello, Tuyaw.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"lawkah so, kozing ga Laysa.","Hello, I am Laysa.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"lawkah so Laysa, kozing ga Kagi.","Hello, Laysa, I am Kagi.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"lawkah so, kozing ga Pawan.","Hello, I am Pawan.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"Boya lawkah so, kozing ga Payan.","Hello, Buya, I am Payan.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ima so?,Who are you?Who are you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"kozing ga yaya ni Pisoy, kozing ga Sayon.","I am Pisuy’s mom, Sayun.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"kozing ga saway kanayrin ni Yopas, lalo mo ga Kagaw.",I am Yupas’s sister. My name is Kagaw.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ima hiya?,Who is he?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"hiya ga pasaba biro mo, hiya ga Yomin.","He is my teacher, Yumin.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ima ko tayan hasa?,Who is that person?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"hiya ga basoyan mo tamalong, hiya ga Yoraw.","He is my brother, Yuraw.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
hiya ga Pihaw pi?,Is he Pihaw?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"how, hiya ga Pihaw.","Yes, he is Pihaw.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
iso ga Piro pi?,Are you Piru?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ayat, kozing ga Bawto.","No, I am Bawtu.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ima ko Toray?,Who is Turay?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
kozing ko Toray.,I am Turay.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ima ko Kagi?,Who is Kagi?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
rawin mo ko Kagi.,Kagi is my friend.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
nano lalo ni basoyan so kanayrin?,What is your elder sister’s name?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
Komo ko lalo ni basoyan mo kanayrin.,My elder sister’s name is Kumu.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ima lalo ni saway so kanayrin?,What is your younger sister’s name?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
Pisoy lalo ni saway mo kanayrin.,My younger sister’s name is Pisuy.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ba'on so lalo niya?,Do you know his name?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
Pasang ko lalo niya.,He is called Pasang.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pisa kayan ni basoyan so tamalong?,How old is your elder brother?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
mapo magan kayan niya la.,He is fifteen years old.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pisa kayan ni saway so tamalong?,How old is your younger brother?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
magan kayan niya la.,He is five years old.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
kiya pakaba'an biro i alang mamo?,Do you have schools in your community?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
kiyan ga.,Yes.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
niya so miro sako pakaba'an biro i alang so?,Do you study in your tribe’s school?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"how ga, isi sami ga otox so sali miro i pakaba'an biro.","Yes, we are like family while we are studying at school.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ima ko tamalong hasa?,Who is that man?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ima ko kanayrin hasa?,Who is that woman?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
hiya ga basoyan mo kanayrin.,She is my sister.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ima ko la'i hasa?,Who is that kid?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
hiya ga saway mo tamalong.,He is my younger brother.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
nano ki patawawan ni yaya so?,What does your mother do?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
hiya ga hitay.,She is a soldier.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
nono ki patawawan ni yaba so?,What does your father do?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
hiya ga pasaba biro.,He is a teacher.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
hiya ga saway so tamalong?,Is he your younger brother?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ayat, hiya ga rawin ni saway mo tamalong.","No, he is my younger brother’s friend.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
hiya ga basoyan so kanayrin?,Is she your elder sister?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ayat, hiya ga saway mo kanayrin.","No, she is my younger sister.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pisa kwara hi ko sali naha?,How many people in their family?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
magan hi kwara ko sali naha.,There are five people in their family.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pisa kwara la'i sali mamo?,How many children in your family?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
payat kwara ko la'i sali miyan.,There are four children in our family.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pisa kwara ko saway so?,How many younger siblings do you have?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ongat saway mo tamalong, kiyan togan ko saway mo kanayrin.","I don’t have any younger brothers, but I have three younger sisters.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pisa kwara ko basoyan so?,How many older siblings do you have?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ongat ko basoyan mo.,I don’t have any older siblings.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
