ami,english,source,kindOf,dialect
Maseday koya sasing.,That picture dropped of its own accord.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masedi ko pising nira.,His face is smiling.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masefay ko ca'ang no kilang.,The branch is dangling but attached.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masefay ko riko' nira.,His clothing is on crooked.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masefek ko pifoting nira.,He caught a lot of fish,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Caay ka sefel koya fafahi.,That wife is enduring i.e. she does not leave the situation.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
"Minengneng koya wawa to kiyafes i, masefel to.",When the child sees the guavas he is afraid.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Misefet cingra to li'el.,He put on a necktie.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Misefet cingra to fokes.,He put his hair into a ponytail.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Maseka' cingra.,He fainted and stopped breathing.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masekak ko 'ayam.,The rooster crowed.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O pisekayan no faloco' ako ko Wama a was.,My heavenly Father is the one in whom I confide.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
sasekong cangra tatosa,The two of them had a fist fight.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Aka pisekong to fafahi iso.,Don't hit your wife with your fist.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Sekseken a miparo ko panay i pawti.,Shake down and pack solidly the rice into the sacks.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Maselen no maperaray a lotok ko sa'owac.,The landslide filled in the ravine.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masemer ko faloco' ako to sowal nira.,His words hurt me in my heart.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Misemsem koya adadaay.,That sick person is suffering.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
pasemsem nira kako.,He tormented me.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masenat ko wa'ay ako a romakat,My legs got cut walking.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O kasenengan ita ko nika tadamaan no Tapang ita.,We are proud of the greatness of our Lord.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Paseneng kita to fana' ita,We boast of our knowledge.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
wadaw ko misapasenesenengay a sowal.,Stop boastful word.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Maseneng kako.,1. I feel threatened by his ability. 2. I feel panic from heights.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masenged no wawa ko kafoti'an niyam.,The children messed up our bedroom.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masenger ko riko' ako.,My clothes are damp.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masenger no 'orad ko sera.,The rain wet the ground.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Sngeren ko felac.,Wash the rice for cooking.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Sasepat kita a tayra.,Four of us will go.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Spat ko waco niyam.,We have four dogs.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Cima ko ciseraay tonini?,Who owns this land?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
kahad ko sera niyam.,We have a lot of land.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Maserer to ko 'orip ita anini.,We have a less affluent life style now than before.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Maserer to ko 'icel nira.,He has lost strength.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Maserer ko 'aca no dateng.,The price of vegetables has come down.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Sreren no tawki ko matayalay nira.,The boss gave his worker a lesser position.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Serserenho ko pipaloma'an.,Let the land settle for awhile where you are going to build a house.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Fahal cingra a maseta'.,He suddenly fell fainting.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mapaseta' kako to nika kameleng no lalan.,I fell down heavily from the slickness on the path.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Ini ko cecay a nisetekan a titi.,Here is a piece of cut meat.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O setel no titi konini.,This is a hunk of meat.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O misetelay cingra to 'ayam.,He is cutting the chicken's throat.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Aka piseti' to safa.,Don't hit your younger sister.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O saseti'en no mama hananay ko wawa nira a lof.,Fathers must discipline their children.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O masetikay ko kadafo ako.,My son-in-law has a habit of going fishing.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
"Ano misaliway to tolo a romi'ad i, maseto' kita.",If we fast three days we will be faint with hunger.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Maseto' to cingra to nika adihay no ni'orongan nira.,He collapsed from the heavy load he was carrying.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Maseto' ko kawil no pitaw.,The handle came loose from the hoe.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
sasetol kita.,We bumped into each other.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Tahasetol kami.,We stumbled.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masi'ac ko nanom no 'alo.,The river is dried up.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O kasida'itan ako a wawa cingra.,He is the child I fell concern for.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O sida'itay ko Wama ita.,Our Father feels concern for us.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Siday aka haenen ko wawa itini.,Don't leave the child here.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O tahasidayay ciina ako.,My mother deliberately stayed behind.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masiday ako ko payso ako.,I lost my money.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
sasiekeeked ko aro' no finawlan.,The crowd all had places arranged for sitting.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Sienaw ko romi'ad. Ki^tec ko kamay ita.,The day is cold. Our hands are cold.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Misifed ko talip iso i tefos.,Your pants catch in the sugar cane.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masifed ko wa'ay ako.,My leg is caught in brush.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Tahasifed ko waa' no siri i demedemetan.,The goat's horns were caught in brush.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Sifinen ko cokoi.,Wipe off the table.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Itinien cingra i fo'an.,Put him here in the center,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Tahsifo' no nanom koya wawa.,The child was was carried into the middle of the water.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masasifod ko keliw.,The thead is tangled.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Siikeden ko siri.,Separate the goats by kinds i.e. black vs. white.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O misiikoray cingra to wawa nira.,She went back to look after her child.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Aka pasasiikor a minengneng.,Don't look back.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masikeda no fokeloh kako.,I was hit by a rock.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masikeda no adada kako anini.,Sickness has found me.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masikeda ko pikowang nira.,He shot his gun and hit the target.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Misiket ko faloco' ako Yisan.,My heart is attached to Jesus.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Tahasiket i ca'ang no kilang ko fongoh nira.,His hair got caught in tree branches.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O tatiihay a ina cingra. Caay pisikol cingra to wawa nira.,She is a bad mother. She doesn't have an attitude of care for her child.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
lsil cangra to tayal.,They divided up their work responsibilities.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Adihay ko simal nonini a titi.,This meat is full of fat.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O 'a'acaen ita ko simal.,We must buy gasoline.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Cisimalay ko mata nira.,His eyes are full of lust.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Tatiih a simanta' a komaen to titi.,It is bad to eat raw meat.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masimaw no mato'asay ko pipawalian to panay.,The drying grain is being watched by the elders.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Simawen no sofitay ko lawac no riyar.,Soldiers guard the coastline.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masimaw no was ko faloco' ako.,God guards my heart.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Aka pisimed to raraw iso.,Don't hide your sin.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Simeden ko payso iso ta caay ka takaw,Hide your money so it won't be stolen.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O lasimeday a tamdaw cingra.,He is always hiding things,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Pasingda han nira ko sowal.,He said something dirty.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O kasini'adaan a tamdaw cingra.,He is a person who needs to have kindness shown towards him.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O kasini'adaan a tamdaw koya marofoay.,That prisoner is someone to feel sorry for.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O lasini'adaay a was ko was ita.,Our God is always gracious and kind.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O nano sini'ada no was ko pipa'orip nira i titaanan.,God saves us on the basis of His grace.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Sipasipen no Israil ko remes no siri i fawahan no loma'.,The Israelites applied the blood of sheep to the doorways of their homes.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Sipasipen koya tilid.,Erase that writing.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masipon kami to nano faliyos.,We suffered loss because of the typhoon.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Hakowa ko sipon namo?,How much was your loss?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
enay to siri,shepherd,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
tofor a siri,a kid,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masisit nira ko 'oning.,He wiped the dirt off.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Sisiten ko losa' no wawa.,Wipe away the child's tears.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
lasiwala kako.,I am scatter-brained,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masiwala kako. Caay ka fana' kako to lalan.,I am mixed up. I don't know the road.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Siwaren konini a cokoi.,Move this table a little.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masiwar ko cidal.,The sun has changed position in rising.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masiwit ko piteli nira.,He set it down slanted.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
yoren ko rakat iso.,Turn your direction of movement.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
yoren ko faloco' iso.,Repent.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
So'acen ko wadis iso.,Brush your teeth.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O so'elinay a demak konini.,1. This thing really happened. 2. This is the way that activity is.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O so'elinay a sowal konini.,These are true words.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
So'elinay mafana' cingra haw?,Does he really know?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
So'elinay ko faloco' noya tamdaw.,That person is sincere.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Onini ko so'elinay.,This is the standard.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Malaso'or to koya soreda.,The ice has melted.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Malaso'or to ko waneng i ngoyos nira.,The sugar dissolved in his mouth.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
na a so'ot ko aalaen?,How many hundred should we take?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Semo'ot aca ko aalaen ita.,We should take just one hundred.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
So'oten ko panay.,Bundle the grain.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
So'oten ko waco.,Tie the dog up.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
So'oten ko fokes.,Tie your hair back.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Kinaso'ot cingra a kinapatay.,He killed himself by hanging.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
So' oten ko mari'angay a tamdaw.,Tie up the criminal.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
liso'so'en koya riko' a mipawali.,Hang those clothes up dripping to dry.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
so^so ko kolong iso.,Your water buffalo is fat.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
so^so ko kolong iso.,Your water buffalo is healthy.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Pasodsod han nira ko pipafeli to payso.,He gradually and secretly gave money.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Pasoemeten ko riko' ta miaylong.,Dampen the clothes for ironing.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masoemet ko sera.,The ground is damp.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masoemet ko faloco' nira.,His heart is gentle.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Malasofitay ko wawa ako.,My son is in the army.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masofoy koya towaso.,That rope is slack.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Misoikorho kako a minokay.,I have to go back home for a minute.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Aka pisoikor a minengneng.,Don't look back.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O misolapay a tamdaw cingra.,He is an undercover man.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masolinga' ko faloco' noya tamdaw.,That person's heart is at ease.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Solinga'en ko na'ang tonini a tilid.,Put this writing away in complete order.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Papisolinga'en cingra to tayal nira.,Make him do his work well and completely.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Sololen ko kilang a talalaeno.,Slide the log down hill.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Sololen ko patelac ako.,Forgive me for my mistake.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Soloten ko paliding.,Pull the wagon.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masolot nira ko faloco' ako.,He has influenced me.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O koesanay a sowal nira ko sapisolot nira toya fafahiyan.,He used polished speech to attract that woman.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Solsolen Atam ko papah no kilang a nga' to talip.,Adam made an apron of fig leaves.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
"Yo paka'araw kako to ina nira i, masomad ko faloco' ako.",When I saw his mother I had sad mixed up feelings.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
lisomaden ko faloco'.,Change your attitudes.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Caay ko masongila'ay a tamdaw kita.,We people are not perfect.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
