szy,chinese,source,kindOf,dialect,row_type,split
tayling,警察,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
Tangabolan,平埔族,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
Ngayngay,客家人,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sasaydan,校長,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
Layak,閩南人,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
masakapahay,青年,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sinbo,神父,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
siwni,修女,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
Holam,外省人,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
limecedan,小姐,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kanos,指甲,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tekel,小腿肚,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
banges,皮,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
balowang,胸腔,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
botol,男性生殖器,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
poki,女性生殖器,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
baloco',心臟,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ciko,手肘,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tosoz,膝蓋,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
teloho',痰,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
biloo',甲狀腺腫,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
simal,油脂,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
badowac,肋骨,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
besi,膽囊,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tatozo',拇指,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
talozo',手指,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
dinget,鼻涕,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pokoh,關節,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pakah,臀部,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sazipa',腳掌,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ailoc,頸子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kakili'an,腋窩,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bowa',腎臟,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
edo,老鼠,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
alem,穿山甲,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
banol,野鴿子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bilanga,烏龜,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lawal,飛鼠,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lokedaw,豹,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ngabol,水鹿,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
caket,山羌,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
dadipis,蟑螂,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kakato,蜘蛛,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
botol,雄性動物生殖器官,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kapolos,松鼠,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kalabaw,田鼠,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
koto,頭蝨,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tama,雄性,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
belek,乳豬,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
atikak,蚯蚓,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kaketi,土蜂,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kabos∕ozang,蝦,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
zo,大象,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sobayo,馬,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
olang,雌性,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
dadayday,蟬,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lodak,百步蛇,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sapikpik,翅膀,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
padadoki,蝙蝠,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kacomoli,蝸牛,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
cilocilok,麻雀,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
balalangad,鍬形蟲,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
gaciw,鵝,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
timamenok,水鳥,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
dibo,窩巢,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tatekoh,虎頭蜂,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
atimela,跳蚤,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kakohkoh,眼鏡蛇,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
totoy,幼犬,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ngawa',角,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
padakaw,蚱蜢,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tobah,甘藷,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kama,柑橘,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lotok,雜草,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
da'dac,檳榔,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ciid,樹枝,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tebo',竹筍,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bodo',香菇,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lopas,桃子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
heci,水果,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
angangan,樹頭,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kamolaw,蕃茄,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lamit,樹根,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bidakelong,野百合,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tabayal,姑婆芋,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bangah,胡瓜,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lokot/kedokedo,山蘇,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ninzin,胡蘿蔔,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
incay,空心菜,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lomingay,長豆,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
wadayan,綠豆,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mogi,麥,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kenaw,蔥,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bitokol,豆芽,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tokiso,百香果,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
hinoki,檜木,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sapal,幼苗,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sapaloma,種子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kamacal,野草莓,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mibosi,梅子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sakola,山櫻花,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lidateng/sedeng,咬人貓,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
makaw,山胡椒,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mami,柚子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tabako,菸草,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
daydam,辣椒,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kopa,棉花,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kayabes,番石榴,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
telay/dinwa,電話,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sasolit,筆,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sapaiyo,藥物,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tinnaw,電腦,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kawswa/cacebalen,雨傘,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
toki,手錶,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
toki,鐘錶,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sakolawit,鉤子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
keliw,細線,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lait,繩索,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tanod,木杵,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ciid,枝條,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
satapes,篩子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
takini',小刀,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
balonga,船隻,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kalanga,木炭,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bakici,水桶,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sapacemot,釣竿,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
potot,竹筒,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
dinki,電燈,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
satahab,蓋子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
oning,污垢,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
naba,木臼,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pada,棉被,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kaysing,碗,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
salil,網子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sioy,飯鍋,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tatipelok,紙張,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sapacemot,釣具,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
alobo,袋子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ciyamsi,鍋鏟,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
polong,斧頭,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
saemic,夾子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lilal,床舖,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
akaway,梗,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
dadingo,鏡子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
doko,工具,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
abo,炭灰,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
landaway/congal,瓶子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sasing,相片,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sabon,肥皂,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sapisasa',濾酒渣網,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
saysay/sakales,梳子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sobok,揹帶,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sapihpih,扇子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
nabi,湯鍋,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
toto',水瓢,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pinsiyang,電冰箱,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tilibi,電視,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
hoso,水管,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
samokon,鐵鎚,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pacek,鐵釘,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tingas,卡在牙縫之物,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
salil,漁網,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sabolic,橡皮擦,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kanas,簍子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
zazan,道路,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
boyoboyo'an,山林,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
cilis/saowac,小溪,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
saowac/talawadaw,河流,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
banaw,湖泊,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ngohab,縫隙,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bohang,岩洞,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
nalinabowan,草原,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ongsing,溫泉,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
diheb,峽谷,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bohang,山洞,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ongcong,岩石,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
cascas,瀑布,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
boyoboyo'an,崇山峻嶺,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
solda,雪,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
keleng,雷,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lesing,露水,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tokos,旱田,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
makodem,陰天,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
koli,冰,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
adingo,影子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
solda,霜,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
talata',水滴,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
balad,水患,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sadingsing,春天,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
balangbang,秋天,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mocelem,日落,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
doot,天黑,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kanihalan,日出,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ba'to,石頭,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sangaw,橋樑,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
dabek,工寮,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tatai'an,廁所,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
coked,柱子,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
atol,石堆,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
paloboan,雞寮,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tokal,樓梯,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
