tay,english,source,kindOf,dialect,row_type,split
m'yitox,blind,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
toba,poison,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
h'yoti,smooth,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mtox,bitter,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
telo,unripe,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tkori,stealthily,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
piyox,numerous,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
lhbaw,brisk,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
sbsyan,sour,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mtox,salty,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mnangi,intentional,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
stmah,pulpy,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tbnaw,sturdy,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
hlhon,warm,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mngahaw,blunt,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
cbing,sweet,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kmopang,astringent,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mngiyin,slant,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mhnok,soft,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
slox,straight,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mspon,full,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tble,well,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
hlabang,spacious,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
calay,correct,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
thoway,slowly,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
bahak,warm,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
thoy,coarse,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
royox,long,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
khi,fine,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
r'tong,short,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mkilox,hot,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mho'in,ripen,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
'llaw,handsome,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
aki,should,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
thoyay,able,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ss'es,celebrate,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
cmong,wipe,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tpihon,call,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
st'yiy,fold,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
bingon,use,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
rmaw,help,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tklah,attach,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
sps'yiy,shaken,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kmogos,erase,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
stama,depend,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
stokon,pour,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
malang,block,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
snbilan,stay,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
hngiyang,sound,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
hnason,over,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
boreki,brake,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
hmkani,search,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mhtoy,prohibit,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mhra,remain,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
t'aring,begin,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tmaso,complete,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kble,make,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
lwan,find,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ciri,trapped,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tgtong,bang,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
miray,rotate,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
myasa,good,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ongat,no,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
iyat,don't,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
laxiy,can't,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
iyat,no,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ana,whether,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tna,enough,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
loyi,again,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
nanak,only,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kryax,usually,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ro,with,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ci,very,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
oyi,also,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kwara,both,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
nyo,in,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ana,do,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mngangah,fool,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
sazing,two,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
mt'yo,six,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
m'iso,nine,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
mpow,ten,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
mt'yon,thirty,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
mziman,fifty,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
kinotox,once,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
lmlamo,kind,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
sazing/rrosa,pair,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
saka,half,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
kozing,I,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
hiya,he,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
sami,us,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
laha,they,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
sami,we,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
hasa,that,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
hani/shani,here,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
tehasa,there,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
isiga,this,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
nano,what,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
sawnano,how,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
howaka,why,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
masyono,cousins,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
glow,relative,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
bes,spouse,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
tamalong,husband,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
lpyong,in-law,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
mtsway,sibling,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
rawin,friend,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
la'i,child,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
kanayrin,female,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
tamalong,male,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
tayan,people,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
koysang,doctor,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
tahawki,sir,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
ryomang,hooliganism,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
kinsat,police,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
kocyo/kocyo,principal,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
sonbo/sonfo,father,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
syoni,sister,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
Tahaylow,mainlander,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
yosi,miss,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
gaya,thigh,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
rozi,eye,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
r'iyas,face,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
nga'owa,mouth,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
kamin,fingernail,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
hi,body,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
ngohow,nose,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
'nox,teeth,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
soyaw,meat,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
bowas,belly,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
pzing,calf,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
abay,chin,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
sorow,back,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
kyahin,skin,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
bhilok,lung,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
tomon,heart,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
cyona,saliva,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
pangih,wound,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
kwa,stomach,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
rhan,phlegm,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
haro,goiter,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
abora,grease,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
araw,rib,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
yohom,gallbladder,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
skaba,thumb,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
olo,throat,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
momo,joint,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
tokah,buttocks,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
rgyong,neck,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
kikik,armpit,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
prhoman,lip,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
lipong,tail,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
bewak,pig,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
hozin,dog,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
kbhni,bird,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
syox,fish,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
wilong,chicken,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
kating,cattle,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
sipa,turtle,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
hipoh,cockroach,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
lengon,dragonfly,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
piray,butterfly,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
kyokit,spider,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
ksngya,vole,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
yangaw,fly,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
banga,honeybee,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
kintahok,male,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
babon,duck,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
bisow,earthworm,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
khayas,wasp,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
bolong,shrimp,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
oma,horse,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
tnayox,female,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
kagang,crab,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
ryay,cicada,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
alih,wing,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
tmang,snail,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
pzit,sparrow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
tahi,ant,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
obo,nest,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
mngan,flea,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
ps'has,cobra,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
yatat,puppy,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
kyaraw,grasshopper,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
iloh,banana,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
khawni,tree,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
sehoy,taro,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
yotak,tangerine,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Zeaol_Atayal.xml,standard,Zeaol,lexeme,train
