tsu,chinese,source,kindOf,dialect,row_type,split
isi nomsozi tomo pito ci 'o'oko 'o koyai.,車子剛好載得下七個小孩.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ihe nomʉta to lesmoe'isi 'o ceonʉ ta'e.,那邊的路被警察阻擋.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
ihin'i nomʉti ta 'o'oko ho mi'o yahioa.,小孩子們一直阻礙我工作.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'aoko nomʉtʉ 'e 'o'oko ho mi'o yahioa.,小孩子們一直阻礙我工作,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi nooevi to hiaemoza 'o feongo.,穿山甲在洞裡.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mi'o n'a nookayo to koyai,我頭一次坐轎車,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
isi nooskopi ta skayʉ si poyave.,刀子被壓在籃子下方.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ihe noosohoi ta mamameoi si tataka.,老人在涼亭納涼.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo noosohoyo ta tataka si mamameoi.,老人家在涼亭納涼,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo nooyo to koyai 'o 'o'oko.,小孩子在車子裡,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi nos'oi ta toapzo si i'iya.,那木板被壓在那堆木柴底下.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
mo nos'oyʉ ta toapzo 'o fkoi.,蛇在木材堆下方,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo nos'oyʉ ta toapzo si i'iya.,那木板壓在那堆木柴底下,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi noskofi ta koyai si evi.,那部車在那棵樹下.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo noskofo ta evi si ca'hʉ.,那椅子在那棵樹下,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
isi notaici to teova 'o toton'o'o.,我的工寮在小米田裡的中央.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo notaico to hosa 'o emoo'o.,我的家在部落中間,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
teko pivoyo'o note ana ho yofna.,你來做晚上要吃的地瓜湯。,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
imza noteoyoneni 'o avai ho te heetai.,我們為即將當兵的Avai聚在一起..,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
imia noteoyoneni 'o avai ho te heetai.,我們為即將當兵的Avai聚在一起..,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
ihe noteoyoni to haah'o 'o koba.,眾 人聚集在Kuba.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo noteoyono to ecoo 'o 'o'oko ho yoohngozo.,小孩聚集在池塘中游泳,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
isi notoyangi to moatʉ'nʉ si ceo'ʉ.,山羊排在石埂上.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
isi notvohi to yoskʉaʉlʉ ho czoo 'o c'oeha.,苦花魚和石斑魚混雜在河裡.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo notvohʉ to c'oeha 'o yoskʉaʉlʉ ho czoo.,苦花魚和石斑魚混雜在河裡,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi noyovci to 'oachomo 'o ceo'ʉ'o.,牛在我的田埂下方.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
mo noyovco 'o 'o'ocea taini.,他的茶園在下方處,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'e tan'e zoo nsoana.,這裡是獸泉之地。,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ita okosia ta tanivo 'o nte choa ci feʉ'ʉ.,"將要殺的豬,Tanivu嫌小。",Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
nto lac'o mateno ho mo pono.,有的人在射擊時很準。,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
os'o pei'i 'o nto'o tothocneni ta oi'i.,本來要在下面育苗的我煮掉了。,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi a'homamsa ana no nghoo 'o ntohin'i tosboka ci sboko.,他們原本要採割的剩下一點點的竹筍被猴子吃了。,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'a ntoho yooving 'o voyo honci o'a mo'so ango poha'o.,"Voyu要不是動作太慢, 本來是要當郵差。",Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi non'i ta oko si non'o ta inosi.,小孩在吃母奶.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo na'no meoisi si non'o ta sayongo.,Sayungu的乳房很大,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mico asonʉ mici non'o si oko.,那小孩可能想要吃奶了,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
o'te emso to non'o 'o oko.,母乳不夠孩子吃,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo ango o'cʉphʉ 'e iko emʉ'a ci ton'o.,你種的小米間隔都太近,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ote la o'hi'hisi to 'oanʉ.,不要浪費食物,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ita o'honga 'o os'o p'aeni ci nia mea'hisi.,我給他吃白鼻心他吃得出來.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mita o'hongʉ ho os'o p'ani to nia mea'hisi.,我給他吃白鼻心他吃得出來,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
poa amako o'po'poo no kamcia 'e haah'o.,讓眾人在閒暇時吃糖果,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mayo no teko o'po'pova.,拿你要吃的零食.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
teko bʉengʉ to pohe te o'opa ho cohzona.,"你烤個玉米,中午可以一起吃的",Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi o'opi to pasoya ne mi'o bonʉ to pohe.,Pasuya跟我一起吃玉米.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tekoc'o o'opneni a'o.,你要吃我的份.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
mo o'opo to os'o ana ci pohe 'o pasoya.,Pasuya跟我一起吃玉米.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
mita co oahto.,他已吃過午餐,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
coma na te oahtoa ho hie?,中餐要吃什麼?,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tela at'oca oakak'inga 'o 'oanʉ.,吃東西要習慣珍惜著吃.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mita c'o oamaamtanʉ ho mita bonʉ to ocei.,他只選大的芋頭來吃,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ita c'o oamaamtanʉa 'o ocei.,他只選大的芋頭來吃.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
coma na mo oasoe to mo yonto pangka ci yoskʉ?,是被什麼偷吃了桌上的魚?,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi oasoeza no ngiao 'o mo yonto pangka ci yoskʉ.,放在桌上的魚被貓偷吃了.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
os'oc'o ocea pa'hicocveni to haah'o co e'e'o.,我說的話只想逗大家笑而已。,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mico oe'mo 'o 'o'oko ci te tmopsʉ.,要上學的小孩提前吃了,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ihe oe'moa to te tmopsʉ ci 'o'oko 'o tehe ana.,要上學的小孩提前吃了他們要吃的份.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mi'o ake'i oe'oevoi to teova.,工寮躺了一會,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ala oefʉ'a to yoi 'o cnʉmʉ.,香蕉樹被蟲咬倒了,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
o'te la oemoemoo to mo yonto pania.,瓶子裡的東西不要吃過量,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
teav'ala oemoemova 'o mo yonto pania.,瓶子裡的東西不要吃過量.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi oengʉti ta oko si hopo'o.,朋友睡在我的床上.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mita oevoi ta ca'hʉ 'e 'atai.,atai躺在椅子上,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o oevoi.,我要躺下了,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
os'o osa ho aiti 'o mo amamzo ci ohaesa'o.,我去探望生病的弟弟。,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ohoco ef'onga 'o papai.,田已經犁過了.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
lasi tomʉti ta fiteo na koisipsipa hoci ohcom'o ta koba ho hosa.,木槲蘭能阻擋邪氣靠近Kuba和部落,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ohe la ataveia oh'osni ci hosa 'o ne cayamavana.,茶山是最後遷去的部落。,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ohela yoni no nia takopoyanʉ 'o niahosa ne simvi.,新的舊部落是Takupuyanʉ族人的所在地。,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi oheovca to mo yʉskʉ si ceoa.,土石崩落到河裡去.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mico oheʉmhʉ 'e haah'o.,群眾已到齊了,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
i'oco oheʉpnga 'o te'o anana'va hioa.,我該做的工作已經完成了.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mi'o co oheʉpngʉ to te'o anana'va hioa.,我該做的工作已經完成,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mitac'o ohi'o to tngoo to naveo.,他直接吃鍋裡的飯,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mihin'ic'o ohi'o to yoskʉ.,他抓魚當場在河裡吃,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
itac'o ohi'va to tngoo 'o 'oanʉ.,他當場吃鍋裡的食物。,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
isico ohlonga to emi co h'onʉ'o.,我的肝已被酒精浸蝕。,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mico ohlongʉ ta h'onʉ'o 'o emi.,我的肝已被酒精浸蝕,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
la ohmi ta sea'fʉnʉ ho la ohta hosa.,進到特富野的入口是十字村,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
zoo eni 'e ohsila ohpoehi no hamo.,這就是天神下降的地方.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mosola i'mi ne tpʉyana ho ohpoeho noezoho ne taptoana 'o tapangʉ.,方氏家族是從Tpʉyana向下遷徙到達德安,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mita ohpoeho to koyai 'e mo'o.,Mo'o下車,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ita ohtoteoha ne ita teopoya 'o kaapana.,他搬竹子搬三次。,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mita ohtoteoho tmoepoyʉ to kaapana.,他搬竹子搬三次,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi na'na okakaeba to feʉ'ʉ 'o emco.,豬吃地瓜葉吃得很高興.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo na'no okakaebʉ to emco 'o feʉ'ʉ.,豬吃地瓜葉吃得很高興,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo cihi 'o oko'o.,我有一個小孩。,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo cihi 'o mo n'a tmopsʉ ci oko'o,我還有一位孩子在讀書。,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo okosi 'e emoco taini.,他的手小小的,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
moc'o okosi 'o os'o tanoa to papai.,我分到的田只有小小塊,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
moc'on'a okosi 'o ita choa ta tanivo ci feʉ'ʉ.,Tanivu要殺的豬還很小.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
mi'o olʉ to pania ne mi'o bonʉ to nia evoyʉ.,我吃飛鼠肉時吃到子彈,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
os'o olʉa 'o pania ne mi'o bonʉ to evoyʉ.,我吃飛鼠肉時吃到子彈.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
la yaeza aasvʉta poa omaski 'o 'oachomo.,有時也要使牛吃鹹的,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
mimo amako omso no imo ana?,你們吃的東西夠吃嗎?,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'oa mimza/mimia omso.,我們有吃飽,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
imza omsoa.,我們有吃飽.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
mo ohta omza/omia 'o yangoi ho tosboko.,Yangui去上方處割筍,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mio yonto omzasi to ceonʉ 'o 'o'ocea'o.,我的茶園在路的上方,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
zoo yane mao'omza ami. zoo yane o'iana hin'i.,我們是北方人.她們是南方人,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
lata yoneno? lata yone omza,他哪裡人?他是上方的人,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
os'o yomzeni ma'e ta f'oe 'e to'o.,這小鋤頭我用來挖地瓜.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mi'o ongaco to tesi ana to oko'o ci naveo.,我留了飯要給小孩吃,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi ongacveni to ino to te'o ana.,媽媽留吃的留給我.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o p'aeni to ngiao 'o os'o ongacvi.,我吃剩的要給貓吃.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
o ongko no'o emoo zoo toskʉ.,我的家姓是杜氏,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi pe'ongki to ongko to cmʉcmʉ ne mi'o coeconʉ.,我走路時雲影擋住光線,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
la sohoyo hola noskofo to ongko to evi.,我在樹影下納涼很涼快,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
teko amaka fii no teta onsonsova.,你起碼給他一點吃的.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
itac'o onʉ'vi 'o ita othoi.,她吃了就走了.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mita c'o onʉ'ʉ to ita ana.,她吃了就走了,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
itac'o oonoya si foo.,他只吃肉.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
oonoyʉ to chai,只吃菜,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
lea opaska 'o yoskʉ maski.,鹹魚是拿來配菜,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
la mafe 'o yoskʉ maski ho isi opaskeni.,鹹魚拿來當配菜很好吃.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mimza/mimia opaski to yoskʉmaski.,我們的配菜是鹹魚,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo opcoi to fkoi 'o amo.,父親殺死了蛇,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi opcoza to amo 'o fkoi.,父親殺死了蛇.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ita opsoha ne ita teopoya 'o sboko.,他去搬竹筍兩趟.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mita opsohʉ tmoepoyʉ to sboko.,他去搬竹筍二趟,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi oposka to feʉ'ʉ 'o f'oe ci os'o hafa.,我帶的地瓜豬分兩次吃.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
la'o miho c'o oposko to conohie.,我偶而一天只吃兩次,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
o'a ita oseolʉa 'o mo cohʉmʉ.,他不吃甜的.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi osno'zona to feʉ'ʉ 'o emco.,豬猛吃了地瓜葉.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo osno'zonʉ to emco 'o feʉ'ʉ.,豬猛吃了地瓜葉,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
la ngoveo mʉyʉmcʉ ho mo osonghoi to s'os'o.,第一次吃藥時難以下嚥,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
lea mafe ho isi osonghoza 'omo faeva ci pai.,剛開始的新米特別好吃.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
lac'o ospʉca 'o fsoi.,fsoi只嚼其汁,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ita ospʉci 'o fsoi.,他嚼fsoi吃汁.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
nahoco oʉsvʉta.,你就來試吃.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
la ʉmnʉ ho isi otaseona 'o f'oe.,地瓜早上吃是非常好的.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mac'o otaseoni teno yaatonʉ no yaahioa.,要吃早餐工作才會有力量,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
naho ooyo ta'o otavei.,你先吃我後吃,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tako otaveia 'o saitongo.,木瓜你要後面吃喔.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
lea kozo ho isi otmoza 'o mo sʉmʉ.,辣的吃很多不好.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te anana'o otmozo 'o la boetatonʉ yaahioa.,勞力工作者本來就食量大,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
teav'a la oo'hi'hisia 'o la ana.,不要浪費食物.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
naho ooeva si yoskʉ.,那魚你們先吃吧.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
isi oohoca to mo'o 'o hov'o.,Pasuya邊走邊吃橘子.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo oohoco to hov'o 'o pasoya.,Pasuya邊走邊吃橘子,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
la na'no oom'oho 'o teo'oa ho mo bonʉ.,雞吃東西時牠們吃得很快,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
oopcieva si iko ana ci tena amzo coheʉceʉ.,你趕快吃不然就涼了.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mita oopcio ci 'teta'so yonto koyaihe.,他急著吃因為他要坐別人的車,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
temoc'o oopeipeia si ocei.,你們挑好的芋頭.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
Nahoco ooyo 'o'oko.,孩子們你們先吃吧,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
la ʉmnʉ ho isi oyofona 'o cohma.,晚餐吃稀飯很好.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
teav'a la oʉnpʉnpa 'o s'os'o.,藥不可亂吃.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
la cong'e cfo'o ho mo oʉnpʉnpʉ.,亂吃東西會胃痛,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
naho co oʉsvʉtʉ.,你就來試吃,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
ita p'aeni to oko 'o cnʉmʉ.,他把香蕉餵給小孩.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ohela p'eac'a no niahosa 'o koba ne tfoya.,特富野的男子會所是梁氏族建立的,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
ihe p'eac'i to koba 'o hosa ne tfoya.,他們在特富野部落建立男子會所.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
os'o p'eachia ta'e ta oko.,我讓孩子單獨站立在那邊.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
os'o co p'eatiska 'o os'o teai ci emoo.,我蓋的房子已經蓋到一半了,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ihin'ico ala p'eatiska ta 'o'oko 'o tamako'o?,我的香煙已經被年輕人要一半了,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o p'eatiskeni to pohe 'o yangoi.,我要為yangui索取一半的玉米.,Formosan-ILRDF_Dicts/Final_XML/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
