dru,english,source,kindOf,dialect,row_type,split
thimito,lip,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
obalɨ,fur,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
ikivi,tail,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
bɨkɨ,pig,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
atho,dog,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
iyo,sheep,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
ngio,cat,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
raramɨ,bird,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
akangɨ,fish,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
troka,chicken,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
dradrongo,monkey,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
noengɨ,cattle,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tkorpangɨ,frog,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tralopo,owl,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
vilisne,boar,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
cocoko,turtle,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
sora,snake,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
rokolo,leopard,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
comé,bear,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
atabɨnge,cockroach,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
trangmolo,dragonfly,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
svongvongo,butterfly,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tokolsé,spider,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
botto,squirrel,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
ktamothoana,vole,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tatmolo,mosquitoe,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
arɨgɨlɨ,fly,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
vɨlo,honeybee,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
blas,male,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
gongo,duck,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
torlo,earthworm,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tobongacɨle,wasp,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tkasolodro,shrimp,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
cogo,elephant,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
lrigi,horse,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
odiri,female,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
apasɨ,crab,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
lselse,cicada,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
spakpakɨ,wing,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tɨbaro,bat,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
momoelɨ,snail,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
koroloengɨ,sparrow,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tlovalri,eagle,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
abongo,ant,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
gongo,goose,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
raramɨ,waterbird,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tilisoka,nest,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tidiolo,hornet,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tépthakɨ,flea,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
trara,cobra,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tgaga,crow,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
kolokoloatho,puppy,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
longo,horn,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tnasiekɨ,grasshopper,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
blɨblɨ,banana,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
pgé,paddy,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
até,taro,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
sopongo,leaf,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
mkatamné,tangerine,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
vngɨré,flower,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tngetnge,pumpkin,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tosorsorva,weed,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
lpané,corn,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
bleble,bamboo,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
piringi,branch,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
modro,fruit,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
pongodrɨle,pineapple,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
soro,grass,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
ové,rattan,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
momo,peach,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
vnedhɨ,plum,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
amici,treetop,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
thipiringi,agaric,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
amici,root,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
toborlo,cucumber,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tétho,carrot,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
lcenge,cabbage,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tlacɨ,yam,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
bali,cypress,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
sodoka,seedling,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
cpɨ,seed,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
vétongo,grapefruit,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tomako,tobacco,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tdrakɨ,cotton,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
lobsi,guava,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
solatɨ,book,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
péso,money,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
babangɨ,ball,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
cokoé,table,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
déngva,telephone,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
ingpico,pen,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
anoro,chair,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
sobwa,medicine,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
ténnao,computer,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
thkebe,umbrella,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
toké,watch,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
sigiya,hook,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tési,rope,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
nomé,needle,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
piringi,twig,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
brako,sieve,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
saldro,knife,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
avangɨ,ship,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
kiciya,scissor,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
rngele,charcoal,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
rongolo,bucket,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
sokorobongo,lid,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
sikidi,spatula,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
kodroro,filth,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tokopili,bowl,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
aré,net,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
sigithigithi,saw,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
solatɨ,paper,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
thobongo,bag,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
siringiringi,turner,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
rodoko,axe,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
sɨkacécépé,tong,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tibingcɨngɨ,bedding,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
piringi,stalk,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
kilingo,mirror,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
makasarkiké,tool,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
polongo,wok,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
cokini,bottle,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
kidingi,spoon,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
siasingi,photograph,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
sékingi,soap,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
goso,comb,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
sibikibiki,fan,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
koloklingi,stockpot,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
ténpingsiang,refrigerator,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
ténsɨ,television,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
reléngé,pipe,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
anoro,pillow,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
pongoro,hammer,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
skɨkɨta,cleaver,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
sidrisidrisi,eraser,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
dadɨranɨ,road,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
rɨna,creek,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
bsɨbsɨ,wind,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
ɨné,sand,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
ado,soil,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
drɨkerle,stream,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tébolangɨ,lake,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tporongo,forest,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
macoripi,crevice,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
mobongo,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
bokolo,mound,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
ilibi,cavern,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tasorsorva,grassland,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
macoripi,canyon,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
lpelpe,rock,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
odalɨ,rainy,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
avé,sun,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
drɨmarɨ,moon,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tbɨlɨnga,sky,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
cacɨngalɨ,star,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
odalɨ,rain,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
yela,snow,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
klakɨcɨra,winter,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
klapana,summer,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
drɨdrɨrɨ,thunder,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
lngɨsɨ,dew,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
korongo,cloud,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
obɨrɨ,smoke,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
drɨrapse,lightning,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
aporo,fire,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
rono,earthquake,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
orɨngɨ,shadow,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
sbɨrɨ,typhoon,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
onanoro,frost,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
motodro,drip,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
oboso,flood,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
klatingingisa,spring,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
klapgara,autumn,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
thelévava,rainbow,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
masongo,dusk,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
osbɨrɨ,typhoon.,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
danɨ,home,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tavnga,window,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
bilingtava,door,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
alapi,stone,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
roroga,roof,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
telodro,bridge,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
toroboroboka,toilet,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
plaka,pillar,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
totamomoa,stair,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
dimingi,wall,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tsɨkla,barn,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
tiroroga,roofing,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
ngiyobo,evening,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
kosiya,yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
kosianga,tomorrow,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
sesa,today,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
mierɨ,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
masongo,darkness,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
pocongolo,continue,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
bcicieka,midnight,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
ikivévanɨla,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
yenɨnga,future,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
masongo,night,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
véva,afternoon,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
nangzikang,o'clock,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
niciobi,sunday,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,lexeme,train
