tao,chinese,source,kindOf,dialect,row_type,split
iwamen,飼養,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
paciscisan,點火,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mikarong,挖掘,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mivahay,住,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
miyalalam,玩耍,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mawakwak/mazakat,死亡,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
yameyngen,好痛,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
meyzaza,受傷,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mabo,遺失,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mirarala,流血,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
maviay,活的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
miyatotot,放屁,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
matoklay,跛腳,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
niazoazovo,撫養,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
kozad,疤,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makateh,癢,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makaha,打瞌睡,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mivavanan,打噴嚏,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
meykeyngeyngen,痠痛,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
amnana,化膿,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
magolang,瘦,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
arako,大的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mahephep,矮,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mowyat,勤勞,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
alikey,小的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mazway,漂亮,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
marekmeh,冰冷,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
matdong,悶熱,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
apereh,少的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
masaki,酒醉,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
maming,笑,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mavasa,濕的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
meynoy,熟,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mavahakey,厚的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mata,未熟的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mataripis,薄的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
maloit,髒,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
manonow,乾淨,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
maksez,很快,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mazngang,明亮,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
matava,胖,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makjit,乾的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mazikna,累,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makarilaw,好可憐,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
avayo,新的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
adan,舊的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makwat,燙,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makava,壞掉,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
manongit,辣,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
marai,遠,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
omlipad,腫,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
minanagilo,彎曲,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mownay,久的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mavota,瞎了,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makazazakat,毒,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
maraphes,滑,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makopad,苦,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mapatpatden,脆弱,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mata,未成熟的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mangarakaram,偷偷地,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
masaksak,動作輕快、俐落,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
manlanget,酸,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mapait,鹹,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ngengyodehen,故意,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mehta,稀爛的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
maoyong,壯碩,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mehteng,暖和,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mangaleh,鈍的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
maganinam,甘甜,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
man-gaw,酸臭掉食物或柴柴的肉,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
magolaciat,高瘦,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
migilo,斜,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mehma,軟,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
macigzang,很硬,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mavongtot,酸臭,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
matazineng,直,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mapno,滿了,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
manoyong,正確,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
matneb,全濕透,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makapia,慢慢,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mazabtek,粗,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
anaro,長的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
alyalyow,細,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mangannget,炎熱,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
abneken...,慶祝,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
linasan,擦拭,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
pasozsozen,使喚,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
topiin,摺疊,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mazizi,裂開,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
meykannibisib,溢出,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
manidong,幫忙,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
macidket,附著,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
pazavozen,混以某物,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
veraen,刷除,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ipihanhan,依賴,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
pagloen,倒入,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
zazatan,阻擋,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
vezeden,留下,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
romaigereg,聲響震撼,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nihatas,超過,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mazday,崩落,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
kalahen,尋找,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ipipowa,丟棄,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
raheten,禁止、不同意,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
yamyan,有,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mavezed,剩下,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
papowen,開始,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
teyka,完成,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
pakapiaen,製作,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makala,找到,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
vilangan,數,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
sazin,撞擊某物,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mialiosos,旋轉,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
limoten,圍著某物,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
apiya,好,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ciyaha,不客氣、沒關係,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
yabo,沒有,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
cyaha,沒關係,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
tosia,不要,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
tosya,不要,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
manoyong,真的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
yamyen,正在,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
noon,好的,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ta,因為,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
tana,不論,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
tomeytopos,立即、馬上,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
manet,足夠,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
pa,再,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
bekena,只有,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nokacitai,剛剛,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
apereh,少許,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
sitai,暫時,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
masanib,經常,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
aka,和,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
tomakatakow,偶爾,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
an,是嗎,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
no,如果,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ori,如此,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ala,也,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nokacitwai,剛才,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makasaraw,整天,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
tana,雖然,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
so,斜格標記,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nimasbang,孤兒歌,Formosan-ePark/Final_XML/ep3_閱讀書寫篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
minikanikat,賓客文化,Formosan-ePark/Final_XML/ep3_閱讀書寫篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
anmo,禮芋文化,Formosan-ePark/Final_XML/ep3_閱讀書寫篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mipazos,祖靈祭,Formosan-ePark/Final_XML/ep3_閱讀書寫篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
toyoen nio do 'a'acing ko.,你們把它趕到我的陷阱 來。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ikong o kanen ta a ya abo so 'a'akawan?,"沒有田,我們吃什麼?",Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"o apereh so 'a'akawan am, makcin sira.","芋田少的人家,都會挨餓。",Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ji mo 'acinga yaken.,不要把我絆倒了。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"toyowen mo a, 'acingen ko.","你來趕,我來絆住。",Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,test
mo to 'acingi so kois namen?,你為什麼絆倒我們的豬?,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,test
mo to 'acingi jiaken?,你為什麼絆倒我?,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"'agnat o ai mo, ta aviasan ko.","抬高你的腳,我要掃地。",Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"si ji vozwawa o anito do sahad no cinedkeran am,marehmet no 'agnaten.","若不驅趕船內的魔鬼,抬起來時會很重。",Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
na 'ai'aiten o piniaw.,他在割劃南瓜。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,test
kakan a ji 'akakaw?,"只知道吃飯,不會種田?",Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"to mo 'angnoa am, mo pinanan jia.","聞一聞就好了,不要摸。",Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
to 'angsak a makacita so ikeykalak.,"他看見新奇的事情,驚訝的倒抽一口氣。",Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
'aoden o sa a ka vahay do 'a'akawan.,協助妻子做田裡的工作。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"ciaha, to ko na 'avita.","沒關係,我提就好了。",Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
'aviten mo ya an?,這個給你提好嗎?,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
'awani yaken!,讓我路!,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"'e'enen mo o abtan mo, ta ya teynaro.","你的褲子太長了,捲起來。",Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
'ed'ed no ili.,部落的範圍。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ajin o 'em'eman ko so ai ko?,我腳要泡哪裡?,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mo to 'em'emi so lima mo?,為什麼你泡手那麼久?,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
'esep rana o apoy!,燈關吧!,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"o taro ya am, avat si toda 'esep o apoy.",這蠟燭是萬一停 電時備用的。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
'esepey o zampo!,去關燈!,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
'espen mo o zampo.,你熄燈。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
nimai ka rana do jia a manita so 'ing'ingnen?,你曾經來這裡看過病嗎?,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya aro o ingingnen ko.,我很多病。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya mian so 'o'onen a tabako?,有沒有煙捲?,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"apey, ta 'o'onen mo a tabako mo.","給你,拿去捲起來抽。",Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko 'o'onen a tabako.,我把它捲成香煙。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
'okso pala!,你跳看看!,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ji ka 'okso, ta manginanawa ka!","你不要跳,很危險!",Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
to 'okso do zawazawang.,他就跳到海溝去。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
apia a yakan o 'omaom.,山蘇花可以吃。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
makopad o kakanan no 'omci.,龍葵吃起來苦苦的。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
'opso o toki mo.,拿掉你的手錶。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
'opsoen ko o ibiwa ko.,我拿掉戒子。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ji ko na 'ovida o karakoan na ya.,"後段的繩子,我不編了。",Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"'oviden mo pa o cingdasan ya, ta ipanapang ko.","把這繩子編一編,我要拿來縫衣服用。",Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
mo to 'oyai nia?,為什麼你一直在生他的氣?,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko mangay miawawat do vanoa no Imowrod.,我要去紅頭村港口游泳。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
makakarang sira o Iranmilek.,東清村的人個兒都長得高高的。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mitangked o ili no Ivalino a ka no Iranmilek.,野銀村和東清村是隔壁村。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
Iraralay ka?,你是朗島村人嗎?,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
Iratay si ina.,我媽媽是漁人村人。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
Ivatan o inapo da no Ivalino.,野銀村的祖先是巴丹島人。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mi takamo Jiahaod a mamasil an?,我們去Jiahaod釣魚好不好?,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya amian do Jiayo o minato.,港口在椰油村。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
na niasap no wawa o rarahan Jikarahem.,Jikarahem的路遭海水倒灌。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya amian do Jimowrod o Ibingkiok.,郵局在紅頭村。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
nipakas na no tao do to o vato do avak na Jipaptok.,天上的人把石頭降落在Jipaptok山的中央。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
namen mangay miawawat do Jirakoayo.,我們要去Jirakoayo游泳。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko nimapo do Jiranmilek.,我從東清村來。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
namen mangay Jirararalay siciaraw ya.,今天我們要去朗島村。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
Jiratay o yanan no vogavogan.,只有漁人有vogavogan魚。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
Jivalino rana o na yanan no vahay no tao.,只剩野銀村保有達悟族的傳統房子。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"o rarahan do Jizakazang am, ya na nitapinoan no tana no tokon.",虎頭坡的山土坍塌覆蓋了道路。,Formosan-ILRDF_Dicts/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
