xnb,chinese,source,kindOf,dialect,row_type,split
Poioma,卑南族,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
Iami,雅美族,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
Rokai,魯凱族,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tisikareen,它的裡面,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
aratakaraa!,起立!,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tomatimanaa!,聽聽看!,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
isi.,這個。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sosomanpe,謝謝。,Formosan-ePark/Final_XML/ep2_情境族語/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ʉʉ'ʉ!,是的。,Formosan-ePark/Final_XML/ep2_情境族語/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sosomanpe!,謝謝。,Formosan-ePark/Final_XML/ep2_情境族語/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sosomanpe!,謝謝!,Formosan-ePark/Final_XML/ep2_情境族語/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sosomanpe.,謝謝。,Formosan-ePark/Final_XML/ep2_情境族語/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosokʉʉm,生病,Formosan-ePark/Final_XML/ep3_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
paritaangsoa,打電話,Formosan-ePark/Final_XML/ep3_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ropi,呼喚的叫聲,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kiri,驚嚇的叫聲,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
nipinaropo,釣到;釣了。narupu的衍生詞,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
voa,給的,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
moon,處在,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
paira,經常,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
siatootoro,所教的;用來教,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
takotavara'een,他學會的(注意:避免與「takutavara'iin若學會」混淆),Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cani,歌(注意:發音與數字「ㄧ」完全相同),Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sikingin,給予測試,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cocoroava,的確是,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
arasoroosoro,往前;進步,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vʉrʉʉngana,夜晚,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miaroovana,昨晚(有些人會說成meroovana的音變的關係),Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
totasiarʉ,早晨,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mamanʉngiin,若很好;若好起來,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tati'ingi,小朋友;年紀小,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
aratʉkʉnʉ,離開;分開,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mati'ʉnʉʉ'ʉna,改變;變更;重新;修改,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sipakarikariin,說話的方式;用來說,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ngisiingisi,鬍鬚,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'aropacʉ'ʉra,相看;見面,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
patarakanangʉ,互相認識,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maacaca,笑,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
niaranai,已經或曾經從;從哪來的,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosotampʉ,足夠;適合;恰當,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'aramʉ,肉,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
monoon,常處在;一直在,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
takʉna,用餐的場所,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
po'ocipi,烹煮,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
macancan,每人各ㄧ,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marisoosona,呼喊,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ʉsʉ'oo,要放置,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masiropangʉ,說完,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pasacarapʉn,給增加,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ketootoro,學習。(源自tumatuuturu),Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
Varangsʉ,法蘭斯,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
campe,剛剛;初始,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
nimarisinatʉ,寫了;記載了,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masii,說語,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pai'e'i,後悔;懷念,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kipaatʉsʉ,用力;認真;使力,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosakao,偷偷的去,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
somasʉrʉcʉ,探索;探勘;查看,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
nosoko,窩巢,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kasaakʉna,珍惜的,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
niava,曾背著,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tanasʉn,家鄉;故鄉;社區,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mamʉmʉkʉ,奇怪;迷惘;迷或;錯亂,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
nikamanoon,被生出來,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
Sincoo,"信州。日本地名,諧音",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
macʉrang,學問;知識,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pakatangria,與交朋友,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
takotavarʉ'ʉ,學會;使了解;使可;使知道,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makariikari,交談;商討;開會,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
comacʉvʉrʉ,生長;生活,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
coko,族。借自日語,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'oneen,"若有。由'uniin變音而來的,通常配合noo使用。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ka'aan,"不;不是;不對。用於否定,其相反詞為ʉʉ%27ʉ。注意:其發音是ka%27aan不是ka%27an",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maroka,迷失;消失;遺失,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mamane,人間;世間;宇宙,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mo'oro'oroa,請優先;請在前頭,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
niorina,傳統;習俗;慣俗,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'apoi'i,使回來/去;使回復;使恢復;使回頭。poi%27i的衍生詞,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'iintasʉ,力量;勇氣;膽識,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sesio,聖經,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mataangira,小心;謹慎,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
nipotokikioa,所做的(nikamanʉnga指「所製做的」),Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
moso,你。受詞用,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'akoni,不要,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
taka-iisoa,假裝;虛假;故意,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'apacʉ'ʉra,使看見,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cocomeen,別的;另外,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makasoiin,若那樣;若那般,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
anani,右邊;右方,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
namone'e,不必,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
iriri,左邊;左方,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
avara'e,不論;任何;隨意,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sipangariingari,行為;行動,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
moso'ʉvʉ,禱告;祈禱;致敬,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tasʉ'ʉva,教會;祈禱的場所,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pasatono,施捨;暗中給別人,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matʉnʉtʉnʉsʉ,接觸;會合(matʉnʉsʉ的重疊詞),Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
Kanakanavo,卡那卡那富,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kacangcangara,值得高興;值得快樂;值得興奮(源自macangcangarʉ),Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kincaocaoa,親戚;親友,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
macakoarʉ,豐富;量多,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matacovocovongo,聚在ㄧ起,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
po'ʉ'ʉna,說故事,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
posima'ʉ,講笑話,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
paracania,所唱的;請唱,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pimoara,隨興的唱,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
naomani,究竟是誰;究竟是什麼,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'aningoni,他的影像,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'aposikarʉ,放入;置入,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
Pasikarai,河祭的專詞,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kesosoni,ㄧ再詢問,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mamarorang,老者;長輩(maraang的重疊詞),Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
neni,什麼;誰,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'imiin,它的意義,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
totoroa,所說的;所告訴的;所教的,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'oropacʉnʉ,用以;被使用,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makaa'ʉna,再次;下ㄧ次,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ka'icioro,產卵;生蛋,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
parivotookoro,捕魚,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tavooroko,山棕,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cʉngnaniin,若陳舊,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
parakicacʉ,使驚嚇;使害怕,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mocʉmcʉm,趕早,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
nipatangara,所指定;所命定,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maporopoo,天將亮而未亮之時,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masian,說ㄧ次;說聲,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mati'ara'aravang,連續在空間或內部摸索,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'aravang,空間或內部,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'arasakai,蝦子,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'apasʉ,螃蟹,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
aracapiciin,若接近,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosocikiiciki,沸騰,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosovʉrʉvʉrʉse,跳來跳去,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
takopiriipiri,亮晶晶;連續或ㄧ直發亮(takupiri的重疊詞),Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cʉ'ʉrʉnʉ,看起來;由看(源自cumacʉ'ʉra),Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makanangonangoro,游來游去;ㄧ直游,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tacanoma,有水的地方;水源區,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tisa'ʉ,抓到,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sokasʉ,魚的名稱:何氏鯕魞,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vʉrʉnga,鰻魚,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
parʉʉ'ʉna,聊天,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makacʉkʉna,抵達;達成,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maritarʉtarʉ,ㄧ直等待(源自mariitarʉ。注意:搖動「趕鳥竹筒」說法相同),Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mapinipini,緊張;慌張,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'atii,疑惑的語氣,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
caoin,他的人。即cau-in,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
okosoon,去去看;過去看看,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tento,手電筒,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mamarangiin,他的老人家,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
po'oroo'oro,先說;說在前頭,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
moso'ʉsʉʉ'ʉsʉ,流眼淚,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
motanasa,回家;走去家裡,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
takicin,張貼;黏住,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
koipinko,貴賓狗,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
seevoa,禮物;要贈送的,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
taponiiponi,白白的;都是白的,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vanai,原因,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'oma'ʉngʉrʉ,發出嘆氣或呻吟的聲音,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
taraceni,遠望;眺望,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
taraakosa,望著,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cara,的上方,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pakacʉpʉcʉpʉngʉ,使想起;使憶起,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
nipaica,經歷;所經過的,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mastaan,最,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tanpo,單車,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'otopai,機車,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kiteen,我們若,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
namʉnamarʉ,平地(注意:不是指「平坦之地」),Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'orokʉkʉ,使用腿;靠雙腿,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tapikoopiko,彎彎曲曲,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
