ami,english,source,kindOf,dialect,row_type,split
koesit a tedalen,is hard to untie,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
pakakofit to sowal,to agree together on something,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Sakohenac kono mako a fanges.,My skin is now smooth and bald.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
mikoliyol to sasowalen,to not speak to the point,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
"Adada kako saka, komaing ko tireng ako.",I am sick so my body has no strength.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
makonac ko fanoh,fur is gone from skin,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,validate
mikonac to 'ayam,to pluck the chicken feathers,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
mikoniyol to sasowalen,not speak to the point,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
kowa' no lotok,Taiwan Diplofatsia,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
ken a kowa'.,Pith Paper Plant,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
cecay a kowat,a length of four strides,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
tosa a kasakowat,a half acre,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
'angsitay a koyo,a skunk,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
mala'caananay ko adada,illness is chronic,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Hakowa ko nika lala'ed no loma' ita?,How far is it between our homes?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
'om ko payso ako.,My money was wasted.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Aka pila'om to nanom.,Don't waste water.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,test
Mala'oteng to ko tireng nira,He is drenched,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,validate
Lomadiw kita.,Let's sing.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Lomadiw cangra tahadadaya.,They kept singing till evening.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
ecaan cingra.,He has a chronic illness.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,validate
i kalaeno,place below,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
ilaenoay,object below,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
facen koya kolong ta ira a makilim nira ko kakaenen.,Let the water buffalo roam so he can find food.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
facen.,Let the animal go free.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,test
sapalafang a taheka^,provision of a meal for guests,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
fang kita.,Let's go on a trip.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Malafelay ko siri niyam.,Our sheep are loose.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,validate
sakalafian ko cidal,late afternoon,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
fi kita.,Let's eat dinner.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
pakalafi to wawa,give the child supper,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
misalafii a matayal,to work through the night,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Salafii cingra a minokay.,He traveled home in the middle of the night.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
O lafii ko sakatahira nira i loma'.,He arrived home at midnight.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Papilafinen kako.,Let me stay.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
fin cingra i omah.,He stayed overnight in the field.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Salaflaf ko faloco' ako a maketer.,I become inflamed with anger.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
flaf ko faloco' nangra a pasayra i ma'otitay a demak.,Their hearts were inflamed toward perversion.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
O foay satan.,Satan brings trouble and calamity on people.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,test
Ma'odang cingra saka ira lo lafo no loma'.,"He committed adultery, so the home has a stigma.",FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
milafong to panay,to cover rice with dirt,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
fot ko sela',breath is broken,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
tanolaha',to scream,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,test
Lomahad to koya wawa.,That child has grown.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Malaheci to ko sowal nira.,His words are fulfilled.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Lahceien ko tayal iso.,Finish your work.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
hedawen to ko i faloco'ay iso.,Put it out of your heart.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
hedaw to ko roray no faloco' ako.,The burden of my heart is gone.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
palahedaw to,cause to disappear,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Cilahoday ko fali.,The wind is vaporous.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,validate
hok cangra.,They are eating lunch.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
herek no lahok,afternoon,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
i'ayaw no lahok,morning,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,test
kelak ko tilid.,The papers are scattered.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
kelak ko harateng.,Thoughts are scattered.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,validate
kelak to sowal,to spread news all over the country side,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Malakowit nira ko lotok.,He has experienced the mountain.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
la' cingra.,She is menstruating.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
lala'em a ngiha',fricative sound,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Milalad ko tamorak.,The squash plant is growing and running shoots out.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
O misalaladay ko adada ako.,My pain shoots out from its origin.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,validate
lan to faloco',to give direction to thinking,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Cilalan ko faloco' ako.,I know what direction to take.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,test
O maan ko malo lalan ita a milaheci tonini?,How do we accomplish this?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,validate
lenen ko demak.,Treat everyone or everything the same.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
len ko demak nira.,There is no discrepancy in his actions.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
les ko po'ot ako.,My knife is dull.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Tanolaling sato kako.,I groaned with pain.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
o ilaloma'ay a maamaan,the things inside,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
salaloma' no pikowan no was kita.,We are inside God's rule.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Cilamit ko sowal no was i faloco' ako.,God's words have become established in my heart.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
mlam ko howak ato 'ayam a mapalit.,Ducks and chickens are cooped up together.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
nang kako toya wawa.,That child annoys me.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
nto to ko loma' niyam.,Our house has been destroyed by fire.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,validate
Lantoen koya namal.,Bury coals for lighting.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,test
oc ko loma'.,The house is guarded.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,validate
pedit ko tilid,illegible writing,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
pedit ko fokes,hair is stuck together,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
ta'ang kako to wawa ako.,I am proud of my child.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Kalata'angan ako ko wawa ako.,My child is the object of mypride.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
salata'ang,to respond with pride,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
wa konini.,This was unintentionally omitted.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Nilawaan konini.,This was deliberately omitted.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
lawac no riyar,seashore,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
O pakalawacay no niyaro' a loma' konini.,This is the last house at the edge of the village.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
yap to nira,received by him,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Malecad ko harateng ita.,We agree.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,validate
Malecad ko riko' ita.,We have the same kind of clothes.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,test
Milecad cingra to demak ako.,He imitated what I did.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Palecaden ita ko demak.,Let's do the activity the same way.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,validate
Malecalecad ko tayal ita.,Our jobs are similar.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Maledef no nanom ko omah niyam.,Our fields were filled with water.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Tano lekal cangra a tomangic.,They wailed.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Mararid cingra a milekalekal a milengat to sapiloodaw.,He continually was calling and challenging to battle.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Cilemed kako.,I dreamed a dream.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Malemed kami.,We are blessed.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
palemed no was kita.,God has blessed us.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
O nira a lemed konini.,That was his luck.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Palenaken ko 'ayam namo.,Have your birds multiply.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Malenak to ko 'edo.,Rats are multiplying.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
O talenakan konini a tomay.,This bear is a left over member of his species so the bears are not extinct.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
fodoy no sapalengaw,clothing worn by headman of village during a ceremony of reciting the genealogy of the clans,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
moleso' sato ko nanom i pipacakatan.,Water dripped over the sides of the altar.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Maletep ako ko demak nira.,I overtook him in what he was doing.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Maletep ako ko tatiihay a sowal nira.,I caught the bad things he was saying in time.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Malali'ay to kita ato was.,We have been reconciled with God.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Palali'ayen kami.,Reconcile us.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
miketon to li'el,cut off the head,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Malalicay kita.,Let's the two of us chat.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Malalicalicay kita.,Let's all of us chat.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,test
Licayen cingra.,Ask him,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
O pilicay ngraan ko nga'ay.,You should ask him.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
cinowas kita.,We will go our separate ways.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,test
cinowas ko faloco' nangra.,They are disagreed.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,test
palidong kami.,A shadow has fallen over us.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Lifeten ko faloco' nira.,Test his attitude.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Malifot kako.,It is too much bother for me.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
O kalifotan ko tiraay a demak.,That kind of activity is too much bother.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
O nga'ayay ko lihaf a tamdaw,A person of good reputation,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Aka palihafen konini a demak.,Don't tell anyone this matter.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,test
Malihiw no tao kako.,I was cheated by someone.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Malihiw no nanom ko sera.,Water eroded the soil.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Malikaot koya marad.,That metal is bent,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Aka likaoten ko sowal.,Don't talk around the subject.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
milikat to kasoy,to light a fire,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,test
Malalikel kita.,The two of us each has one.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Malalikelikel kita.,All of us have our share.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Palikelen cingra to cecay.,Give him one.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Malalilid kita a mi'orong.,Let's carry together.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
lilis no riyar,the seashore,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
kalimelaen.,Value it.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,test
Linahen konini,Move this.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Malinah to kami.,We have moved.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Malingod no paadadaay a kawas koya adadaay.,The gods of sickness are gathered around that sick person.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Salingses kako.,I responded with revulsion.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
tatelekan a lipa no Tapang,the Lord's covenant box,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
salipa ko fawahan.,The doorframe is rectangular.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
salipahak,response of joy,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
Misalipaw ko tamdaw wloan.,People laid in wait to destroy Paul.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
saka cecay no lipay,the first day after worship - Monday,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
ngra ko palipowakay.,It was he who spoke causing people to scatter in different directions.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
kalisaotan no Yotaya a tamdaw,Jewish council hall,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN,sentence,train
