xsy,chinese,source,kindOf,dialect,row_type,split
tawmo' ma'an pinak'as'asay ila kayzaeh si'aelen ila.,香蕉我已經放熟了可以吃了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"pinakbaSaw ralom 'iya'zaw ila, kayzaeh ila rae'oe:en.","放涼的水涼了,可以喝了。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hiza kamamanra:an 'ima homiba: ka pinakbo:olan.,那個男生穿著一件前襠布。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"hini pinakisa'oe' 'es'es a tomal, ya:o haSa' babih.","這個結打得太緊,我不會解。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"hini kayba:en pinalamo: ila, pahila: naehan.","這件衣服已經沾過露水了,再曬一下。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
niSo' kano' pinama'?,你背什麼?,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"hini korkoring pinama' haysiya ila nanaw, kayni' tae'aesen!",這個小孩背著就不肯下來了!,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hini ray horok pinamowa'an ila ka kashaw.,這個山坡地種了茶。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kakhayza'an 'oka' ka tatamol, pinan'iri: nanaw.","以前沒有酒釀,只用藜草做的酒。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ma'an 'oya' pinanabih ila, komoSa' So'o 'am maShae:wan lobih.","我已經跟媽媽說過了,說你會晚一點回來。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ma'an pinanrahi: hahngae' hayno' ila?,我晾著的褲子哪裡去了?,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ray taew'an So: halapaw pinasayan ka mae'iyaeh mina boka:en.,"在家中如果人死在床上,就會把床拆了。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niSo' pinaskayzaeh 'inomaS kayzaeh 'okik 'aewhay sazeken.,你做的醃肉還好不會不好聞。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niSo' rim'aen kahiba:en kayba:en pinat'awan ila.,你明天要穿的衣服已經準備好了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ni koko' pinataSan 'am hawka' ila.,奶奶被紋面的地方快不見了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hini poway ma'an pinatakSipene' ila 'izi' mari'!,這是我做枕頭的了不要拿!,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ita' 'inowan 'am SaSepe: ka pinatawawan?,我們什麼時候要結算工資?,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ya:o tapanabih 'inimon, hini 'oem'oemaeh noka tatini' mita' pinatawawan, Sinbil 'ini mita'.","我來告訴你們,這土地是我們的祖先開耕留給我們的。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hiza 'inmana'a pinatiyayan.,那是我的田。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ma'an pinawka' 'akoey ila, 'izi' ki:im ila 'iyakin.","我花的很多了,不要找我了。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"ma'an 'ataw pinayaka:i' ila, koSa' wa:ila sasbong ki 'ita'.","我已經跟'ataw說過了,叫他來跟我們碰頭。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hini ralom ma'an pinayha'ha' ila 'ampowa' 'oka' ila?,我裝滿的水怎麼都沒有了?,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hewen miyatabin nisiya por'oe' pinayha'ha' na.,"hewen很貪心,他把青菜裝在竹背簍滿滿的。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
noka hahae:op homae:op ka pinaytata'an.,用米籩篩除米糠。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
ray binlengan wawatos pinhalay.,牆上掛著一把槍。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
tatpo' pinhalay ray kaehoy babaw.,帽子掛在樹上。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hiza 'anhi' pinilSa:ay ila ma'an.,那些竹筍我已經川燙好了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'isahini tinal'oemaeh pinkosaw.,今年未舉行巴斯達隘。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ma'an pino'azaeh hayza' ka halapaw.,我的房間有床。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
baki' ray pino'azaeh minae'rem.,爺爺在房間睡覺。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ma'an kapae'reman ray pino'azaeh.,我睡覺的地方在房間裡。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ray kinbaki'an langi: hayza' roSa' ka pino'azis.,在客廳旁邊有二間房間。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
pino'iri: 'anhil rae'oe:en.,藜酒喝起來甜甜的。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hini pinoSakan 'anhil a tomal.,這糯米酒太甜了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
haysani pinobae:aeh wa'isan.,現在的酒很貴。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"ma'an hapoy pinobae:aeh ila, 'izi' ila lalengeS.","我已經放過炭火了,不要再動了。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"nisiya pinawka' ka rayhil, ni yaba' nisiya pinobihin ila.",他所花費的錢被爸爸歸還了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
noka tatini' pinonrowa' ka kaspengan 'izi' i boeloe'ani.,"祖先們所建立的風俗,不要丟掉了。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
hini kabat pinori: ka rareme:.,這個椅子塗過油漆。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So: 'okay pakayzaeh ka pinosi:ih 'am ta:'itol noka 'aewhaeS.,如果沒有做防鼠板會讓老鼠爬上去。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niSo' pinotata' kayzaeh ila rae'oe:en?,你做的小米酒可以喝了嗎?,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
hini pinoti' 'in noka mae'iyaeh a 'oemaeh.,這個擋住的地方是別人的土地。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niSo' kayba:en ni 'oya' pinotoy ila.,你的衣服媽媽幫你包好了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
moyo 'am potoy ka pinotpotoy ay?,你們要包棕子嗎?,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
rim'aen 'am patabil So'o bae:iw ila ay ka pinotoy?,明天要祭祖了你買粽子了嗎?,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
koSa'en pinpapoe'oe'an tanipinaehrahrangan kaspengan sinpeng.,所謂約束是依照我們所談的規範執行的。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'i'ini' kayzaeh pinpatiyay 'izi' pamowa'.,還沒到耕好田不要種東西。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
pinpinatiyayan hayza' Sopat Sinrahoe' pinamowa'.,田裡種的東西有四種。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
binbiniSitan tiniway ray ka:Seb haba:i'in ngangali'ngi',"屋簷下掛著的瓶子,風一吹發出叮噹響。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"hini mae'iyaeh lobih ila, hayza' ka pintiwaSaw.","這個人回去了,已經做好記號。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
hini ka babo:ay rayhil ma'an pinwalae' ila,這些要付的錢我己經折扣過了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hini 'in noka tabowil a ka pipis.,這是大黃瓜的籽。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"pazay pahila:en 'ae:'ae:iw, 'isa:a' pisaka: ila.","稻子曬乾後,就可以入倉了。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
minatini' rima' ray lolongan pit'aelaw.,哥哥去溪邊捉魚。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yaba' ra:am pit'oeson.,爸爸很會捉蝦。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
rinal ray pinatiyayan 'am pitakem.,灰脊鴒在田裡抓青蛙。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'o'owa' hikor 'akoey ka pizos.,小娃兒的背長很多汗毛。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"So'o 'ampowa' po'aSan, 'ayaeh ila?","你怎麼臉色蒼白,生病嗎?",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
wili' po'abo'en masay makSa'.,水蛭灑上灰馬上就死了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yaba' po'ih ila.,爸爸禿頭了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
siya tatini' ila! maybalbalay po'ih ila!,她老了!漸漸禿頭了!,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'api' 'am mowa:i' po'iwan ka pinakaksi'aelan.,'api'她要來補請結婚喜宴。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o poSak ila ay?,你釀酒了嗎?,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
'ima minta'olo' 'izi' poSak piSiyan.,服喪期間不要釀酒忌諱。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ray 'am paSta'ay hayza' ka poSama: kaspengan.,舉行巴斯達隘時有塗泥巴的儀式。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'izi' poSama: ray binlengan!,不要在牆上塗泥巴!,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ima minta:'olo' 'izi' poSak poSiyan.,服喪期間不要釀酒忌諱。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"hini Siporok kapalamo:en naehan, kayzaeh 'okik poSiyan.",這個被子要讓它沾露水才不會忌諱。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
korkoring poSnehen noka 'ima minahoek ralom tomaypiypiyaw.,孩子被滾燙的水燙到唉唉叫。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
mari' 'ini koko' ka poSong kayzaeh 'okay kaskes.,幫奶奶拿暖爐才不會冷。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"pas'el ka korkoring, homo'mol ka ralom poSpoS ka 'azem.",幫孩子祈福順利成長要口含著水噴灑天靈蓋。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hini poSpoS 'ibabaw a tomalan.,這個瀑布真高。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o pobae:aeh ila kawa:i'an noka 'aeh'aehael papSiyay.,"你要釀酒了,為親朋好友前來參加喜宴而準備。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'am mari' ila hi yanay, ya:o 'am hobae:aeh ila kawa:i'an noka 'aeh'aehael.","要娶媳婦了,我要釀酒準備給前來的親朋好友。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
pobae:aeh sowiti' hapoy 'am papazeng ila.,"加點火炭,火要熄滅了。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
kayba:en 'ima poepoetoeh 'am 'amiSan ila 'aSkan ila.,短短的衣服冬天將至收起來了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o 'ampowa' 'okay pohima'?,你為什麼沒有戴手套?,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yaba' pokpokpok mam miltamako'.,爸爸吞雲吐霧的在抽煙。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"kaysa'an pinatawaw papayhini, rim'aen polotor naehan.","今天的工作到這裡,明天再接著做。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
hiza 'ima pomasa' hiya'?,那位戴眼鏡的人是誰?,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hini 'aewhaeS pon'apis ray baseng.,這隻老鼠被夾在陷阱裡。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hini pongaeh kin kayzaeh kita'en.,這朵花很好看。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'oya' pongawpongawan ila.,媽媽滿頭白髮了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
ma'an tatroe' hahi:il ka pongki: 'oka' ka bilowa:.,我的手指都是蹄狀紋沒有渦狀紋。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"nasiya ponibih ka mae'iyaeh, hini 'am nak'ino' ila!","他們把人送回來,這該怎麼辦!",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'away kaskesen ponkakalse: ila.,'away冷得起雞皮疙瘩。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
kolso: ma'an kaskesen ponlakay ila.,我的腳跟龜裂了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
rapit So: ponlakay ila ma' kayzaeh ila kasi'aelen.,愛玉如果裂開來了就可以吃了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
bazae'en ka tinokoroy ya:o ponlaleket.,"聽見夜雕的聲音,我毛骨聳然。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'okik 'iya'azem ponolbo' ka nisiya pangih.,我不小心碰觸到他的傷口腫起來的地方。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
tinawbon paparang ray bae:aeh babaw 'am ponpo'po'.,糯米糕用火烤會膨漲。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'aehoe' ponpontikol 'iyakin 'am Sa:oya'.,狗兒一直碰推我想乞討吃的。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ra:an hola:osan ila, Sa'ila ponra:an!","路很多草了,去割草開路了!",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
moyo tatini' ponrowa' ka minahael mina!,你們長輩要導正後輩喔!,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
'aehoe' ma'an 'okay be:ayi ka kasi'aelen pontikol 'iyakin.,狗我沒有給他吃的牠用頭碰推我。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"korkoring rima' ila pora'ara', So'o 'am rima' ay?","孩子去灌蟋蟀了,你要去嗎?",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"Sa'ila poralom ka tatimae' o, So'o So: honasamez ila.",如果你有空的話要澆菜喔!,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"hiza ka pongaeh hayayo' ila, poralom sowiti' ka ralom!","那棵花枯萎了,灑點水吧!",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
siya 'angangen ni 'oya' porawSi' ka masa'.,"他被媽媽罵,眼中含著眼淚。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ma'an pangih pori:in ka 'iyo' 'am kayzaeh ila.,我的口塗上藥之後才好的。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
koko' tomortoroe' 'iyakin ka SaSepe: 'inay 'aehae' tabin kaboehoel siya manabih ya:o ma' polotor mayaka:i',"奶奶教我數數從一到百,他說一次我也複誦一次。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
kasnaw mini'sih ila! porpa: naehan ka ralom!,湯快要燒乾了!再加點水!,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"hiza baki' 'ima posik, 'iya'azem o!","那個爺爺眼睛瞎了,小心喔!",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
So'o posik ay rima' tomono' ka kaehoy!,你瞎眼呀去撞樹!,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
yako nisiya potatayen komoSa' bae:iw ka bori:.,我被他強迫推銷買肉。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
nisiya ralom poti'in 'okay wa:i' ila.,他把水堵住水就停了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ma'an 'ayam ka'omaSen potimo'en ila.,我要醃的肉加過鹽巴了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
tatimae' ma'an 'i'ini' potimo'i.,那個菜我還沒加鹽巴。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o potiyan ay rima' ray sinakoban babaw?,你瘋了跑到屋頂上幹嘛?,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
tani hini lolongan 'am potngor walo'.,沿著這條河可以到達東河。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
lasiya potngor ila!,他們到了!,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ya:o hayza' ka potoS ray kinmae'iyaehan.,我的臉上有魚鱗癬。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"korkoring komoSa' siya maskes, ma'an potoyen noka SaSapel.","孩子說他冷,我用背巾裹著。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
powa'aw ila hini 'omoral ila?,怎麼辦了現在下雨了?,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
hiza Siba:i' honay kalihokan powa'aw 'am romakep?,那條蛇處在角落怎麼抓?,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
hini powawan minngihil ila.,這個碗破了一角。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
na'miSan ila yako haysiya 'okay sisaw ka poway.,秋天了我還沒有蓋棉被。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
korkoring monhae:ae' ila ka poza' mari'in Sipahalay ray bengez.,小孩子臍帶掉了拿起來掛在蘆葦上。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
poza' Sipahalay ray tawmo' kayzaeh pas'el ka korkoring.,臍帶掛在香蕉可以幫孩子助生。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"korkoring haysiya ray tiyal kan 'oya', noka pozok 'i'iyaeh.",胎兒在媽媽的肚子裡是靠肚臍存活。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niSo' hiniba: papozokan kita'en ila ka pozok.,你穿的衣服肚臍都看到了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ra'ara' nak ka zizik o sopaloy 'ini siya.,樹皮蟋蟀像烏頭眉紋蟋蟀但比牠大。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'izi' rae'aew 'iniman!,不要對我隱瞞!,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
moyo roSa' rae'seb ka hini pinobae:aeh.,你們倆共飲這杯酒。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o hayza' ka rahem.,你有內傷。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
hiza soko: 'akoey ka rahib.,那個倉庫很多蟑螂。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yami 'okay rahkal ka ralom, Sa'ila rahkal ka kapranaw.","我們沒有煮熱水,去煮洗澡水了。",Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ma'an minatini' ray rahoeran matawaw.,我的哥哥姐姐在都市工作。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
rakal ka bato' 'okay 'inhae:er.,堆石頭不要崩塌。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niSo' pinamowa' ka rakeS rarahoe' ila.,你種的樟樹都大了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
'an hiya' a tata:a' rakepen ila?,誰的雞被抓走了?,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'anmana'a tata:a' rakepen 'araSen ila.,我的雞被抓走了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
siya 'okay ranaw hayza' ila ka raki'.,他沒有洗澡有污垢了。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hiza bato' rakrakal ka rinakal pak'ibabaw sowiti'.,這些石頭拿來一直疊坡崁讓他高一點。,Formosan-ILRDF_Dicts/Final_XML/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
