ckv,chinese,source,kindOf,dialect,row_type,split
tekep,捕鳥陷阱,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Rapotoy,夢,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pakaysing,巫術,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kiwkay,教會,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
palilin,祖靈祭,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
koit,鬼魂,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tomnon,編織,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tibay,肚兜,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pakil,男用耳環,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pakil,女用耳環,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kon,褲子,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
masebit,破掉,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bongot,頭飾,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pani,編網針,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
balon,腰帶,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qeRiw,苧麻,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temamak,染色,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kon,女性長褲,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lawa,布匹,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qaRebatangan,妝扮飾物,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tibay,傳統女裙,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
zepo,鞋子,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
seban,揹小孩的背帶,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
silit,毛線,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Rakon,裙子,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kondosi,男用遮陰布,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
soboq,男用背負網袋,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tibay,擋胸巾,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tosongan,袖子,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qodos,上衣,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
belongoy,女用揹籃,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qanas,圓形竹簍,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
baso,公車,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
zitinsia,腳踏車,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
taya,輪胎,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qiton,車子,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
beRas,白米,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tenned,青菜,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
wano,蜜,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tiRoR,蛋,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
siti,油,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sano,味道,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
salang,湯,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
saytaw,白蘿蔔,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sabaq,穀粒,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
zimmet,糯米,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
RoaRo,粥,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lozay,小米,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
waneng,糖,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
toami,麵,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tawyo,醬油,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
masen,在來米,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kenaped,米糠,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mihon,麵粉,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Rapedadaw,黃色的,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
poli,綠色,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Raytongoz,狗吠聲,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
satezayan,歌,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
omipil,聽說,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
paqenanem,獨自一人,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
deddan,日子,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
en,是的,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
aneman,目標,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
imi,意義,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
saqonian,用途,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mineb,關上,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
awRi,過來,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meliway,借,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
wi,走,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temanbaseR,飛,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
RaRiw,跑,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
maseq,抵達,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temongaw,送,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meRaRiw,逃跑,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temoqaz,進入,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
biqolo,翻倒,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
boRaw,趕走,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temadikod,折返,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
palaziw,讓開,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pakosang,贈送,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temoqaz,上坡,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
semona,接,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
melatis,越溪而過,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pabola,向人家要,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bowaq,倒,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pasa....,走,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
menanaz,攀爬,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
saysayna,逛一逛,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temanoz,追,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mezazam,趕上,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
semolal,滑掉,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
matanaq,分開,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
si-,攜帶,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
si-,穿,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
si-,戴,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mezokat,出現,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qawto,要來,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
omawto,來過,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
menanap,爬行,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
melaot,拜訪,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
medotiq,跳躍,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
madded,坐下,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meloko,彎腰,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
paqawit,掛,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mala,拿取,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
babal,打,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
toqiq,刺,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pemissa,射擊,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mesoRaw,跌倒,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
semippiq,踢,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
semozoq,推,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
komton,砍伐,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
metotoz,搖動,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meRiqet,折斷,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qemaRaw,抓癢,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mezaqis,爬上,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
siqolin,躺,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
baba,揹,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pametmet,敲碎,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mamoqo,扛,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kemalkal,翻動,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meqolin,滾落,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mezoqoR,撞到,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bawa,抱著,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kemotkot,挖掘,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kemilas,切,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
menebi,藏起來,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qemapaR,抓,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
komton,砍,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kemaway,揹負,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sinapon,分,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
melowas,剖切,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pemaRit,綁住,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tombes,拉,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
semaksak,劈,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meRabot,扯斷,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
misis,提著,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mimet/qompeR,握著,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
betbet,捆綁,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pematez,按住,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temotos,拔除,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mammid,挑選,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meRosaz,散撒,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
medodot,啄,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temeqteq,插,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temapa,堆積,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mamoqo,搬運,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temotos,拔出,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qemiwaqiw,攪動,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pematez,壓住,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
semikiw,搔癢,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qompeR,握拳,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kemiala,摘取,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
laototoz,晃動,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temopaq,剝,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
melatis,涉水而過,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
laototoz,振動,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temabo,打包,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qay-,採收,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
semopay,磨利,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
otoz,動,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temanoz,追捕,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pametmet,打碎,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mesoRaw,倒,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
baliwnes,扭轉,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
paqiRi,豎立,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mezezek,踩踏,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meRaqat,跨過,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meRiseb,割,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qomneR,掐住,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pematez,壓制,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
paqan,餵食,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qemapaR,捕抓,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qemiyot,撬開,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tombeR,踏,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
peniq,壓扁,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temopaq,剝皮,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mawsid,擦,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meRosaz,亂翻,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
posipos,揉搓,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
siRaRaz,靠著,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pemaspas,鞭打,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temopaq,削,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pemoliz,捻線,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
semait,剪,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meRisiw,砍除,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kemaod,招手,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temaktak,剁,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temalik,搗,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mabod,打架,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pedeq,擠,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sitoRko,低下頭,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temopaq,剝樹皮,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
midayan,隨意,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Rokanan,蹲下,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qiRi,起立,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
semisep,吸,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
menanom,喝,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qemaRat,咬,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
melimez,吞嚥,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
timmoR,吞下,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
melonas,燙到,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sebalenan,噎到,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bisoR,飽食,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kemkem,咀嚼,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sedaw,渴,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qemitqit,啃,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
matazay,遇到,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
soppaRan,知道,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
