sxr,chinese,source,kindOf,dialect,row_type,split
kiʉlʉsʉ tokocoko mosa sakʉrahlʉ matisangalʉ 'apasʉ.,我跟朋友去河裡抓螃蟹。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
langica rahlʉngʉ kio'ona pi'apirangʉ taapo'ai.,樹葉上有蝴蝶的幼蟲。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahla'amisana kalavongonaia pata'apirango.,以前的水牛在冬季時會長虱卵。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
sasaroana naani tamapohlipohlia sarʉisa aosii 'aporoohlo mapohli.,"這個山區有一處土壤很鬆而且是白色,土像白灰一樣,指白灰之意。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlipo'a ina'ana varo'o 'aratingi.,媽媽買了新的筷子。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlilivingiko 'aratingi a paahlivingako moroacʉka.,我的獵具藏在角落裡。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
aisa caalʉ maroa ocani taisa 'aravangʉ.,半山腰有一個大山洞。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kiariariakoisa moahlihlisomana mancʉngʉrʉ pitahloro taisa hlitalʉvʉʉngana paiciana saparongahla 'aravangʉpaiciana.,"出草時期此地區有個岩石壁的大洞,可容納一個社,排剪社曾經在這裡躲藏過。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
rianʉ hlahlosana ia pi 'aricoro.,男生都有陰囊。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tam 'arimahlʉnga langica arinaani.,今天的天氣很晴朗。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
matiakʉhla kiamanai hloohlongonan 'arisakai?,溪裏還能捕到蝦子嗎?,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
'arisangʉ maci pahlalʉhlʉva imarʉia sa'ao mia'ao.,樹豆和肥肉煮湯很好喝。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kiariari koaroamimia 'arivongoa palʉmʉhlʉ.,以前沒有使用鐵絲綁東西。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngahlaisa pi isikana 'arivongoa?,那個電話是誰的?,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
'arohliao tam maliahlʉ mipihlihli.,燕子飛得很快。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pitalotolocoa ina'a torokokana 'asarʉ.,母雞生了三顆蛋。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
saparotomohloa tamalʉngalʉa saliaisanan 'asongolo.,叔叔家種了很多楓樹。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maromokoako oomo 'asopi.,我喜歡吃柿子。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maromia 'asoro pasikʉngʉcʉ ooro.,用長飯匙把飯和一下。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maroamia 'asoro ka 'avangʉ mosala.,船就是用槳划的。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
tam manganʉa 'atai.,'atai 很有力量。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
cocokiariari oka'amanaka hlatʉngʉ patiariarianʉ 'atalasi.,"以前青菜還很少時,人們都用蒲公英做菜。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
koaromokoa mamaini omavali pahlo 'atalasi.,小孩子不愛聞蒲公英的味道。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlangʉanga lilionga matalakiahlʉ moromita 'atatavangʉ.,髒亂的環境容易出現蟑螂。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
covo'o pahlataʉroa colahlʉ hla imarʉ tam sa'aoa 'aocovo'o.,竹筍、大骨和肥肉一起煮這樣的筍湯很好喝。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
'aomangʉhlalongo patasamahlʉmahlʉnga camai.,蒜頭是很香的調味料。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pakiatoroakoia 'aomosikonga.,我的教授是外國人。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlahlosai ka 'avi?,'avi是男生嗎?,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
taiaraisa tikorona maci 'aʉrʉ?,你的衣服怎麼那麼髒?,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
'ocahlʉ ia mahlohlohlongoa 'i'ilipi masoisaia tatai hlavatʉ omaoisana takohlo.,""" ucahlʉ樹都生長在溪邊陰涼的地方,果實像番石榴,狐狸喜歡吃。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
cocovilanganʉka hlimaronaani 'alita sapikakakoaisana.,"鄧氏住過該地,就以他的名字ihlanguna稱之。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
macoka 'ihlicotakoliacʉia kohlaisai tangʉkapatʉ hla pialovoco.,那個惡神也就是陸地神和水神。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
'ikarʉ takoco akitikiti.,竹雞已經很少見了。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
ara kicacʉa hlimilavaʉna 'ilipisa takacicihli.,弟弟被自己的影子嚇了一跳。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
varo'ocoka sitakoamia kani'inani.,現代的做法是新式的。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
macoka 'inaoroia aroamimia 'ʉlʉvʉ maiakaka coco'o.,巫師專門用法器一直害人。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
macoka 'ipihliia ngahla sʉʉsʉngʉ.,咬人貓是草的名字。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mailangicanaka 'iriia tataisa kio'o hla makaritʉkʉtʉ.,"'iriia樹在深山,長得很高大,它的木材很脆。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mosalamo motokoso miongo 'isiparʉ.,"我們走過橋,到達河的對岸。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
isisi laarʉ tam mʉlʉngʉsʉ.,飛鼠的尾巴很長。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pakalicilicilicia 'isisisa tamatito.,小狗一直搖尾巴。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mamiararoma ihlakoa mataingalʉ macahlia mata'isohlo.,我是部落裏最會玩陀螺的人。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
canicani iamaisa takaokaonaka 'isʉngʉrʉ.,樹裡頭的水是老鷹唯一會喝的水。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
sala'a itakonaia mahloarianʉ tʉnʉtʉ malicʉcʉamasoisa maamii.,"'itaku地方都生長一種藤類植物,會結果子,熟了會變黑色,可以吃甜甜的。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
'ivingi akohlamoia hliopangana.,我們說的'ivingi是指飼養的動物。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kio'o 'olisi ia mahloatʉkʉran taatapirasʉa atamahlʉnga savoanʉ taamohlo.,"'ulisi樹都長在峭壁上,是釀酒的藥草。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
oavovora 'aomosikongana kiariari 'olongoko.,以前美國人都會送麵粉。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlaamaama maci mahlokoa tahloavʉ'ahlopoia omaroa 'omomata pitamo.,"老人家在山上工寮時,用乾的酒敬神。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
koarovarovana corovanaia 'ongohlo tahlakʉ.,今晚的晚餐是豬腳。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tam mavacangʉa tapaʉ 'opiri tatapaa.,山雞的顏色很漂亮有斑點。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
oracʉ cara'ʉ kalavongo hla 'oracʉ tataisa.,牛的血管和筋很粗。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mavacangicoa sapahlʉisa mao kocoaroamia 'orokosa.,"他的腳已變好了,你看,不用枴杖了。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maci paomamainico a inatasaona ia pi ʉpʉcʉ 'ososoisa.,若狗媽媽生了小孩就會有乳汁。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
vongo'oisa kalavongona maro osoa 'oongo.,牛的頭上有兩隻角。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
'ʉ'ʉraisamana ihlao pitʉkʉmana.,謝謝您的關心。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
'ʉ'ʉraisamana hlitoroisa pakiatoroa.,我很感謝老師的教導。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
'ʉlʉvʉ hla'aloana paramahlʉngʉ macarʉmʉ.,拉阿魯哇族的巫醫能治病。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlikia 'ʉrʉ'ʉrʉcʉ motoapolo.,"要綁緊,不然會鬆掉。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlikia 'ʉrʉcʉ a tasaona miacohlo.,"我要把狗綁緊,否則牠會跑。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
satalʉlʉva hlimilavaʉna omahliki 'ʉrʉcʉ a ihlo tamatitona.,弟弟把小狗的項圈綁得很緊。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tam maromokoa ina'ana oomo 'ʉtʉ'ʉtʉ.,媽媽最喜歡吃長豆。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mosa Amamahlʉlʉnganʉ arinani takoliliongo laʉlaʉvʉisa.,Amamahlʉlʉnganʉ 今天出去走訪他的朋友。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
Arooai ia sipiamia mahlolʉpʉngico.,Aruuai 是成年的說法。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"Caalʉtahlaʉkʉana osoa pahlomiaisa, ocani ia taiahlihlicaoa, siaosoa ia tatahlʉ sala'a.","Caalʉtahlaʉkʉana有二種意思,一是守望,二是動物的路。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
Hla'alonga ia sasaroana ngahla kalʉvʉngana.,Hla'alunga是桃源的一個地名。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ocani savangʉana hla hlaovohlana pi ngahla Hlakota'i.,只有游家和郭家有Hlakuta'i的名字。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
Hlalikingana ma lika'a Amahlʉ intavangʉ.,Hlalikingana在Amahlʉ intavangʉ下面。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
Hlapaihlonga ia ngahla sasaroana kalʉvʉngana.,Hlapaihlunga 是桃源的一個地名。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"Hlavohlavo maro osoa,ocani ma Cʉngʉrʉ, osoa ia ma Hlakoroca.","Hlavuhlavu有兩處,一是在Cʉngʉrʉ,二是在六龜。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
Lovangana ia ngahla sasaroana kalʉvʉnga.,Luvangana是桃源的一個地名。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
Makakava ia ta'ahlopoa ʉlʉnganʉ hlatiorana.,Makakava是ʉlʉnganʉ hlatiurana的狩獵區。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
Marokisahla hlialʉmʉlʉmaisa pihlingi tomahlahlasʉnga moliohlo a kakoana maroisana.,"Marukisahla初次是廖家居住,後來才換方家居住那裡。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
kokoamacoa pi'ina samʉsamʉ.,pi'i不敢吃辣椒。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
hlatomoa piaolina matiasangalʉ tangalohlo mosala pihlalopo votokohlo.,piauli想要抓蚯蚓去釣魚。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
Samingi ia ma isiparʉ vilanganʉna.,Simingi是在過河美蘭段。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
paasosahli sʉʉkʉna.,suuku在唱歌。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
Taairii ma isiparʉ aisa caalʉ.,Taairii在河對岸山的中間。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
Tahlovala ia ngahla sasaroana kalʉvʉnga.,Tahluvala是桃源的一個地名。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omomaisa Piacʉ a Tapʉhlʉngʉcʉ.,Tapʉhlʉngʉcʉ是Piacʉ的田地。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
Tariahlingihlingia ia talipocana hlamama koli'i moahloahlopo.,Tariahlingihlingia是老人專門放狗追趕動物的地方。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
Taongai ia ngahla sasaroana vilanganʉna.,Taungai 是美瓏社的一個地名。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"sipangʉhlʉvamaini hla'ahloana,ngahla sasaroana ia pi Tavoaaca.",後門的地名叫Tavuaaca。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
Tavoavola kiariari a tapotoavovola ahlama maci maroa ahla'a.,Tavuavula 從前祖先如果遇到敵人放狼煙的地方。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
Tikahlahla ia ma isiparʉ kalʉvʉngana.,Tikahlahla是在桃源對岸。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ma ahlahlapa olaloihla taliciana ka pi Tilimana.,在塔臘祫Ulaluihla的上面叫 Tilimana。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
Tomania ia takiapohlo a intavangʉ parana.,Tumania是很多芋頭的地方。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
ma ahlahlapa olaloihla taliciana ka pi tilimana.,在塔臘祫Ulaluihla的上面叫 Tilimana。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
a'atatavangʉa naani ka 'aʉrʉ hla avalia.,"這裡很髒又臭,所以都是蟑螂。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
a'ʉcʉmʉ a tikorona paraatavohlio.,把衣服染成紅色。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
aa'apasʉa naani.,這裡是有很多螃蟹的地方。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
aalovo a saliaisa koco tosoa.,他加蓋 的話就不會漏水。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
nani ia aangahlahlana pakoatoa.,這裡是溫泉的源頭。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
paratahlʉkʉtʉkʉmana ooro aanʉisa hlamamana.,老人家的食物要 冷一下。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
kani'ina ia aanʉisa tasao.,這個是狗的食物。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
koakocoa aanʉna maraanaasʉ.,"食物要吃完,否則浪費。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
aapaosaasaliri ihlako.,我被託夢。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tomoakia morohlahlamʉ aariari masino.,要養成每天洗澡的好習慣。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maraonini ta'iao aariari.,我們以後不知道會變怎麼樣。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngahlaisa hla aaromoko oomo?,你想要吃什麼?,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
kani'i patohlanga na tam malisʉhlʉ tomoa aasasoa iniciki pikʉhlaʉ pitilihli.,"這個櫃子太重了,要兩個人才能抬得起來。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
acacacihli coco'o ocani tapihlana tokapʉ.,每一個人一雙鞋子。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
raco'o siriapanpanarʉ acahloca.,要偛秧的田要用竹子弄平。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
mariakaroto kana'a na acahloco a maataata.,"他要耙田,因為明天就要插秧了。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
acancancihli coco'o mangosipi tomoakia pakiatoro.,每一位公民都應該要奉公守法。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
acavo a camaina.,打包菜。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
koacici arinaani.,今天不會熱。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tapʉkakalina maci ahla'amisana ia takacicihli maci'i ka mavʉhlʉ angahlʉ kocooamaco.,"黃鼠狼在冬季時自己會死,因為太肥走不動。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maci ahla'amisana ia tam ahlaahlapa sahlomo.,冬季的時候溪水很淺。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlaahlapa to'o maro i sohlatʉ?,桌子上面有書嗎?,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"hlikomita ahlaama alaliamʉ somasasamoso ramoco,minisoa patʉahlʉ oapaona.","祖先看到蒼蠅搓手,就發明了鑽木取火。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
ihlahlamo hla'aloa maci maroa alokala ahla maci'i tomoa kialoalo kilaliali ahlaamakiariari.,我們族人如果有喜事或喪事都要先祭拜祖先。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maroa ahlahlaina mahlasʉngʉsʉngʉ oomo kʉrʉsa.,有的女生討厭吃茄子。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
papiainia ahlahlaloa hlimihlimilavaʉao?,你有幾個兄弟姊妹?,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlahlamʉa naanina ka sasahlomoa.,"因為這裡有水,所以有很多鳥。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
alamoro ahlaina omaororo calinga poatavali.,少女會穿耳戴耳環。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlaina kaionaia ahlainaisa ahlaloako.,那個女生是我哥哥的老婆。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
'arivovoaisa kana'a ahlainana rianʉ mapohli matalakiahlʉ pata'aʉra.,"那個婦女的裙子是白色的,很容易弄髒。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
macaacaa ahlaloa ahlainanan hlimilavaʉna ka milakopo.,"姊姊笑弟弟,因為弟弟跌倒。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlaisa ka pahlomiamiaisa?,是什麼意思?,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
vʉkʉisa ahlaloaahlaina na tam malicʉcʉ hla mʉlʉngʉsʉ tam mavacangʉ.,姊姊的頭髪又黑又長非常漂亮。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
sasoa ahlaloako hlahlosa hla cacihlia hlimilavaʉ.,我有兩個哥哥和一個妹妹。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
macacaa ahlaloana ihlako koiasasʉkʉraisana.,哥哥笑我推不動他。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
sasaroana naanika ravaravaoa patasasapʉta ahlaman kolikolikoli'i.,"以前祖先團獵時,要把動物趕到竹林地區的左側,才容易捉到。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tangihlaonaia sipatakoacahlia ahlamanan pariavaratʉ.,颱風草是老人家用來預測颱風的。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maroka hliritahloava ahlamanana raʉraʉamika 'olosoisa koamipoaliliohloisanaka kopaloa.,"這地方的工寮,採實心木為主柱,因為不易腐爛,鮮少更換。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ocaniaka kilaliali maniki omao ahlamiama pitatamokia mʉmʉa.,"不是只有祭典,平常吃或喝都要做灌祭儀式。.",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlangʉanga tihla'ahlʉisa paasaasahlii.,"他的身體很髒,要擦擦。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlanʉ volaihlisa Caʉpʉna hlimarahlivohlivo.,caʉpʉ的右邊眼睛曾經受過傷。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlasʉngʉsʉngʉ a Paliina moacʉkʉhlʉ pataramoarʉ ihlako.,我很討厭Palii 來耽誤我。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maci opatʉ volahlʉ ia roamiaco ahlaosahla.,四月就要開始雨季了。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
takosapoako hla ahlavako sohlatʉ arinaani.,我帶錯了今天的課本。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tainini ahlavio vahlito macomoromita?,你今天會帶多少錢出門?,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
manikia kana'ana mahlatʉra ahli'aimao pairahlaomao mainia manganʉisa.,"雖然他十分壯碩,可是他的力氣卻非常的小。",Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahliacovonga ariatʉkʉrana maro aihlana.,學校前面有郵局。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlicita'ai ocani pihlingi mavahlaʉvaʉ mʉmʉa.,希望我們全家都平安。,Formosan-ILRDF_Dicts/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
