bnn,english,source,kindOf,dialect,row_type,split
haanti',in,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,lexeme,train
maqto',do,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,lexeme,train
Cai-Ing-Un contong daihio siho taho to moliva siho malka Incomin,President Tsai Ing-wen's Apology to the Indigenous Peoples on Behalf of the Government.,Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Isia maposanhan-dosa painsanan tanangaos to aip to hanian, imita sinosan to kimpo, maza ‹ sanpao › hai paciloshoan to ‹ Incomin ›. Sain to sinpacilosho hai, mapin-okain maisna habas to sinsatamal, mapithasin taho to kata Incomin sidoh hai, nao to taini Taioantan. Kanasaicin, aip to hanian, nakaslod kata modan. Nadaihio saikin seho, masina sia Incomin sidoh, maisna isang topa to moliva sasaipok. Pat saba painsanancin, kamo hai malmimihdi mosaso kahaingion, daihio saikin sasaipok topa to: Totoza seho to moliva sinmalka mo.","On this day 22 years ago, the term ""shanbao"" (mountain people) in the Additional Articles of our Constitution was replaced with the proper name: ""indigenous people."" This correction not only did away with a discriminatory term, but also highlighted the status of indigenous peoples as Taiwan's ""original owners."" From this basis, today, we are taking another step forward. To all indigenous peoples of Taiwan: On behalf of the government, I express to you our deepest apology. For the four centuries of pain and mistreatment you have endured, I apologize to you on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Latoza saikin to, sao aip to hanian, oskonanta mihomis mandidingalan to bonon hai, aizang bonon iniliskinan maingo to okas moliva. Cissaicin, aip to hanian asa saikin to daihio seho topang to moliva sinsaipok. Taisbananin to painlivan hai samaszangan mas nao to namaopacia, anis doma sidoh to inihdian hai, makas-ang to nao to nalahaip saicin. Cissaicin, matodoldol saikin aip to hanian saincin, naasa kangaos kahna mapaokbas iniliskinan.","I know that even now, there are some around us who see no need to apologize. But that is the most important reason why I am representing the government to issue this apology today. To see what was unfair in the past as a matter of course, or to treat the pain of other ethnic peoples as an unavoidable part of human development, this is the first mindset that we, standing here today, resolve to change and overturn.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Naansansan saikin taho to, mavia to nataho Incomin to moliva. Taioan to dalahcin, pat saba painsanan to tanangaos hai, nao to aizain katsaincin bonon. Manano hai salin-anak mapasaipok, aizan an-anak to halinga, bongka, samo, katdan to dalah. Moso, ni naia cinopa to mahto, haito aiza doma sidoh taosaincin.","Let me put in simple terms why we are apologizing to the indigenous peoples. Four hundred years ago, there were already people living in Taiwan. These first inhabitants lived their lives and had their own languages, cultures, customs, and domains. But then, without their consent, another group of people arrived on these shores, and in the course of history, took everything from the first inhabitants who, on the land they have known most intimately, became displaced, foreign, non-mainstream, and marginalized.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
"Taisbananin to inihomisan hai maopacin to, aipincin laidazo to bonon, mahalav naia mas nao to takisancin to bonon. Kazin naia posbaion sia inihomisan to asang, min-oni movasvas to bonon, min-oni niin pasiamon, kazin sahalmangan. Tasa sidoh to maidaza, haipa ni to piniskadazaon sia doma sidoh to inihdian. Mais ni kata cinopa to mamantok mapiszang imita kokka, namahtobin kata sahalmang saicin, asa mamantok to istopa. At mastan kahosbon hai, asa seho to mosohis mamantok miliskin, cissaicin saikin aip to hanian matodoldol saincin.","The success of one ethnic people can be built on the suffering of another. Unless we deny that we are a country of justice, we must face up to this history. We must tell the truth. And then, most importantly, the government must genuinely reflect on this past. This is why I stand here today.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
"Aiza tasa ahil topaon to ""Taioan tongso."" Isia sintongaos to halinga hai topa to: ""Ukan Taioan mas paitasan. Inkasia Holanda kitngab, Conconkon sidoh kozakoza, mailngaos Lipon to seho saipok."" Maopacia ito Pot palihabasan. Haito maza Incomin sidoh hai nao to maisna habas katsaincin, matmoza bongka mas taiklas, ispasosono maikingna. Haito kaz kata kanasia kain-asang sidoh to saidoan mapatas lainihaiban. Cismaopacia, daihio saikin mas seho masiaopa sia Incomin sidoh topa to moliva seho malka bonon.","There is a book called ""The General History of Taiwan"" published in 1920. In its foreword are these words: ""Taiwan had no history. The Dutch pioneered it, the Koxinga Kingdom built it, and the Qing Empire managed it."" This is a typical Han view of history. The truth is that indigenous peoples have been here for thousands of years, with rich culture and wisdom that have been passed down through generations. But we only know to write history from the perspective of the dominant. For this, I apologize to the indigenous peoples on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
"Holanda mas Consonkong hai maipalatpo mapataz at maihalav mas Tangavolan sidoh, masa mailngangaos Liponto to seho hai, pailkapataz abdit, masa sin Lipon saipok hai, kaspokanin sana naicia saipok, masa pailkanahtongin pasampanah hai sin Taolotan saipok hai, mavaiviin sinsaipok Incomin sidoh. Isia pat saba to painsanan, kain-asang, mahalav dalah, mahalav Incomis to kinli. Cismaopacia, daihio saikin seho masinasia Incomin sidoh topa to moliva sain.","The Dutch and the Koxinga Kingdom massacred and exploited the Pingpu ethnic group. The Qing Empire presided over bloody confrontations and suppression. Colonial Japan put in place comprehensive savage policies. And the post- war ROC government undertook assimilation policies. For 400 years, every regime that has come to Taiwan has brutally violated the rights of indigenous peoples through armed invasion and land seizure. For this, I apologize to the indigenous peoples on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Kanasia Incomin sidoh sia maisnahabas to dailaz saipok asang malka-minihomis. Haito, isia namapinsial kokkacin, nin Incomin sidoh mahto salin-anak. Montonohin maisnakitngab to dailaz, itoskon to iniliskinan hai, nin amin saaopancia. Cismaopacia, daihio saikin mas seho masiaopa sia Incomin sidoh topa to moliva seho malka bonon.","Indigenous peoples maintain tribal order according to traditional customs, and ecological balance according to traditional wisdom. But in the process of modern state-building, indigenous peoples lost the right to steer their own course and govern their own affairs. The fabric of traditional societies was torn apart, and the collective rights of peoples were not recognized. For this, I apologize to the indigenous peoples on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Naoto aizan Incomin sidoh mas halinga, maisna isnavan min Lipon to sinnava, isia 1945 painsanan kitngab, lahnot seho malas-bonon, at maszang monghano ito Incomin sidoh haling. Sopahin Tangavolan sidoh niin haiap malas-ananak to halinga palinoto. Maisna habas to seho, ni to masanbot mapalmamaopa Incomis sidoh maisna kitngab to bongka. Cismaopacia, daihio saikin mas seho masiaopa sia Incomin sidoh topa to moliva seho malka bonon.","Indigenous peoples had their own languages. However, with Japanese rule aiming to assimilate and turn all into imperial subjects, and with the ROC government banning tribal languages after 1945, indigenous peoples' languages suffered great losses. Most Pingpu languages have disappeared. Successive governments have been negligent in the protection of indigenous cultures. For this, I apologize to the indigenous peoples on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Todip to painsanan, seho hai makotodi niang Pangkalkalan sidoh haiaphaiap hai vailan mas dingki-taki. Takisia Lan-i bonon to lotbo hai bason mas dingki-taki. Cismaopacia, daihio saikin mas seho masiaopa sia Pangkalkalan sidoh topa to moliva seho malka mo.","Without the knowledge of the Yami tribe, the government stored nuclear waste on Orchid Island. Tribe members on the island had to suffer the negative consequences. For this, I apologize to the Yami people on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
"Vaivi sidoh kaosia Taioancin, takisia ohaivas vali to Tangavolan hai, lanadan mas iahdi. Maza lasasais kan-asang hai mapis-oka inaicia to sidoh. Cismaopacia, daihio saikin mas seho masiaopa sia Tangavolan topa to moliva seho malka mo.","Ever since outsiders began arriving in Taiwan, the Pingpu ethnic group on the western plains have born the brunt of the impact. One ruling power after another eroded the individual and collective identities of the Pingpu ethnic group. For this, I apologize to the Pingpu ethnic group on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Masa min-onin minsio kokka, taiaza mas Incomin sidoh ondo to sintotopa. Seho hai aintalam malmanano to napin-sialon. Aizan kata mas ""Incomin sidoh to kanadan,"" haito ni seho kapimaopa kozakoza sahosbo samashing saicin. Malaitaz kaimin, ni to macitpong, ni to mapal-amin. Cismaopacia, daihio saikin mas seho masiaopa sia Incomin topa to moliva seho malka bonon.","After the democratic transition, the country began to respond to the appeals of indigenous movements. The government made certain promises and efforts. Today, we have an Indigenous Peoples Basic Law that is quite advanced. However, government agencies have not given sufficient weight to this law. Our actions have not been fast enough, comprehensive enough or sound enough. For this, I apologize to the indigenous peoples on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Topaon Taioan to ""maisopah bongka"" to katdan. Haito, saolaopako, Incomin sidoh to kaihatban, ispasnava, kaisoian, iapavcin to isasaipok, mapasidahdah mas ni to Incomin. Mosaso, maldaok to samakong sakolaz Incomin sidoh. Kaoman seho kinozkozan, oka doma sidoh minaopa mas Incomin sidoh to lainihaiban, inihdian sinmas tailpatazan. Cismaopacia, daihio saikin mas seho masiaopa sia Incomin sidoh topa to moliva seho malka bonon.","Taiwan is known as a culturally diverse society. But even today, indicators on health, education, economic livelihood, political participation and more still show gaps between indigenous and non- indigenous peoples. Meanwhile, stereotypes and even discrimination against indigenous peoples have not gone away. The government has not done enough, so indigenous peoples have suffered pain and frustration unknown to other ethnic peoples. For this, I apologize to the indigenous peoples on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Kaoman inam kinozkozan, maisna habas ni kaimin minhaiap at mailmanano, kazin kamo sao laopako maldaok to malmimihdi, tozatoza to moliva maopacia. Aip to hanian topa to moliva, anatopa to maaitin topa, haito sain hai kangab. Ni saikin makasang to maza ito Incomin sidoh sia pat saba painsanan to inihdian hai, nacis-oni tasa to paitasan, tosan topa to moliva at paladoazin mas painliavan. Haito maisna isang saikin mastatala natopa to moliva, aopa sain hai tasto-kokka to bonon mapaladoaz to kitngab.","Our efforts have fallen short, and succeeding generations have been blind to this inadequacy. Because of this, your hardship has continued to this day. For this we are truly sorry. Today's apology is long overdue, but it is a beginning. I do not expect any one speech or phrase of apology to wipe away four centuries of pain and suffering by the indigenous peoples. But I do hope with all my heart that today's apology will set this country and all its people on the path towards reconciliation.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Namakosia saikin Incomin sidoh to taiklas, mapishaiap aip to sinkozakoza. Taialo to haling, ""mamantok"" hai Balay. ""patohavit"" hai Sbalay, kaz Balay to tanangaos sosan mas S. Maza mamantok mas patohavit hai, maitasa to halingaz. Sintopa to, mamantok to patohavit, asa to maisna isang samantok to maimakoa dao at namahto minsia.","Please allow me to shed light on this occasion with a piece of indigenous wisdom. In the Atayal language, truth is called ""Balay,"" and reconciliation is called ""Sbalay,"" so you simply add an ""S"" sound to ""Balay."" Truth and reconciliation are in fact two related concepts. In other words, only by facing the truth sincerely can reconciliation be attained.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Isia Incomin sidoh to bongka, mais aiza bonon panliva malka doma to bonon, mais asa mapaladoaz, maza madadaingaz hai mas-anpok naicia. Ni to tosansan topa to moliva, asa naia to patopaon mas anak- anak to iniliskinan. Mais tonahtongin amin at mapasohisin haling hai, mapahod madadaingaz naicia mas davos, taisbanan to painlivan hai toza to paladoazin. Saicin topaon to Sbalay.","In indigenous cultures, when a tribe member has offended another and intends to reconcile, an elder brings together the offender and the offended - not to produce a direct apology, but to allow each side to frankly share their inner journeys. When this truth-telling concludes, the elder calls for everyone to drink together, so that what is past is truly past. This is ""Sbalay.""",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Mashadang saikin aip to hanian, maza seho mas Incomin sidoh to Sbalay. Ni saikin maming mas taisbanan to painlivan, sinmas maimakoa. Natopa amin sanganin Incomin sidoh mas iniliskinan. Ni saikin topa to macinso a ladoaz. Haito, mahtoang kata mastala akitmatan, habas to painlivan hai naniin mohna, aiza to hanian, sain to kokka hai namamantok to maiaopa mapaladoaz.","I hope today's occasion can be a ""Sbalay"" between the government and the indigenous peoples. I have spoken of past mistakes and truths the best I can, with nothing held back. In a moment, our indigenous friends will speak. I do not dare ask you to forgive, here and now. But I sincerely ask you to sustain the hope that past wrongs will not be repeated, and that one day, this country can see true reconciliation.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Aip to hanian hai kangab, mapaladoaz to iskozakoza hai, ni to sia Incomin sidoh sinmas Tangavolan, siamas ito seho to nakozakozaon. Haiap saikin to mais kaz makongolos topa to moliva hai kaomanang. Maisna laopako ito seho sinmalko Incomin sidoh hai, nasaitan mahto kanadan mas kokkatan mapaladoaz.","Today is only a beginning. The duty for reconciliation lies not with the indigenous peoples and the Pingpu ethnic group, but with the government. I know that words of apology alone are not enough. What we actually do for the indigenous peoples will decide whether reconciliation succeeds or stumbles.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Isaincin saikin mapishaiap to, isia Contongho hai namapin-aiza ""Incomin sidoh mantok to likisi mas mokbas mapiszang to iingkai."" Makoonisaikinkokkatotanghapopaliskadanto ngan mas-anpok, moskon sidohsidoh sinihailaz to bonon Namapaloszang palihansiap kokka alngangasan to nakozakozaon.","Therefore, I am here to announce that we are setting up an Indigenous Historical Justice and Transitional Justice Commission under the Presidential Office. As the head of state, I will serve as convener and work hand in hand with tribal representatives to pursue historical justice. We will also discuss, on the basis of equality, the future policy direction of this country.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Mapihosbo saikin topa to, isia contongho to iingkai hai nakastanan sahosbo hai, kokka mas Incomin sidoh to mapaloszang. Sidohsidoh to sihailazon hai, nakanasia sidoh mas asang itoskon to sinpatopa. Sain hai ito sidoh itoskon to sinpalihansiap, mahto mapatopa maisna isang to iniliskinan.","I want to stress that this commission places the greatest importance on equality between the country and the indigenous peoples. The election of tribal representatives, including for the Pingpu ethnic group, will take as basis the consensus of peoples and tribes. This commission will serve as a mechanism for collective decision-making by indigenous peoples, and will ensure that the voices of tribe members find true expression.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Aizang, naiskalonanko sincongin to madailaza oanpokan to hanian palioni ""Incomin sidoh kanadan to dailaz."" Iingkai itoskon to sinpatopa, maza ima to Ing mapatopa to napikon mapinsia. Maszang mas masolot kilim taikihabasang, lainson Incomin sidoh to salin-anak, mapiszang is-ihomis, mas-ono pasnava sinmas mapantala bongka, mapihatba lotbo, sinmas saipok taosia bokzav to bonon.","In addition, I will request that our Executive Yuan convene regularly the Indigenous Peoples Basic Law Promotion Committee, and use the Yuan's authority to coordinate and handle matters related to any consensus reached by the above-mentioned commission. These matters include the following: to retrieve historical memories, to promote indigenous self-government, to seek fair economic development, to ensure continuation of culture and education, to safeguard indigenous health, and to protect the rights of urban indigenous peoples, etc.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Laopako ispakapimaopa to dailaz mas Incomin sidoh mailanhabas to bongka, aiza ni to patokdado, nasihaizaz kata mas mahansiap bongka to bonon masingadah ""mindangaz Incomin sidoh malka ispakapimaopa dailaz,"" kabahlo mas nakanadan, mapis-oka Incomin sidoh to mailanhabas to dailaz sinmas palatongtong laopako kokka kanadan to dailaz.","Where modern laws and indigenous traditional cultures are at odds, we will set up an Indigenous Legal Service Center with a high degree of cultural sensitivity, to reduce through institutional design the growing clashes between indigenous customs and modern laws.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Naiskalonanko malkasia to macinsoa kozakoza, Incomin sidoh mais cis-oni mailanhabas to dalaz, isia kaitdadan to dalah, cisoni naikanakon ni to isbaliv at mapataz ni to mahto patazon to takilibos, at damon sisaisan iksobon. Namoskon kata palihansiap to napasikon mapoltav.","I will ask the relevant agencies to immediately pull together cases in which indigenous community members have been indicted or sentenced for hunting, where the hunting was done in accordance with traditional customs, on traditional lands, and for non-transactional needs, and where the animals hunted were not protected by conservation laws. For such cases we will deliberate solutions.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Natopaonko amin malkasisia to, minikoa dao mavail dingki-taki maponsia Lan-i, asa to mapithas ispishaiap. Mais okang nasaohabas vailan mas dingki-taka hai, asa Pankalkalan sidoh to saisan.","I will also direct relevant agencies to present an investigative report on the decision-making process of nuclear waste storage on Orchid Island. Before finding a permanent solution for the nuclear waste, we will provide the Yami tribe appropriate compensation.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Kanasia sahosbo Tangavolan sidoh, asa mosohis habas to sidoh, isia siva boan macion hanian to tanangaos, napalioni saicin to kanadan dailaz, mahto Tangavolan sidoh sohaisan mas nao to ana inaicia to kinli mas ngan.","At the same time, under the principle of respecting the Pingpu ethnic group's self- identity, and recognizing their identity, we will examine relevant laws before September 30 of this year, so that Pingpu ethnic group identity will receive the rights and status it deserves.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Painsanancin to 11 boan 1 hanian, nakitngab kata kozakoza, mapishaiap kaitdadan Incomin sidoh to dalah. Asang-Bonon to dailaz hai kitngabin, aipincin Incomin sidoh to salin-anak hai, namomoslot minsia. Namapibiskav mas sahosbon Incomin sidoh to ""Incomin sidoh salin-anak to dailaz,"" ""Incomin sidoh dalah mas ningav to dailaz,"" ""Incomin sidoh mapacingna haling to dailaz,"" maponsia Lipoing ispatopa.","On November 1 of this year, we will begin to delineate and announce indigenous traditional territories and lands. The system of tribal public corporation is already in place. In the future, the ideals of indigenous self-government will be realized step by step. We will step up the pace and submit for legislative deliberation three laws of great importance to indigenous peoples: the Indigenous Peoples Self-Government Law, the Indigenous Peoples Land and Sea Areas Law, and the Indigenous Languages Development Law.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Aip to minaonin, namoso mas-anpok tasto kokka Incomin sidoh to palihansiap. Isia moanpokcia, sopah ito seho nakozakozaon istaho. Kaopa painsanan to 8 boan 1 hanian, Sincongin hai namapishaiap tasto Taioan to bonon mas kinozkozan to sao isain. Namapinsia Incomin sidoh to kanadan, mapinsia Incomin sidoh mailanhabas to mantok, mapinsia kanadan Incomin sidoh salin-anak, sain hai ito seho maitao napinsiaon to akitmataon.","Later this afternoon, we will convene a national indigenous peoples administrative meeting. In that meeting, the government will elaborate on the policies. On every August 1 to come, the Executive Yuan will report to the indigenous peoples our progress on restoring historical justice and transitional justice. To implement the Indigenous Peoples Basic Law, to serve indigenous historical justice, and to lay the foundation for indigenous self- government - these are the three major goals for the government's policy towards indigenous peoples.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Taodaniv saikin mas isaincin, itanangaos sia tilibi sinmas sasado katokato iskakaopa to Incomin kaviaz, maciskon kata malsisivit. Ni kamo napaidan mas sinkozakoza. Mahtoang kamo mainson, tahotaho, mahto seho mapinsia mas sintotopa, mamantok to kahna maisna habas to painlivaan.","To all of our indigenous friends here and watching on TV and online: I invite you to stand witness. I invite you not to endorse, but to oversee. Please keep pressure on the government and right its course where necessary, so that it will realize its commitments and right historical wrongs.",Formosan-Presidential_Apologies/Final_XML/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
