xnb,english,source,kindOf,dialect,row_type,split
mane'i,light,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marʉngʉcai,high,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tatia,large,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
manʉkʉpai,short,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tamo'iarʉ,industrious,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makongo,cold,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'ora,small,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'itomoro,many,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maningcao,pretty,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matatʉricang,ice-cold,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
macici,hot,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makangʉcʉ,few,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
manava,drunk,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
macaca,laugh,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mʉrʉpʉ,wet,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
macoro,ripe,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makacʉmʉrʉ,thick,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
manipi,thin,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cangkan,dirty,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
naravarʉ,lazy,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masa'ʉcai,clean,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mara'an,soon,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maciasʉ,bright,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cioman,fat,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maringona,dry,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mopacai,tired,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vo'oroa,new,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cʉngnan,old,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
aracan,near,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
aka,spoiled,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tasini,spicy,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
araceni,far,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
morovakʉ,swelling,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tapiko,bend,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miaranao,long,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
topi'i,blind,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tonco,poison,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sa'o'o,delicious,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
macaro,smooth,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mami'arʉ,bitter,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'angono,unripe,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosakasakao,stealthily,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kacaoa,numerous,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mane'i,brisk,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masanparo,sour,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'akasʉ,salty,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
takaisoa,intentional,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mavaro,pulpy,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tatia,sturdy,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'avo,warm,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
manamʉ,blunt,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matavi'isi,sweet,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mapakacʉ,astringent,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mangiri,slant,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mavoca'ʉ,soft,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'inacʉ,straight,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
koratomoro,full,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matimanʉngʉ,well,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maponarʉ,spacious,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cocoro,correct,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mo'iarʉ,slowly,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cioman,coarse,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
macasʉ,long,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ta'oici,fine,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mangtʉ'ai,short,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mavangʉ,ripen,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maromanʉngʉ,handsome,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masiraro,should,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cocoroa,certain,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tʉni,able,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
manasʉ,possible,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kaisisi,celebrate,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mororo'o,wipe,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marikarʉ,call,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
comacopini,fold,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'oropaca,use,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
moranʉ,help,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mitakici,attach,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vʉrʉvʉrʉʉn,shaken,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
somasingsing,erase,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mikacara,depend,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'oco,block,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matai'i,stay,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
riang,sound,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makisavangʉ,over,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
katoong,brake,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tikirimi,search,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'akoni,prohibit,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tingasʉ,remain,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matianai,begin,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
toropangʉ,complete,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kamanʉngʉ,make,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mʉtʉa,find,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
moringai,trapped,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
soto'o,bang,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
takosʉrʉ,rotate,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
manʉng,good,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'akia,no,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'akoni,don't,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
aka,can't,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ka'anʉ,no,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cocoro,really,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ʉʉ'ʉ,okay,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sii,because,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
avara'e,whether,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makacang,immediately,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosotampʉ,enough,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pa,again,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'inmamia,only,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
imoa,so,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
paira,usually,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mataa,with,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'apanapa,sometimes,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pa,still,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
noo,if,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cocoro,very,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makasia,so,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kangvang,also,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kavangvang,both,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'apaco'e,although,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'esi,in,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tʉni,do,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
natoro,fool,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sinatʉ kari Cai'ingwxn congtong taihio seho moso'ʉvʉ maraini na Iencominco,President Tsai Ing-wen's Apology to the Indigenous Peoples on Behalf of the Government.,Formosan-Presidential_Apologies/Final_XML/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'esi na niaca'iva co maposan orocin cenana taniara miaasoa soni. niarisinata na sienfa soa ""sanpao"" kisʉʉn ia, pati'ʉnʉ'ʉnʉʉn co ""Iencomin"" kisʉʉn. soa sipatanganai isi ia, ka'anʉ co makai miana, 'ona ti'ingi 'esi masicoro'o 'imiin. parasorocoʉn co Cao Vovorong tamna nganai, ""masiiraro caoin"" soa 'ʉnai Taiwan isi. moociri kita nesi. soni, te kita mosoroosoro kiracʉkʉʉcʉkʉ. te ko taihio seho, masiikosa na kavangvang Cao Vovorong. 'ona nipamocia, te kita mangocono navongo moso'ʉvʉ. niaca'iva co osʉʉpatʉ mʉna cenana isi. nimoro'inasʉ kamo. koo kamo katʉtʉnʉn arakokonoʉn. te ko taihio seho, maraini misee kamoa.","On this day 22 years ago, the term ""shanbao"" (mountain people) in the Additional Articles of our Constitution was replaced with the proper name: ""indigenous people."" This correction not only did away with a discriminatory term, but also highlighted the status of indigenous peoples as Taiwan's ""original owners."" From this basis, today, we are taking another step forward. To all indigenous peoples of Taiwan: On behalf of the government, I express to you our deepest apology. For the four centuries of pain and mistreatment you have endured, I apologize to you on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
"potococoro ko. mataarava masini. 'esi na aracʉvʉrʉa mita namoriongo. 'ona pa cao pacʉpʉngʉ, namone'i maraini misee. isi soa vanai mako, tia taihio seho maraini kamoa misee. miana soa ka'anʉ katʉtʉnʉn. nokai, cao cocomeni tamna moro'inasʉ. 'ona cao pacʉpʉngʉ, masiiraro tia makaasoa misee. vanai kita tia moociri nesi, te kita pati'ʉnʉ'ʉnaʉn cʉpʉngʉ makaasoa.","I know that even now, there are some around us who see no need to apologize. But that is the most important reason why I am representing the government to issue this apology today. To see what was unfair in the past as a matter of course, or to treat the pain of other ethnic peoples as an unavoidable part of human development, this is the first mindset that we, standing here today, resolve to change and overturn.",Formosan-Presidential_Apologies/Final_XML/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'oroopaca kita ka'anʉ rangrang kari. tomatootoro neni vanai tia maraini misee na Cao Vovorong? 'ʉnai Taiwan isi. miaa niaca'iva co osʉʉpata mʉna cenana, 'ona co cao monoon nesi comacʉvʉrʉ. cao iisoa, masiiraro 'esi takacicini comacʉvʉrʉ. 'ona takacicini tamna kari, oʉnhoa, niorina, siacʉvʉrʉ 'acangʉ 'ʉnai. macovongo, koo pa ngoani pakiitoro, 'ona cao cocomeni iaavato","Let me put in simple terms why we are apologizing to the indigenous peoples. Four hundred years ago, there were already people living in Taiwan. These first inhabitants lived their lives and had their own languages, cultures, customs, and domains. But then, without their consent, another group of people arrived on these shores, and in the course of history, took everything from the first inhabitants who, on the land they have known most intimately, became displaced, foreign, non-mainstream, and marginalized.",Formosan-Presidential_Apologies/Final_XML/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"na 'ʉnai isi. makaasoa co, soa marivivini iaavato cao ia, makai toiisoa co caoin 'ʉnai isi. soa masiiraro kasian cao ia, niara'akia co to'onain. makai co cao cocomeni, ka'anʉ co ngaca'ʉ 'ʉnai, toiisoa kacikicikiringa cao. 'ʉna ocani tʉmʉkʉ cao. soa vanain aratatia ia, manasʉ niaranai cao cocomeni tamna moro'inasʉ. noo ka'aniin kita makasi, tia katʉtʉnʉ soa koka. makai isi niaca'iva co cao comacʉvʉrʉ, te kita taramanʉngʉ, masicocoro vanain. makasoa co, soa seho ia, tia vanai nipaicaa iisoa. mangocono pacʉpʉcʉpʉngʉ neni nipamocia. isi soa vanai mako tia moociri nesi. 'ona ocani sinatʉ ""Taiwan tongsʉ"" kisʉʉn.","The success of one ethnic people can be built on the suffering of another. Unless we deny that we are a country of justice, we must face up to this history. We must tell the truth. And then, most importantly, the government must genuinely reflect on this past. This is why I stand here today.",Formosan-Presidential_Apologies/Final_XML/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"sinatʉ iisoa ngoain tamna to'oroa kari, 'ona makasi, ""aranai miana, 'akia niarisinata poiisoa nipaicaa miana. cao Hʉran kani pananai, Cʉng sʉʉ kani maporai, Cingtai kani nipotokikio."" masiiraro makaasia Nakasaiana tamna siacʉ'ʉraa. soa Cao Vocorong ia, miaa 'esi pa niaca'iva meetosa cenana miana, 'esi co 'ʉnai isi. 'ona co macakoarʉ oʉnhoa mataa macʉrang, 'apacovongo nanamo. nakai 'apaica maa kita takacicini tamna siacʉ'ʉraa. marisinatʉ nipaicaa miana. vanai isi, te ko taihio seho, masiikosa na Cao Vovorong maraini misee.","There is a book called ""The General History of Taiwan"" published in 1920. In its foreword are these words: ""Taiwan had no history. The Dutch pioneered it, the Koxinga Kingdom built it, and the Qing Empire managed it."" This is a typical Han view of history. The truth is that indigenous peoples have been here for thousands of years, with rich culture and wisdom that have been passed down through generations. But we only know to write history from the perspective of the dominant. For this, I apologize to the indigenous peoples on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"Hʉran mataa Cʉng cʉng kong tamna seho. nimiapacai 'Oria mataa marisoacʉ nopasʉ. miaa Cingcao citai, paira 'ona tatia mosocara'ʉ macangini. miaa Ripoon citai, mosikarʉ na to'onaa Cao Vovorong 'oma'atipi. mataarava co Minkoo tamna seho. tia kani 'apatʉnʉn mataa namanamarʉ siacʉvʉrʉ. makaasoa osʉʉpatʉ mʉna cenana. kavangvang soa niivato na Taiwan seho. 'oroopaca nanto macangini, marisoacʉ 'ʉnai. miakaka Cao Vovorong tamna kenri. vanai isi, te ko taihio seho, masiikosa na Cao Vovorong maraini misee.","The Dutch and the Koxinga Kingdom massacred and exploited the Pingpu ethnic group. The Qing Empire presided over bloody confrontations and suppression. Colonial Japan put in place comprehensive savage policies. And the post- war ROC government undertook assimilation policies. For 400 years, every regime that has come to Taiwan has brutally violated the rights of indigenous peoples through armed invasion and land seizure. For this, I apologize to the indigenous peoples on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'oroopaca niorina Cao Vovorong matimanʉngʉ tanasʉn.'oroopaca kangvang niorina macʉrang matimanʉngʉ korakorapʉ. nakai, miaa toiisoa masini tamna koka. niara'akia Cao Vovorong masiiraro tia takacicini tamna kenri. nimitʉrʉ aranai miana copoongana tanasnʉ. ka'anʉ potococoroʉn ngoani tamna kenri. vanai isi, te ko taihio seho, masiikosa na Cao Vovorong moso'ʉvʉ maraini misee.","Indigenous peoples maintain tribal order according to traditional customs, and ecological balance according to traditional wisdom. But in the process of modern state-building, indigenous peoples lost the right to steer their own course and govern their own affairs. The fabric of traditional societies was torn apart, and the collective rights of peoples were not recognized. For this, I apologize to the indigenous peoples on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"masiiraro 'ona Cao Vovorong tamna kari. nakai aranai miaa Ripoon citai, mataarava 1945 cenana. 'atipin seho, aka kani 'oroopaca takacicini tamna kari. makasoa co, te co morovangvang ma'acono kari Cao Vovorong. 'akia co kavangvang 'Oria tamna kari. maka'ʉna'ʉna seho, ka'anʉ kipaatʉsʉ maritakarʉ Cao Vovorong tamna oʉnhoa. vanai isi, te ko taihio seho, masiikosa na Cao Vovorong moso'ʉvʉ maraini misee.","Indigenous peoples had their own languages. However, with Japanese rule aiming to assimilate and turn all into imperial subjects, and with the ROC government banning tribal languages after 1945, indigenous peoples' languages suffered great losses. Most Pingpu languages have disappeared. Successive governments have been negligent in the protection of indigenous cultures. For this, I apologize to the indigenous peoples on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"cenana meesoa. ka'anʉ tavara'ʉ cao Iami. mosakasakao ovʉngʉn 'inia hʉferiao. miakaka tina'an cao ka'inia. vanai isi, te ko taihio seho, masiikosa na Iami, moso'ʉvʉ marai misee. soa niaranai 'ʉnai cocomeni mosikarʉ na Taiwan, ngoai soa monoon na sipo 'Oria. nimo'oroo'oro ara'akia co ngoani tamna nganai. vanai isi, te ko masiikosa na 'Oria, moso'ʉvʉ maraini misee.","Without the knowledge of the Yami tribe, the government stored nuclear waste on Orchid Island. Tribe members on the island had to suffer the negative consequences. For this, I apologize to the Yami people on behalf of the government. Ever since outsiders began arriving in Taiwan, the Pingpu ethnic group on the western plains have born the brunt of the impact. One ruling power after another eroded the individual and collective identities of the Pingpu ethnic group. For this, I apologize to the Pingpu ethnic group on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
