szy,english,source,kindOf,dialect,row_type,split
ano cacay a saopo ano enem a angangan ano pito a angangan baloden.,"If there is a bundle, if there were six or seven banana trees, tie them together.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
kya pazengen i tini i nanom kapahay haw a saowac.,Put them into water.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
saka tosa haw a saopo ya malingato to ko nika babalaki kya siepah izaw haw ko daedac izaw haw koyni o koyni o tonoc.,"The senior citizens prepared wine, betel nuts and rice cakes.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
kya a mibetik to koheni.,They sprinkled.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
misasowal to i pabaway a di'to.,They prayed to ancestors.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
ya mahamin koheni a mibetik malingato to kita saka motizeng to amin koheni i tini i angagnan no paza' moeneng ko zoma.,They stood on the banana trees and other sat on them.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
kya a malingato to ma min haw ko binawlan.,Everyone began,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
saka hiam a min haw kina lalemed sa to mamin haw ko binawlan mamin halosEnEng ano wawa to babalaki tatayna to cebosen ma min to lima ko sapi pitapesi' toya angangan no paza' ato ni babalaki.,"Everyone, inclusive of young people, children, elder people and female, poured water on banana trees and old people.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,test
a made nes a mihiya micebos tini i toheniyan.,It took a long time to sprinkle.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,validate
saka malalemed to amin ko nikaozip.,It was all wet.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
tabaki mamin haw ko nikaongiyah sa.,The sound was loud.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
malihaw to ko nika o zoma.,Someone's voice was coarse.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
saka tya limo lak sa ko baloco' haw pilongoc haw toyni o paozipay a di'to saka.,It was happy to pray to God.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
na mahiza to tya pahanhan to tya pahanhan to taloma' to i tini i niyazo'.,Then it stopped in this way and went back to the tribe.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,validate
tya masaopo aca koyni o babalaki tya a mokan to epah.,"The senior citizens gathered, too, and they drank wine.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
tya patakid mamin ko sEnEng.,Young people drank a toast to the senior citizens.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
kya a masasowasowal aca.,They discussed again.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
haw o kawaw no mita i mahini haw kanca haw o sakaka pah haw no niyazo' o nikaozip no mita.,made the tribe better and made a better life.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
sa to ko nikalimolak amin haw no binawlan.,Everyone was happy.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
tya salabi sa amin haw i tini haw i pakayingan masaopo.,They stayed in the meeting place all night long.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
ko nika o kawaw aca no sakizaya to saka i tini i pilongoc to saka si o dadaw.,This is about praying for rain in Sakizaya.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
na sakaka pah no mimihcaan tya izaw haw ko nilangecan haw noni o binaolan.,There is good harvest for everyone every year.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
saka i tini kamo no ako.,My speech ends here.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,standard,UNKNOWN,sentence,train
ayza sa a misakamo kako to o o ngangan no Maibol hananay.,What I am going to talk about is the origin of Maibul.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
ha o Maibol han ko ngangan no Maibol.,Why Maibul is called Maibul?,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,validate
i tamiyanan a mipakongko haw.,Old man told us stories.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
i tawya henay sa miadop ko babalaki sa.,"At that time, old men hunted.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
tayni i saowac ma tayza koheni midadom sa.,They went to the river and carried water with a pole.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
maibok kya nanom sakyami.,It is said that water was turbid.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,validate
tayza to koheni i tiza i pidadoman noheni i saowac sa.,They went to the river where they carried water with a pole.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
maibok to kya nanom sa.,Water was turbid.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
i zaw sa to ko lipon sa.,There were Japanese.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
o canan i o canan kina niyazo'.,What is the tribe's name?,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
o maibokay o Maibol.,It is Maibul from Maibukay.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
o maibok han ko kamo nya babalaki sa.,That old man said that it was Maibuk.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
i sakamo sa kya babalaki ya ya lipon sa Maibok Maibol han nya Maibok han nya hi han nya nya babalaki sa.,That old man told Japanese (that it was) Maibuk.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
Maibo sa kya lipon.,Japanese called it Maibu.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
ta katokotokoh to mongangangangaw to kya kamo niza cay to kao Maibok.,Maibul was not correct anymore.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
Maibol sa to aca kya pangangan nya lipon sa.,Japanese named it Maibul.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,test
yo sakasingangan no mita o Maibol sa.,"We had the name, Maibul.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
Maibol han ko nganagan nina Maibol.,Maibul was called Maibul.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
mahiniay ko saka ko sakasingangan sa.,"In so doing, had a name.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
kya kya babalaki pakongko i tamiyanan adiding henay kami.,"When we were little, old man told us stories.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-maibol_Panay.xml,standard,UNKNOWN,sentence,train
mabilil kya babalaki mikayabes.,That old man picked guavas earnestly.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
sitokal to ciniza a mikayabes.,He climbed up a ladder and picked guavas.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
sa i tawya izaw kya tatama sa mikitin toniyan o sizi a micaliway i tiza.,"At that time, a man pulled a goat and passed by there.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
cay katenes sa izaw to kya tatama a wawa makabatikal micaliway i tiza.,"Soon, there was a boy riding a bicycle and passing by there.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,validate
makazih ciniza tya kayabes sa.,He saw those guavas.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
masatezep ciniza maydih ciniza a mikidem tya kayabes.,He stopped and wanted to steal those guavas.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
kidem han to niza ko cacay a bilowa.,He stole one basket.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,validate
pazeng han niza i aayaw no batikal niza to a momol ciniza sa.,He put it in front of the bicycle and walked away.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
sakalamkam sa ciniza a pacolil tya batikal i zazan.,He rode a bicycle fast on a road.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
sa malikeloh niza kya o tatayna a wawa makabatikalay to.,He met a girl who also rode a bicycle.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
azih sa kya tatama tya tatayna a wawa.,That boy stared at that girl.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
sama cay piazih to aayaway a zazan.,He did not see the front road.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
sama batelo to no noniza kya tabakiay a ba'to.,He bumped into a very big stone.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
mapolin ciniza mawasowas amin kya kayabes i lala' sa.,He fell down and all of the guavas scattered on the ground.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
i tawya yata izaw kya tatoloay a tatama mocolil to tai tiza sa.,"At that time, there were three boys walking over there.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
sakalamkamsa to kya tatoloay a wawa tayza a miedap tya wawaan a misapod tya kayabes a patayza i tiza i bilowa.,Those three boys hurried to help that kid to pick up guavas.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,validate
sa kokay sa to kya tatama a wawa.,That boy thanked them.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
to makabatikal aca ciniza a taloma'.,And he rode a bicycle home.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
sa i tawya sa ya tatoloay ya mocolilay a tatama a wawa sa mazih noheni kya nikatawalan nya wawa am toya o topel no niza sa.,"At that time, the three boys who were walking saw the hat that boy forgot to take.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
syosyo han to nya wa nya mocolilay a wawa.,That child who was walking whistled.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,test
ala han to nya wawa ko cacay ko topel a panokas tiza makabatikalay a wawa.,That boy returned the hat to the boy who rode a bicycle.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
sa to padala han to niza.,He took it to there.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
sa pabeli han niza to toloay a kayabes ciniza.,He gave him three guavas.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,validate
ci male cacay kamo a tatolo han niza.,He said everyone had one pomegranate.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
kokay han to ni kokay sa ko baloco' nya makabatikalay a wawa to a momol ciniza.,The child who rode a bicycle thanked him and walked away.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
ya mocolilay a tatoloay a wawa sa sa kan han to no heni kya kayabes a mocolil to sa.,The three children who were walking had eaten guavas and walked away.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
a micaliway koheni tya babalaki i tizaay sa.,Three people who were walking passed the place where the old man was.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
ya babalaki han to sa ma modebo to ciniza i kilang sa.,The old man climbed down a tree.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
azihsa ciniza matawid ciniza.,He saw and shocked.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
na tolo kina bilowa ako.,"I had three baskets, didn't I?",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
na tosa to kina ma matomesay.,There were two baskets which were full.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
inayay to ko cacay tosa to ayza.,One basket disappeared and there were two baskets now.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
cacay to kina matomesay a bilowa sa sa sa to ciniza.,He thought that only one basket was full.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,test
sa mahica sa cingza.,How does it happen?,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
i tawya sa ya tatoloway a mocolilay a wawa micaliway i tiza.,"At that time, the three children who were walking passed there.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
i lima no heni sa izaw henay ko liwan no nikanan tya kayabes sa mazih nya babalaki sa.,That old man saw the leftover of the guava in their hands.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
na atiwawa to ko mikidemay to kayabes ako.,it is those children who stole my guavas.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
a cima henaca.,Who else?,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
sa to ko baloco' niza a mizateng.,He thought who else?,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,standard,UNKNOWN,sentence,train
hang malingato kako i mahini mosakamo to pakainiay i i tawya ay henay noyni o babalaki.,I am going to talk about the ancestors.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,test
no ayawan no cacay alasobo izaw ko tolo a bataan a mihcaan na i tiniay i Takoboanan kiza koyni o babalaki.,"One hundred and thirty years ago, the ancestors were in Takubuan tribe.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
saka maliwasak koyni o niyazo' na i tizaay i Takoboan.,"Therefore, Tkubuan tribe scattered.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
oyni han to o babalaki no niyam kya hican.,How were our ancestors?,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
o namo han to a baloco' mikilim toyni o kaozipan o kakalokan i sa koyni ci Komod Pazik o tomok no Takoboan.,"Kumud Pazik, the leader of Takubuan tribe, said that you went to find the places for living and farming.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
saka maini tini i wali koyni o babalaki milakec toyni o alangahay i tini i hoaliandachiao.,"The ancestors waded the river, Hualian bridge, from the east.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
maini i wali tatimol sa katokoh i tini i Kalowa kya.,went south to Kaluwa.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
E pinaay ko demiad hakya o labi i hakya mimelaw toyni o kaka kakaliomahan i tiza kakalokan.,(It took them) numerous days and nights to look for the farmland.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
a o canan koyo sakaozip sisa.,How do they make a living?,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
i tatenga' mimelawmelaw koyni o babalaki sa.,The ancestors looked around.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
ca'ay i katatongos i tini i Kalowa.,Kaluwa was not suitable.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
isa nayay koyza o nanom cay kaitaneng.,Because water was not enough.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
E tayni to i timol tayni i timol sa.,went south.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
i tatenga' sitol sa i tini i i tini i Maibol.,arrived at Maibul.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
nayi' henay ko zazan tayni i hiya i timol.,There was not way to the south.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
