pyu,english,source,kindOf,dialect,row_type,split
ko paverasay o.,I can lend you.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
malalop ko minada da 'aracip.,I forgot to bring my chopsticks.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"adi ko miinada, kayta cimima'.","I don't have one either, let's go buy one.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kayta cimima' da impic ay?,"Let's go buy a pen, shall we?",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
"ai, cacima' ko diya da aicor.","Well, I still have to buy erasers.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kayta cimima' da kenanamain ay?,"Let's go get breakfast, shall we?",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
malalop ko parevi'as dako potavowan.,I forgot the hot lunch.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
owa kadikayo parevi'as.,Take it to the heat!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
malalop ko minada da potavowan.,I forgot to bring my lunchbox.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
mokasaya ta mekan no kemado!,Then let's eat my lunch box together!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
yaakan o da eman no kare'alriyan?,What do you want to eat for lunch?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
yaakan ko kananto parkare'a'alri kanta i kongkowan.,I want a nutritious school lunch.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kare'a'alri o da eman?,What do you want to eat for lunch?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"miinada ko da potavowan, mokasaya ta mekan no kemado!","I've brought a lunchbox today, let's eat together at noon!",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
kayta malimaliya kana lanciyo ay?,"Let's go play basketball, shall we?",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"ai, anlra.",Okay! Let's go.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kayta cempoka kana yakiw ay?,Shall we go play baseball?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"inao, takakesi ko.","No, I want to study.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
alakay ko diya kana idap.,Please help me with the broom.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"ai, niya ini na idap.","Okay, here's a broomstick for you.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
alakay ko diya kana toppo ay?,"Can you get me a rag, please?",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"maidap ko, pakaroni i Tawala.","I was sweeping the floor, you asked Tawala to help you.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
piya o lra midap?,Are you done sweeping?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
piya ko lra midap.,I swept it.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
komoda di adi o maidap?,Why don't you clean up?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
piya ko lra midap.,I've finished cleaning up.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"milrica' i dadale', icori diya.","The floor is dirty, wipe it.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"ai, kayko diya melaka da capolr.","Okay, I'll go get the rag first.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"milrica' ido na lataw, owa icori diya.","That window is very dirty, go clean it.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"no maremay lra, adi ko diya piya midap kani a!","Wait a minute, I'm not done cleaning up here.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kakoda o no maremay?,What are you doing later?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
yawa ko maya'a kana sinsi.,I'm going to see my teacher.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kakoda o no moroma' kemay kongkowan?,What do you do after school?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
parelrang ko kani 'alilri yawa mi semenaya.,I'm going to sing with my friend.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kokoda intaw no moroma' kemay kongkowan?,What's he doing after school?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
yawa pakolimaya intaw.,He's going swimming.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
i iman o diyamaw?,Who are you?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"imo, i Sanay ko, cowalray ko diya.","Grandpa, I'm Sanay, please open the door.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"Kiko, i Moymoy ko dowa ko maya'a kanno kivangavang.","Kiku, I'm Muymuy and I've come to play with you.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
sawariyan ta lra adi mena'o. a!,Long time no see.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
"ai, sare'ed ko kanno, kadika madayadayara ta.","Yeah! I miss you so much. Come on, let's chat!",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"kayan diya, 'ao diya kana danom.",Please sit down and have some tea.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
lrayowan!,Thank you.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
'ao diya kanini a!,"Drink this, please!",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
wa! kana imaran ini na 'a'awan a!,Wow! This drink is delicious!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
mekana ta da vowa' no kemado.,Let's eat fruit!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
ai! kaimaramaran no mena'o ta kanini na vowa' a!,Great! These fruits look delicious!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
imaran na vowa'?,How is the fruit?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
ai tatena' da imaran.,"Yes, it's really delicious.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"piya lra demero i nani, kayta mekana no kemado!","Mom's dinner is ready, let's eat together!",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
"ai, molasa ko diya kananko lima.","Okay, I'll go wash my hands first.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
"kavoceker, amana maira, saroma'enan ta kema ta.","Eat up, don't be polite, just think of it as a family!",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
"sado lra ko inkan, voceker ko lra.","I ate a lot, I'm full.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kasadoyo mekan amana maira.,"Eat more, don't be polite.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"ai, pokasa imaran.","Well, it's really delicious.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"yavorok ko lra, no damadaman lra, dadowa ko diya mena'owa kanno.","I have to go back, I'll see you next time.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
"ai, marepana'owa ta diya.","Okay, goodbye.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"'aremeng lra, yavorok ko lra.","It's late, I'm going home.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"no damadaman lra, kadika lra kivangavanga!",Come again next time!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
tawar lra.,Walk slowly and carefully.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"ai, no miwari o mo, kadika lra kivangavanga.","Okay, if you have time, come back and play again.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"'inavayan! harem kana wari, koy adayaw mo papiya, yawa ta kiwmaomalra kana dawdawan i dekalr","Hello everyone, today I'm going to take you to the tribe to interview the elders.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
'inava! menadanadam ta temarakasavakan kana dawdawan.,Okay! We're going to practice speaking Kasavakan with the seniors.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
adalrep ta lra meredek?,Are we almost there?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
raredek ta lra.,We're almost there.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"imo, dowa mi mena'owa kano.","Grandpa, we've come to see you.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
yi! sayho mo temarakasavakan kowayo! kana 'inava yi!,You guys speak Kasavakan! That's great!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"'inavayan, harem kana wari, koy adayaw mo papiya, yawa ta kikarona kana dawa i 'oma.","Hello, teacher, today I'm going to take you all to work in millet fields.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"kadika kani owayar papiya, ikalaalop minada kananmo adain.","Come and line up, remember to bring what you need.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"ai, sinsi, piya mi lra melak kananiyam vakis di capcapan.","Yes, teacher, we've got our buckets and bird catchers.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
meredek ta lra?,Are we there yet?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"adi diya, adawilr diya.","Not yet, it's still far away.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
owa podanom ino.,You go watering.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
"ai, kayko podamoma.","Okay, I'll water it.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
owa alak kana capcapan ino.,You go get the bird catcher.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
"ai, kayko vonoroka da 'ayam.","Okay, I'll go and catch the birds.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
'inavayan! yawa ta i tongoyoén harem kana wari.,"Hello everyone, we are going to the zoo today.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
wa! kana 'inava yi! kakoda ta mokowa?,Awesome! How are we going to get there?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
moicas ta da bas mokowa.,Let's take the bus.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"anlra! mayara ta papiya, cacima' ta lra kimpo harem.",Let's go! Let's all get in line. We need to buy tickets now.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"i ngangowayan mo, mao na 'aya'ayam, i likodan mo, mao na onaonan, owa karena'owi inmo papiya.",There are birds in the front and snakes in the back.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"Sinsi, kakaod ko kana onan.","Teacher, I'm afraid of snakes.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
"kakoda, owa na'o kana 'ayam ino.","It doesn't matter, then you go and watch the birds.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"no saya lra toki mo, ovoliyas modowadoka ta kani.",We'll meet back here in an hour.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"ai Sinsi, lrayowan!","Yes teacher, thank you!",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
mena'o o da eman kanini na wari?,What did you see today?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
mena'o ko da sado a onan di sado a 'aya'ayam.,I saw a lot of snakes and a lot of birds.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"pakonamon, yavorok ta lra.","Hurry up, we have to go.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
ngarayaw ko diya. rapi' ko kowi.,"Wait for me, my feet are tired.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kayta pakolimaya ay?,Shall we go swimming together?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"ai, anlra!",Yes! Let's go!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
kadowan na pakolalima na cao kani a.,There are a lot of people swimming here.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
"asavak na danom kado, pakolima ta kani marowa lra.","The water is deep there, so we just swim here.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
komoda o dowa kani?,How did you get here?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kemakawang ko.,I came on foot.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
moicas o da eman dowa kani?,What kind of car did you take?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
moicas ko da bas.,I came by bus.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
komoda o mokowa i kiyokay?,How do you go to church?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
"midosiya i malri, kipoyicas ko kantaw.",Dad drove me there.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
"no yawa i kongkowan mo, komoda mokowa?",How does he get to school when he has to go?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
moicas kana ciēyon mokowa i kongkowan.,He took the subway to school.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
komoda mokowa cimima'a da kolang i temo na vavayan?,How does your grandmother go to the grocery store?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
miotobay intaw mokowa cimima'a.,She went to buy it on a motorcycle.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
komoda o mokowa i Vocolr?,How are you going to get to Orchid Island?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
yaoicas ko da sodang mokowa i Vocolr.,I want to take a boat to Lanyu.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
komoda mokowa i vocolr intaw?,How did he get to Orchid Island?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
moicas da hikoki intaw mokowa i vocolr.,He took a plane to Orchid Island.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
moicas da eman mokowa i Takaw intaw?,What bus did he take to Kaohsiung?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
