trv,english,source,kindOf,dialect,row_type,split
negol,rope,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
tbeasn,sieve,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
atak,scissor,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
bagah,charcoal,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
toto,bucket,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
ledax,light,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
gemok,lid,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
gesak,spatula,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
qaton,filth,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
keroc,saw,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
klaboy,paper,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
coqi,cup,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
qataq,tong,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
qlapo,bedding,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
gagi,mirror,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
qyqeya,tool,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
ribo,wok,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
tako,spoon,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
slao,comb,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
seban,sling,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
spesak,fan,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
sopih,stockpot,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
terebi,television,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
toroq,pipe,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
seros,eraser,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
broro,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
elow,road,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
roro,creek,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
bgihor,wind,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
bnaqoy,sand,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
dheran,soil,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
rcilong,lake,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
cenga,crevice,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
lhengo,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
lhengo,cavern,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
bsoring,grassland,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
rbeyok,canyon,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
beling,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
tasil,rock,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
tgelaq,cascade,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
hido,sun,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
rbagan,summer,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
dremos,dew,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
plabo,cloud,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
qrengon,smoke,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
tqwilaq,lightning,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
saso,shadow,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
todiq,drip,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
rnecox,flood,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
mprbagan,spring,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
mpmisan,autumn,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
sreesa,dusk,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
bais,window,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
nelok,door,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
btonox,stone,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
dnamox,roof,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
hako,bridge,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
behing,shack,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
eroc,pillar,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
qqahan,stair,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
ngerac,courtyard,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
repon,barn,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
keeman,evening,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
ciga,yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
mgrebo,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
koong,darkness,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
lotoc,continue,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
ledax,gleam,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
nexal,future,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
keeman,night,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
knkawas,year,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
aliali,everyday,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
tntingan,birthday,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
troma,inside,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
bobo,above,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
berah,front,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
toma,below,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
cceka,middle,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
siyo,side,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
moxi,nook,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
mooda,pass,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
qmolah,hoeing,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
mhoma,seedling,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
ttabol,rake,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
qborong,scythe,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
parih,backhoe,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
repon,warehouse,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
hiryo,manure,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
bheniq,bow,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
raqic,arrow,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
sraki,bait,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
halong,gun,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
pgyaon,taboo,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
sepi,dream,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
sapoh,witchcraft,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
meho,pas-vake,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
caic,pants,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
pehing,torn,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
gidi,headdress,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
habik,belt,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
kegoy,ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
pala,cloth,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
capil,shoe,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
ribon,skirt,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
hawak,codpiece,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
torih,breastplate,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
osok,sleeve,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
tmediq,bicycle,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
gokoc,tire,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
ido,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
damac,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
sino,wine,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
beyoq,honey,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
cheya,taste,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
bego,soup,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
beloh,beans,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
demox,grain,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
knciya,sugar,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
ware,noodle,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
odong,flour,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
bhege,white,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
qalox,black,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
tanah,red,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
mblawa,purple,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
mgceyas,yellow,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
mgdheran,brown,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
mgqbolic,grey,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
mgsama,green,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
rako,color,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
dbborox,alone,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
mntena,identical,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
ali,day,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
on,yes,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
beyax,strength,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
dongos,target,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
gaya,culture,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
mllamo,various,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
nedang,price,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
hhowaon,purpose,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
msterong,marriage,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
smrahoq,late,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
lebi,close,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
brigi,sell,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
rwahi,open,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
maroy/mari,buy,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
ege/biqi,give,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
eyah,come,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
kkesa,walk,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
skiya,fly,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
dehok,arrival,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
remox,enter,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
pciyok,overturn,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
desi,bring,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
bnege,present,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
toting,drop,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
kteeto,uphill,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
mesa,ask,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
cmowaq,pour,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
mtakil/mkaro,climb,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
swaye,separate,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
knbonoh,wear,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
tkriyak,appear,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
tloong,sitting,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
heyo,standing,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
meeyah,coming,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
nosa,gone,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
qmita,visit,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
milo,jump,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
kmeeki,dance,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
qeya,hang,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
theyaq,play,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
betaq,sting,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
cmebo,shoot,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
takor,stumble,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
metor,kick,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
cmikon,push,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
gmeyo,felled,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
lmgelo,shake,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
gmerong,break,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
prkerang,tremble,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
mkaro,climb,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
pstotoy,flip,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
emox,hold,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
iyok,blow,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
kmeroc,cut,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
lmangoy,swim,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
liingi,hide,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
qmnerac,catch,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
seqic,chop,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
bbili,pull,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
ceexi,split,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
psteqi,rip,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
mekoy,bundle,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
gmao,select,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
gmarang,spill,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
gmatok,peck,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
gqiyan,plug,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
gabil,pluck,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
gmimax,stirring,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,lexeme,train
