sxr,english,source,kindOf,dialect,row_type,split
"koiatʉhlʉnga hlipasamanganʉhlamo, marapihlia movavilihli kopakacani paokarahlata koacahlia koitʉhlʉnga hlipasamanʉhlamo, inicikia pasalangʉlangʉa cancancihli minisaʉ miongo arinani, macoisa akoainita'ai. hlialitʉnʉ likoarinanina maniki'airahloaco hlipasarʉkʉcʉ ia, manikiia siroamia koakotomoa ma opatʉ hlimiongo caihli hlipasalangʉlangʉa hliparakaka cocovovolongana, hlamarapihli kani'is ohlatʉ hlipingahla malitʉnʉlʉna, minisaʉ misao omaroamiakotʉkʉ opapalo, hlialitʉnʉlʉ arinanina kani'i ia ihlaisa okakakoa patasooro cocokokana romia aropakiahlahlamo.","Our efforts have fallen short, and succeeding generations have been blind to this inadequacy. Because of this, your hardship has continued to this day. For this we are truly sorry. Today's apology is long overdue, but it is a beginning. I do not expect any one speech or phrase of apology to wipe away four centuries of pain and suffering by the indigenous peoples. But I do hope with all my heart that today's apology will set this country and all its people on the path towards reconciliation.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"toahlʉ paromia ihlako ocani pacʉcʉpʉnga cocovovolongana, kisomahlʉngʉ hliaricocovongo arinanina, matahlana kari hla'aloana sapimaco hla aropakiahlahlamo, macoa osoa sipiamiana ia ihlaisa kani'i, sapimaco hla aropa kiahlahlamoa pahlomiamiaisa, hliapomia paomahlʉngʉhla macoisa inici toahlʉmaramaco.","Please allow me to shed light on this occasion with a piece of indigenous wisdom. In the Atayal language, truth is called ""Balay,"" and reconciliation is called ""Sbalay,"" so you simply add an ""S"" sound to ""Balay."" Truth and reconciliation are in fact two related concepts. In other words, only by facing the truth sincerely can reconciliation be attained.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"ma vongoka cocovovolongana maci maroapoaka, cocomiararoma osomanʉna, maci pitʉkʉaropakiahlahlamo ia, maramasoahlitoahlahlamana hlimaiakakana hla apaiakakana maripoco. patarocovongo kopakacani aropakari akoainita'aimii, tomoa acancancihli paomahlʉngʉ, kihlahlamo hlicalivaisamahlina, kani'i ia omaroamiaco sapimacona minisaʉ hlicalivaisa miongopasalʉpʉngʉ, pasalʉpʉngʉ ia ariaʉlʉsʉcisa sasoana aparooa apimao canitahlakomapaci, apicalivia macooisa hlicalivana. ihlaisaco aropakiahlahlamona.","In indigenous cultures, when a tribe member has offended another and intends to reconcile, an elder brings together the offender and the offended - not to produce a direct apology, but to allow each side to frankly share their inner journeys. When this truth-telling concludes, the elder calls for everyone to drink together, so that what is past is truly past. This is ""Sbalay.""",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"oapapaloako hlitarococovonga arinanina, ihlaisa kani'ii ocani siiho noa cocovovolonga maroaisana aropakiahlahlamo. maroamiako hlicaliva hlipasasapoana, hlicaliva sapimacona omaro patasooro toahlʉna, koapatavavatʉ pakipohlomaloliri, cocovanana tokoco cocovovolonga pakiapohlo mʉmʉa maloliri sipamiaisa. moroahlʉa komaronaani patohlohlona hla omaropaomahlʉngʉ, apolavaʉahlatoana hlipasasapoa kiariari kocotovarʉ 'ʉangahlangahla, kani'i kokana maro ocaniaari toahlʉmacooisa mokakakoa aropakiahlahlamona.","I hope today's occasion can be a ""Sbalay"" between the government and the indigenous peoples. I have spoken of past mistakes and truths the best I can, with nothing held back. In a moment, our indigenous friends will speak. I do not dare ask you to forgive, here and now. But I sincerely ask you to sustain the hope that past wrongs will not be repeated, and that one day, this country can see true reconciliation.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"arinani ia hlamona roamia toahlʉ'ania ahlʉahla aropakariana, kopacoco vovolonga noa tahlana 'aoliana ihlaisa ma siihona. macahliako omaroa ngososangalʉiako iatʉhlʉnga, marapihli cocovovolonga patasoorohlitamahlʉnga mʉmʉana ia, ihlaisa kani'i kokana macoisa'aini toahlʉa aropakiahlahlamona maramaco ia kana'a kapalangʉlangʉa.","Today is only a beginning. The duty for reconciliation lies not with the indigenous peoples and the Pingpu ethnic group, but with the government. I know that words of apology alone are not enough. What we actually do for the indigenous peoples will decide whether reconciliation succeeds or stumbles.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"maroako naani kisohlivihlivimaloliri, maro parana-kapitanʉ kokana, tomamahlʉngʉ pimacohlicaliva cocovovolonga, takʉsʉlʉmarapisapimaco taroacocovongana, omaroa miakongahla koka maramasomara mariapoco co co'o, noa aocaocani apoamiatahlanana takʉlʉsʉ okikirimi hlicalivamaco hla aropakari koka aonanakaokakakoa tako'i'iarʉ.","Therefore, I am here to announce that we are setting up an Indigenous Historical Justice and Transitional Justice Commission under the Presidential Office. As the head of state, I will serve as convener and work hand in hand with tribal representatives to pursue historical justice. We will also discuss, on the basis of equality, the future policy direction of this country.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"tomoako piapohla paranatarococovongo kapitanʉkoka, mataingalʉpoa langʉlangʉa, ihlaisakoka hla cocovovolonga aparaiahlʉa takoamia, aporomita aocaocanitahla apoamiana, alʉhlʉvʉtahlana'aolia rianʉcocotahlana hla miararoma kikocopoamiaparikiatongosana, kani'I sitakoamiana ihlaisa cocovovolongana paotatʉtʉrʉtakoamiana, toahlʉatʉkʉ cocotahlana pakipohlo.","I want to stress that this commission places the greatest importance on equality between the country and the indigenous peoples. The election of tribal representatives, including for the Pingpu ethnic group, will take as basis the consensus of peoples and tribes. This commission will serve as a mechanism for collective decision-making by indigenous peoples, and will ensure that the voices of tribe members find true expression.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"osomanʉ, macahliako mʉmʉa kihlahlamo singcʉngein,paotoromaripoco makarikari miapoalʉsipakatʉra parikiatongosana cocovovolongana, macocotarʉana hlikikocoa paotorona cocoari siihona, toahlʉmaro mikasʉkasʉ paranana aropakaritakoamia ta'iarana, kani'i ta'iarana alʉhlʉvʉ okikirimi hlicaliva hliatʉhlʉnga, miapapoalʉ sipaiatohlohlo takacicihli cocovovolongana, siparaiaiahla angahlahlana arataisana, masiatoro noa vongo kasitahlosohloso siaravahlaʉvaʉ, noa manganʉ sipaiatohlohlo maikatomahlana cocotahlana.","In addition, I will request that our Executive Yuan convene regularly the Indigenous Peoples Basic Law Promotion Committee, and use the Yuan's authority to coordinate and handle matters related to any consensus reached by the above-mentioned commission. These matters include the following: to retrieve historical memories, to promote indigenous self-government, to seek fair economic development, to ensure continuation of culture and education, to safeguard indigenous health, and to protect the rights of urban indigenous peoples, etc.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"omahlikoa kani'i sipakatʉra hla mairahlo vongoka cocovovolongana, ma romaiinitakoparaiahla, tomoaita mariacʉka pipoamahlʉngʉ vongokana taparana tako'i'iarʉ sipakatʉra cocovovolongana, apomiatakoamia toma mahlʉngʉ, pamoamorʉ mairahloahlahlamani cocovovolonga,hla hlitamahlʉnga aroamimiacisa kani'i sipakatʉra kokana, hla tarʉtatʉkʉhlʉa tʉkʉisa minisoacoaropaliavalico marisangihli.","Where modern laws and indigenous traditional cultures are at odds, we will set up an Indigenous Legal Service Center with a high degree of cultural sensitivity, to reduce through institutional design the growing clashes between indigenous customs and modern laws.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"macahliako mʉmʉa makaritarʉana, omahlikoa ma lanii hla aiihlana lʉhlʉ 'ʉna aropapiatʉtʉrʉ hlicaliva pakipohlo kihlamohlamo macoisaisa. kani'i aihlanalʉhlʉ'ʉ konapasiavacangʉ moaloaloia, oavora cocotahlana iamena mavacangʉ sipirasavongo.","I will ask the relevant agencies to immediately pull together cases in which indigenous community members have been indicted or sentenced for hunting, where the hunting was done in accordance with traditional customs, on traditional lands, and for non-transactional needs, and where the animals hunted were not protected by conservation laws. For such cases we will deliberate solutions.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"macahliako mʉmʉa makaritarʉana, omahlikoa ma lanii hla aiihlana lʉhlʉ 'ʉna aropapiatʉtʉrʉ hlicaliva pakipohlo kihlamohlamo macoisaisa. kani'i aihlanalʉhlʉ'ʉ konapasiavacangʉ moaloaloia, oavora cocotahlana iamena mavacangʉ sipirasavongo.","I will also direct relevant agencies to present an investigative report on the decision-making process of nuclear waste storage on Orchid Island. Before finding a permanent solution for the nuclear waste, we will provide the Yami tribe appropriate compensation.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ihlaisa pasamia mʉlʉvʉpakitoro apaotatʉtʉrʉ tahlana 'aolia, paomahlʉngʉ mairahlo ngahlaisa ia takacicihli, maaroamo osia volahlʉ matolohlo aari moaloaloia, makarikari aoninia sitahlamiamia mavacangʉ, apalailingahlaisa'aolia ovoraisana manganʉ ta'iara hlaparana.","At the same time, under the principle of respecting the Pingpu ethnic group's self- identity, and recognizing their identity, we will examine relevant laws before September 30 of this year, so that Pingpu ethnic group identity will receive the rights and status it deserves.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"caihli-mamisa laihla-ocani volahlʉ ocani aari, makarikariamo romiatoma mahlʉngʉ ta'iara, patakoacahlia mairahlotokamiasasaroana cocovovolonga, takoamiaholicʉ miararoma mairahlocoa momiapapopoalʉ ta'iarana, cocoaari atʉatʉhlʉnga cocovovolonga takacicihli maiatohlohlona, makiira ngahlakirangahlanana maramacomacoco, pasakolaia sapahlohlamo takoaloalo, mataingalʉ poalisʉhla cocovovolongana, holicʉ-sipaiatohlohlo cocovovolonga, holicʉ- sipaiatohlohlosasaroana cocovovolonga, holicʉ-siara hlosohloso arataisa ta'iara cocovovolonga, poatoso lipo'ing makarikari.","On November 1 of this year, we will begin to delineate and announce indigenous traditional territories and lands. The system of tribal public corporation is already in place. In the future, the ideals of indigenous self-government will be realized step by step. We will step up the pace and submit for legislative deliberation three laws of great importance to indigenous peoples: the Indigenous Peoples Self-Government Law, the Indigenous Peoples Land and Sea Areas Law, and the Indigenous Languages Development Law.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"arinani kʉlʉpʉngʉkomamahlipapo, maria covocovongocoamo, mʉmʉa cocovovolongana makarikari, marosipakarikarina kisomahlʉngʉ. cocoari caihlicaihli oalovolahlʉ ocaniaari singcʉngein, omahliakoamʉmʉa coco'o kokana, kihlamohlamo kisohlivihlivi hlicaliva maacooisa cocovovolonga, takʉsʉlʉa takoamia tako'i'iarʉ macooisana. takomaco hlicaliva cocovovolonga macoisana, hla aposirisipaiatohlohlo cocovovolonga parikiatongosa ihlaisa otolotaisa takokakoa siihona takoamia cocovovolonga.","Later this afternoon, we will convene a national indigenous peoples administrative meeting. In that meeting, the government will elaborate on the policies. On every August 1 to come, the Executive Yuan will report to the indigenous peoples our progress on restoring historical justice and transitional justice. To implement the Indigenous Peoples Basic Law, to serve indigenous historical justice, and to lay the foundation for indigenous self- government - these are the three major goals for the government's policy towards indigenous peoples.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"makoakoako ma kani'i paranana, maro'ahlingo salasapoarʉ apoasasalakarina hlamʉmʉa cocovovolonga tokocota, pasaʉlʉsʉ pakita coco'o hlita'iara, makoakoako apʉcʉkʉhlʉ mʉmʉa miasarakomita, koihlaisa omaiapʉsohlatʉ, makokoa cocotahlana tokoco pasamanganʉ, tomoro ta'iarana apakipohlohlipitʉtʉra siihona, macooisa pangahlangahla hlipasapoa hlicalivana.","To all of our indigenous friends here and watching on TV and online: I invite you to stand witness. I invite you not to endorse, but to oversee. Please keep pressure on the government and right its course where necessary, so that it will realize its commitments and right historical wrongs.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"sia'ʉ'ʉraisa patasooro cocovovolonga tokoco, ihlaisa ihlamoa hlipatakomahlʉngʉ kani'I patasorococo'o hla kokana, hliromakoa sasaroana noa mairahlo ahlamakiariari, oka'a taisana hlimoliohlo kani'iliohlona mairahlo avoriiakana'ana sipoalangʉlangʉ.",I want to thank all of our indigenous friends. You remind everyone in this country that there is irreplaceable value in the land we tread on and the traditions we inherit. This value deserves dignity.,Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"cocoari apoamihlamo ta'iarana miapoalʉ, apolavaʉ movavilihli cocotahlana hlamohlamoa movavilihli, hla kani'i sasaroana patasoorotahlana taivangʉna, kocoparahlopoakari kocoparahlopoa hliatʉhlʉnga, mataingalicokoco oroavi'avi'a vongoka takacicihli, kocooangahlangahla marosasaroana takacicihlina takoiaili.","In the future, we will push for policies to ensure that succeeding generations of indigenous tribes and all ethnic peoples in Taiwan never lose their languages and memories, that they are never separated from their cultural traditions, and that never again are they lost in a land of their own.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"malitʉnʉlʉ ikatomahlana pasalʉsʉ pasamanganʉ, paotohlangi hlicaliva hlamo paotohlangi sasaroanahlamo, paotohlangimʉmʉa tarʉtatʉkʉhlʉ vongokahlamo, mokakakoa aropakiahlahlamo, mokakakoa kiakocoa mangosipi kiakoco masasangarʉ, mokakakoa varo'o taivangʉcocoaari.","I call upon our entire society to come together and get to know our history, get to know our land, and get to know the cultures of our many ethnic peoples. Let us work towards reconciliation, a shared existence and shared prosperity, and a new future for Taiwan.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"omohlipasamia arinanina, pasaʉlʉsʉ pasamanganʉ maringahlangahla ocani macooisakoka, ocani macooisa ma tomohloka tarʉtatʉatʉkʉhlʉ tahlana sitakoamia kokana.","I call upon all citizens to seize the opportunities offered by this day - to join together, work hard, and build a country of justice, a country of true diversity and equality.",Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
'ʉ'ʉraisa mʉmʉa.,Thank you all,Formosan-Presidential_Apologies/Final_XML/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"mavacangʉ mʉmʉa, roamia cita.",Hello everyone. Here we go.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omacʉka kiia! malitʉnʉlʉ!,Please stand up! Salute!,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
mavacangʉ pakiatoroa.,Hello.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
toaporo kiia!,Please sit down.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"mavacangʉ mʉmʉa, tomatotoroa pakiatoroa mʉmʉa arinani sipiamia kari aanʉaanʉ hla'aloa.","Hello everyone. Today I am going to teach you how to say \\\food\\\"" in Raalua.""",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
tomakahlangi o i kari pakiatoroa na?,Do you understand what the teacher says?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"pakiatoroa, ko ako takahlangʉ, toahlʉ i pi ngahlangahla?",I don't understand. Can you repeat it again?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ko ako a timahla, toahlʉ i pi taisa?","I can't hear you, can you speak louder?",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
komakita kiia naani! pi ʉlʉsa ihlako pi ngahlangahla.,"Look here, please! Repeat after me.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mavacangʉ hliarimia.,It's very well read.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pia ngahlangahla. pia taisa kiia vahliongo.,Read it again. Please speak louder.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"kokia romariringi, kokia maloliri.",Please be quiet. Don't talk.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
roapohlo kiia sohlatʉ.,Please take out your textbook.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, pakiatoroa.","Yes, sir.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
roapohlo kiia siasohlatʉ.,Please take out your pen.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"pakiatoroa, asapoco ako mahlava siasohlatʉ.",I forgot to bring my pen.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
roapohlo kiia siasamoso.,Please take out the eraser.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"pakiatoroa, asapoco ako mahlava siasamoso.",I forgot to bring my eraser.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omaohli kiia patʉkʉ laʉlaʉvʉ na siasamoso.,Please borrow erasers from your classmates.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
paohlio ako siasamoso a'ʉ i?,Can I borrow your eraser?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
talovaili co amo.,Class is over.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"omaria tainana co amo, aropakakita mana taloavaʉlana.","Class dismissed, see you next week.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngahlaisa o?,Who are you?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ihlako ia mamaini isa Taotao, ihlako ia pia Paa'ʉ.","I am the son of Tautau, and my name is Paa'ʉ.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ihlako ia mamaini omaiapʉ isa Paa'ʉ ihlako ia pia Mo'o.,"I'm a student of Paa'ʉ, and my name is Mu'u.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngahlaisa ngahla o?,What's your name?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngahla ko ia Mo'o.,My name is Mu'u.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngasa ngahlaisa ama o?,What's your father's name?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngahlaisa ama ko ia Paa'ʉ.,My dad's name is Paa'ʉ.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngahlaisa kana'ana?,Who is he?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
