tao,english,source,kindOf,dialect,row_type,split
ma-chita-da no dewdew ina-kamo-pa so kanen kwan-da,"As soon as the foreigners saw it, they said, ""Give us some food.""",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku4.xml,standard,UNKNOWN,sentence,train
ipanchi no tao i-kongo-kamo-ya chiri-chiring no dewdew vawden namen kwan-da,"The newcomers said, ""Why are you here?"" The foreigners replied, ""You've come to bind us?""",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku4.xml,standard,UNKNOWN,sentence,train
chiri-chiring no tao ning kwan-da nokomwanem vawden-tamo sira kwan-da,"""Yes, let's bind them",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku4.xml,standard,UNKNOWN,sentence,train
k-aep-da so talili-da no dewdew kwan-da,"and take their clothes,"" the newcomers said.",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku4.xml,standard,UNKNOWN,sentence,train
asa panisiringen-da kari ka-ma-kongo mo-ka-di-mi-lis-an kwan-da no tao,"One of them was the leader. The newcomer said, ""Get out! Why don't you move?""",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku4.xml,standard,UNKNOWN,sentence,train
maniring o dewdew chyaa? di-kong-mi-lis,"The foreigner replied, ""It doesn't make any difference whether I move or not. I won't move!""",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku4.xml,standard,UNKNOWN,sentence,train
o nak-nakem no tao i-kongo na-di-mi-lis-i,"Then they wondered, ""Why doesn't he move?""",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku4.xml,standard,UNKNOWN,sentence,train
ala amyan so ovay-da kwan-a no ama-da,"""I know he has some gold,"" said their father.",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku4.xml,standard,UNKNOWN,sentence,train
tona-pi-lis-a kari kwan-a amyan so ovay-da lo lisnen-na amori di-na-mi-lis-i,"Giving him a shove, he said, ""Get out! There is some gold under his seat and that's why he doesn't move.""",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku4.xml,standard,UNKNOWN,sentence,test
ma-chita-na no ama-da tonang-aep-a to ni-lisnen-a k-aep-na-rana-sya no ama-da,"When the father saw it, he grabbed it.",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku4.xml,standard,UNKNOWN,sentence,validate
o panisiringen-da-m to-rana-lavi ikapaw-na ovay-da ni-aep no tao,The leader cried because he liked his gold that had been taken.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku4.xml,standard,UNKNOWN,sentence,train
malalayo-rana sira m-angay lo tatala emragbit,They ran to the boat,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku4.xml,standard,UNKNOWN,sentence,train
tirarawa-kamo m-angay lo pik-il-ili-na,and went to their villages.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku4.xml,standard,UNKNOWN,sentence,train
yaken-rana ano-i-k-angay-namen lo ilaod-em,When we went to the foreign country,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,train
ni-misa-namen lo ditanasay nimi-namen ni-mitko to vagay Darikod,"we spent the night at Ditanasay, and we slept in Darikud's house.",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,train
a-pnerek-em te-asa-nemn/namen-a-panay so n-ya-kan,"The next morning, we had one bowl of food each.",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,train
amyan-am-e-rana lo vanoad-em,When we got to the wharf,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,train
ditagen-da-rana no itaysang o ngaran-amn/namen-em,the soldiers looked at our names,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,test
matwa-tonton-am/namen-rana so makenama-rana lo varangyam,"one after the other, and then we disembarked.",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,train
tosira man-manma o iranmilok,They didn't want the man from Iranmiluk to go first.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,train
p-aoli-na no itaysang kay-ana-rana,The soldiers made him go back in a hurry.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,train
asa-ka-tao d-yamen lo pengso,So one of us was left over there.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,test
yaro karwan lo dewdew-em dy-aro-pa-sira a-ni-padi/machyora-rana,"Many, many other foreigners accompanied us.",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,train
malovot-neme/namen-rana-m pasongayna-rana,We all traveled by bus,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,train
kato-nem/namen-rana nokaden a-m-angay to di-tayto,to Taytu.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,train
makasasned namen-em nimi-namen ni-makasasned namen di-sinko,We arrived at Sinku.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,train
ditagen namen o araw-em ni-maligen o araw,"Looking at the sun, we saw that it was mid-day.",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,train
alikay o nipi/niripi,We just had a little money.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,train
walem-nem/namen-a k-angay-nemn/namen-a-rana o mavang to alilo,We walked up to where we boarded the bus.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,train
tili-lima-ka-niripi-karwana-poo o niripi to teng,We gave over one hundred dollars and fifty cents over there to get here.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,train
a-n-itoro-namen-dia makasasned-namen di-tayto-em,And so we arrived at Taytu and here,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,validate
pipangn-epen/pipangongn-epen/pipangengne-eben,the doors were shut.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku1.xml,standard,UNKNOWN,sentence,train
s-ama-n-kalako ni-mai lo ilaod,When I was getting ready to come to this country,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku2.xml,standard,UNKNOWN,sentence,train
ni-myora-sira a-kano i-ra-ralay ni-mai-sira lo vagay-ko,"accompanied by the believers, they first went to my house.",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku2.xml,standard,UNKNOWN,sentence,validate
at-tatlo sira am si-siang-am ni-m-angay,There were three of them; Siang had gone,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku2.xml,standard,UNKNOWN,sentence,train
ni-mang-an-anao lo karwan no ili y-arwa,to teach in two other villages.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku2.xml,standard,UNKNOWN,sentence,train
ni-mivis lo vagay-ko ma-tika-rana-m,After the house had been all swept (and we had made our trip here),Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku2.xml,standard,UNKNOWN,sentence,train
ipanda-ko s-ama-n-kalako so anem-a-poo a niripi o asa-ka-tao-em,"I, Saman Kalaku, was the only one that received six hundred dollars.",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku2.xml,standard,UNKNOWN,sentence,validate
y-ako-n-ipanda so y-adwangarnen a niripi-am,"""I'll take twenty dollars of the money,"" I said",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku2.xml,standard,UNKNOWN,sentence,validate
ap-en-mo-rana kwan-ko o niripi-am,"""You keep the rest",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku2.xml,standard,UNKNOWN,sentence,validate
non kwan-ko yana-k-angay-rana o niripi-am ka-pito-araw kwan-ko,"I'll go now. That was the money for seven days.""",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku2.xml,standard,UNKNOWN,sentence,train
ning kwan-a ayoi kwan-a,"""Yes,"" she said, ""Thank you.""",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku2.xml,standard,UNKNOWN,sentence,train
a-yana-ni-pangep ni-padinga-nina? so ipiveravera so ngoso,He bought a toothbrush,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku2.xml,standard,UNKNOWN,sentence,train
a-kano siken a-kano vaynget a-kano alavat,"some soap, a towel, and a bag.",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku2.xml,standard,UNKNOWN,sentence,train
amori o ya-na-ni-agep no y-asa-poo,So he spent one hundred dollars.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku2.xml,standard,UNKNOWN,sentence,train
inyoranayam mang-anak-o-em ano amyan so panchy-an-da-ninyo-em,"My dear children, when the foreigner in Imurud is lecturing all of you",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku3.xml,standard,UNKNOWN,sentence,train
toka-malo-malovot ano ipanchi-di-nyo no tao d-imorod a-dewdew,"My dear children, when the foreigner in Imurud is lecturing all of you",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku3.xml,standard,UNKNOWN,sentence,train
tapyapyaenika-sip-siprotan-di-nyo,and keeps striking you,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku3.xml,standard,UNKNOWN,sentence,validate
amori agapen iso i-na-nanaw-namen-di-nyo a-rarako,then take some advice from an old person.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku3.xml,standard,UNKNOWN,sentence,test
tapekenokakme-namen-di-nyo-em mi-vi-varay-em,When there's much work to be done,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku3.xml,standard,UNKNOWN,sentence,train
sino mapasalasala lo chir-chiring no pangangavangen,everybody should obey the commands of the foreigner.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku3.xml,standard,UNKNOWN,sentence,train
ano kapi-k-ali-namen lo tokon-em ato-namen ako-yakoyab-yab,When we're digging every afternoon on the mountain,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku3.xml,standard,UNKNOWN,sentence,train
poken-em marikna-namen-pa kwan-amen a-mangday so araw akak-agep-an/ (mangday so agep),he says we aren't tired.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku3.xml,standard,UNKNOWN,sentence,train
a-to-da-na-lavi-i no anan-anak,"Every day and every evening, you come home crying, little children.",Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku3.xml,standard,UNKNOWN,sentence,test
poken- lavi o anan-anak,But don't cry.,Formosan-Old_Texts/Final_XML/Wakelin_Yami/Kalaku3.xml,standard,UNKNOWN,sentence,train
"Cai Ing Won cong tong na italamozong seyvo a yanig do ""Yancomin-co""",President Tsai Ing-wen's Apology to the Indigenous Peoples on Behalf of the Government.,Formosan-Presidential_Apologies/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"yadoa so ikatlo a poo awan do jikang na sicarow am. nipadket do vakong a ngaran tao do kahasan am ""San-Paw,""pipakatkaten ranam ablisen rana o San-Paw.kangaran da jiaten am ""Yancomin,""okmarana sosan am pakaron rana akmeypakamotdeh an so Yancomin.ya manehed kamo tao do ilaod a Yancomin. sicarow am pazasagenta rana do kapiapian,kataotao da rana yaken no syevo yakomzeb so hannyaneg namen jinyo,do amranaw mahap nakapat so awawan jidamomowan ninyo ori namen kamoan ninyo kanigan ninyo Yancomin.","On this day 22 years ago, the term ""shanbao"" (mountain people) in the Additional Articles of our Constitution was replaced with the proper name: ""indigenous people."" This correction not only did away with a discriminatory term, but also highlighted the status of indigenous peoples as Taiwan's ""original owners."" From this basis, today, we are taking another step forward. To all indigenous peoples of Taiwan: On behalf of the government, I express to you our deepest apology. For the four centuries of pain and mistreatment you have endured, I apologize to you on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ko hanoyongan ta na yatodanngay sicarow yam, yamyan so yamanci no cireng:ta ikongo a kapalogod so moin jira ori sicarow yam,ko kasnekan ninyo am ko valiaten o mapakamotdeh so onooned,ori ko kasnekan ninyo dojia.","I know that even now, there are some around us who see no need to apologize. But that is the most important reason why I am representing the government to issue this apology today. To see what was unfair in the past as a matter of course, or to treat the pain of other ethnic peoples as an unavoidable part of human development, this is the first mindset that we, standing here today, resolve to change and overturn.",Formosan-Presidential_Apologies/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"Ji pasalita ocireng ko,o namen kamoan ninyo a tao do jiam, yamranow so nakapat do awawan no kakwa,amyan rana inyo mivaay do kalaodan.amyan so ciricireng da, kano iweywawalam da,ratateng am omrahan sira o jida nipyan no dehdeh do jia.","Let me put in simple terms why we are apologizing to the indigenous peoples. Four hundred years ago, there were already people living in Taiwan. These first inhabitants lived their lives and had their own languages, cultures, customs, and domains. But then, without their consent, another group of people arrived on these shores, and in the course of history, took everything from the first inhabitants who, on the land they have known most intimately, became displaced, foreign, non-mainstream, and marginalized.",Formosan-Presidential_Apologies/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"tomakasi Yancomin a tao do ilaod, nipakamotdeh a nitovoyan da mivahay do kahasan, tolavi so oned sira inyapoan nyo a Yancomin,a to dabo rana so akawan nipehes da, a kamolongan da italamozong no dehdeh do ilaod. am ji dasnesnekan a pilamlamsoy no beken na manehed a tao do ilaod. do asaka sasoodan no tao picakarang yam,a mapakamotdeh so icyatatao am, marahet o vazay an,am o kabedbedan do ilaod a kagoman no aroa tao, ikongo ya patown sya so mararahet ta vazay no seyvo,ni makdeng am mamlis o seyvo so nakenakem,aapen takamo do pya so onooned,vonasen raraten do kalaod,ahap ta mango-nong do piararahan no tao,ji pasala a nakenakem,ori ko ilogodan jinyo a kasnekan kalovotan nyo a Yancomin.","The success of one ethnic people can be built on the suffering of another. Unless we deny that we are a country of justice, we must face up to this history. We must tell the truth. And then, most importantly, the government must genuinely reflect on this past. This is why I stand here today.",Formosan-Presidential_Apologies/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"""Taiwan-Tong-Seh"" o vakong do ilaod,ni vatvatkan dam o saka cireng manireng am: ""taiwan aboo masaod na, tao do Helan ni pangayan jia,mingaran si Cen-seh ni mapeyvazay sya,Cin-tai ni amood sya.""ori nakenakem da no marahet a tao do kalaod ya.am manakem pa o nimanma na pa nimyan do ilaod a tao.beken na amyan so masaod no dehdeh sira tao. ori namen kamoan ninyo kanigan ninyo Yancomin.","There is a book called ""The General History of Taiwan"" published in 1920. In its foreword are these words: ""Taiwan had no history. The Dutch pioneered it, the Koxinga Kingdom built it, and the Qing Empire managed it."" This is a typical Han view of history. The truth is that indigenous peoples have been here for thousands of years, with rich culture and wisdom that have been passed down through generations. But we only know to write history from the perspective of the dominant. For this, I apologize to the indigenous peoples on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"Tao do He-lan a kani Cen-cenkong panisiringen am nipehsan da sira,a pikaboaboo da sira Pinpo-Co,nipehes da jira o aakawon da.mai sira o nipong am, pilamlamsoy da Yancomin.ratateng am mai rana o kokominto ranam marahrahet pa pakamotdeh ta so Yancomin,amranow a mahap na kapat a kawan.to makarilaw sira tao do ilaod Yancomin.abo rana akawan nipehsan no mapakamotdeh a dehdeh no kanang pa. ori namen kamoan ninyo kanigan ninyo Yancomin.","The Dutch and the Koxinga Kingdom massacred and exploited the Pingpu ethnic group. The Qing Empire presided over bloody confrontations and suppression. Colonial Japan put in place comprehensive savage policies. And the post- war ROC government undertook assimilation policies. For 400 years, every regime that has come to Taiwan has brutally violated the rights of indigenous peoples through armed invasion and land seizure. For this, I apologize to the indigenous peoples on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
Yancomin-co do ilaod am apiya o iwawalam nyo.ni mapo ya do ineynapoa tenteneng so aapan sya.maoyat kamo mihakao do karatayan.am mai rana vazavazay no seyvo am.somazok rana Yancomin mivaay do kahasan.ta jidapia sira mihakakao do mina akawan.ni littan da kapehes da sira.torana balinas o iwawalan no Yancomin.jida nyaninigan do Yancomin. ori namen kamoan ninyo kanigan ninyo Yancomin.,"Indigenous peoples maintain tribal order according to traditional customs, and ecological balance according to traditional wisdom. But in the process of modern state-building, indigenous peoples lost the right to steer their own course and govern their own affairs. The fabric of traditional societies was torn apart, and the collective rights of peoples were not recognized. For this, I apologize to the indigenous peoples on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
Yancomin amyan so cirecireng nyo a tao.no keyan no nipong do jiam.zavoren no nipong o cireng nyo.no ka 1945 nyan mai rana kokominto am.ipanci da yaten macinanao do cyokok.jida myan no kokominto kapizizyak so cirecireng no Yancomin.ori nikakteb na mablis o ciring nyo a Yancomin.orim namen kamoa ninyo kanigan ninyo a Yancomin.,"Indigenous peoples had their own languages. However, with Japanese rule aiming to assimilate and turn all into imperial subjects, and with the ROC government banning tribal languages after 1945, indigenous peoples' languages suffered great losses. Most Pingpu languages have disappeared. Successive governments have been negligent in the protection of indigenous cultures. For this, I apologize to the indigenous peoples on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"No kannang am,o kokominto nilitan da tao do pongso,yangay da o kosozi do irala.jida niahaes no seyvo tao do pongso.yamiyawawan o kosozi pangyan do pongso,yamkomava so kataotao no pongso ori nikeyngen no onooned no tao,aro mikayngeyngen a tao do pongso. orim ko kanigan jinyo o tao do pongso.","Without the knowledge of the Yami tribe, the government stored nuclear waste on Orchid Island. Tribe members on the island had to suffer the negative consequences. For this, I apologize to the Yami people on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"Pinpo-co ranam,ikongo aro dehdeh nimzagpit do avak no ilaod do kaozi nam, jida pya o Pinpo- co mizizyak so cireng da, ori nikabalinas no cirecireng da,na ikaro no Pinpo-co ji makatenengi do kataoan da a Yancomin. orim namen kamoan ninyo kanigan na Pin-poco.","Ever since outsiders began arriving in Taiwan, the Pingpu ethnic group on the western plains have born the brunt of the impact. One ruling power after another eroded the individual and collective identities of the Pingpu ethnic group. For this, I apologize to the Pingpu ethnic group on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mablis rana o seyvo do vazavazay do pikakatkatan am,miyan rana o kazyakan no Yancomin. padketen a kazyakan am ngaran nan: ""Yancomin-co Cipen-Va.""manoyong do aapan so vazavazay no Yancomin,am ikongo do jida pakpakdengi o vazavazay no seyvo ta. orim namen kamoa ninyo kanigan ninyo.","After the democratic transition, the country began to respond to the appeals of indigenous movements. The government made certain promises and efforts. Today, we have an Indigenous Peoples Basic Law that is quite advanced. However, government agencies have not given sufficient weight to this law. Our actions have not been fast enough, comprehensive enough or sound enough. For this, I apologize to the indigenous peoples on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"da kazyakan o ""Tow-yan won-hwa"" mahap so pya iwawalam no tao.am kangay na sicarow am,jiabo na kanimablis no seyvo do rehrehten a jiamomoan a mapakamotdeh so Yancomin,o citan da do Yancomin am: abo so nezpi,abo angangayan,a jia totopos mivilang so vakong,jia kakarangan da pivatvatkan siram. orim namen kamoa ninyo kanigan ninyo.","Taiwan is known as a culturally diverse society. But even today, indicators on health, education, economic livelihood, political participation and more still show gaps between indigenous and non- indigenous peoples. Meanwhile, stereotypes and even discrimination against indigenous peoples have not gone away. The government has not done enough, so indigenous peoples have suffered pain and frustration unknown to other ethnic peoples. For this, I apologize to the indigenous peoples on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Yami/Yami.xml,standard,UNKNOWN,sentence,train
