ckv,english,source,kindOf,dialect,row_type,split
kin tibato kinawsa to Rabi onay nani tatemonawan.,We two were at the living room that night.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
wa nayao saiza kikong na masang zinko ya.,Marriage was like that.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
nayao nikikongan ay otani smani taqanan qaya.,I didn't know how many people were invited.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
kikong zinta ti saizi nayao nayao saizi mai izao mai ti imi mzokat ta ta tataqanan yao.,Marriage was like that. It's like that. We didn't have dinner with the guests.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
tainpanan kinawsa.,We two stayed in the room.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,validate
qman imo qaya.,Did you eat anything?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
m ma.,No.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
nazao imi maded kinawsa yao qman ya baqian silazat silazat zinta saizi nayao mai imi paqadedanna tataqanan.,We didn't have dinner with the guests at the table.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
zanomi ay maded imo taqadanan haw maded mai to saqanan.,Did you sit on the chair? Nothing to eat?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
m mana kalingonanko ti ka.,How come I forget?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
mai iko kalingon.,I didn't forget.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
mai imi maded.,We didn't eat with the guests.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
yao imi tainpanan ne kinawsa nani.,We two stayed in the room.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
tiana ti ngid sikawkawma qaya.,Who wanted to speak to him?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
qipesanta ti mai imi sikawkawma.,I didn't like him. We didn't talk to each other.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
nayao a simqipes ita haw mai sikawkawma.,We didn't like each other. We didn't speak to each other.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
nayao ni 'daq kwa mai to mai simqalizaqan haw.,Would others be like this? You didn't like each other.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
m mai to ano simqalizaq aita qayao ita sikawkawma ya.,"Yes. If we like each other, we will chat.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,validate
en ya tawtawa.,would laugh.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
en ya zanomi ay nengi ti zanomi.,Yours is good.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
en ya niana zaniq zako nani msyokay na tama tinalis.,introduced by Nalis.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
haw en nani tama tinalis nani pameng mawto kya kwa mana mawto a baqian sebalas zinko.,"The elder, Nalis, came suddenly. Why did he come?",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
ngid ala timaiso zinna nani.,He wanted you.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
smano ti ya to tamako a.,He told my father.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
qo nazao yo tiaRay zinna ti ya qo aiko nani.,"[translation missing] Oh, it's me.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
mai pama iko ngid sinapawan onay.,I didn't want to get married then.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
ziwkiwsay ka ziwnanasay kikong ti imi haw nani.,Nineteen years old. I was seventeen years old when we married.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,test
Rayngoanko niana ne nani.,I knew nothing.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,test
taqa iko.,I didn't want him.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
nani tmoRin smolod apako a nayao si nengi ti a kiwko haw.,My father agreed immediately. Kiwku was okay.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
mai ti to apa mai to abo haw.,No dad and no mom.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
wantima amana ti pilaw pilaw nengi ti tani ti qenabinosna m zinna nani.,Only Grandmom Pilaw. For how many years could she still live?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
taqa iko yo.,I don't want.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
na'ay iko mangay papokon na'ay iko tiaRay mai zinko qaya.,"I didn't say ARay I didn't want to, I'm afraid I would be beaten.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
a taqa iko sinapawan zinko.,I didn't want to marry.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
nayao nikasianemanta maipa mai pama ngid sinapawan si.,I thought so. I didn't want to marry yet.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
mai pama ita Raqiin pama ita kyami nani.,I was still a miss.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
mawto tinaliz si siqatolo yo mawto tama tinaliz nani.,"The elder, Naliz, came three times.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
en zika zinna.,"'Say yes,' he said.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
a nayao si e konia pa konaanta pa koniako.,We were engaged first.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,test
zinna ya kikong zinna kwa kona kikong zinna koniako zinna kebalan to nayao kwa o m pameng ti ya to tinhon pa tinhon niana na kyataya o taqa iko kyami.,[translation missing] Engagement means nothing. I don't want.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,test
yao mai ti iko yo qman nani.,I didn't eat.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
taqa iko nani yao a temosol taqatiboRan na lepawniq kyami nani.,There was a tree to the south of my house.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
yao ti iko tayan.,I was there.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,validate
yao zao nani qoniakita.,What could we do?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,validate
pon ti ya baqian kyami smolod nani.,The elder agreed.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,test
qasmin o taqa.,I couldn't refuse.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
nayao ya pameng ti kikong ya.,I got married immediately.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,validate
kikong to snaqoni a masang.,Marriage was simple in the past.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,test
m zin na tamako.,"'Marriage is like this,' said my father.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
m e izao iza to kelisiw qinipaya mala to qinipaya tiaRay mala to kelisiw ano.,Where could ARay borrow money?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
ano makenanta to izao silazat to snazao.,"If we were to marry, where could we borrow money?",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,test
nengi zinna ma nani.,Was it okay?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
minko sikiyanta naqoni a minko siki.,Would we have the wedding of ROC?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
taytaanko a tamon yao a saizi taqoq niano nani.,I checked the meals; there were chicken and everything.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
akaw snazao saiza kikong zinko a nayao kikongnomi Ra yao zonponomi.,Marriage was like that. You got married in that way? Did you have chefs?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
yao azo yao yo.,Maybe yes.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
qaniyao titiana smani mRaRamaz ay yo.,I don't know who did the cooking.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
qaya yo.,That's it.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
mRayngo iko mRamaz kyami.,I can't cook.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
pasi aizipna Ramaz ay taRnita.,Perhaps his relatives did the cooking. I'm not sure.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,validate
mai nayao ya masang ay masang yao niana na masang qamai.,Life in the past was simple.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
mai qaRmaq tiaRay ni.,ARay didn't treat his family well.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
nayao en nayao taqa iko qawman taqaanko siyo.,"Yes, that's it. I didn't want him.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
yao iko malobi taqasopan m a tatemosolan.,I hid myself under the tree.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
nayao lanas ay masang en ya niqodota to sonisso.,We only raised the children.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,validate
pawRat qapatay pa iko zinko ni.,I wanted to commit suicide.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,test
mala iko to sapaqsangan 'nay.,I took the thing for wrapping Zongzi.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
ngid iko si mana nayaoan to sapaqsangan nani.,Why did you wrap that in that way?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
wiya ti iko pasazoi ta izaan tawian tapaRaRan ta qidisan na koliR a yao yao iko tayan malobi.,I went to the cliff at KuliR and hid myself there.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
qeRasan pama ticingay ticingay nani.,I called Cingay.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
ti pipeRazanom pama ki masang nani.,filled the bottle with water.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
zinko smiso pama sonisko ti kimlan.,"My child, Kimlan, still needed breast-feeding.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
ano patay iko si taRnina 'daq tazian.,"If I die, how do others know that I'm here?",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
yao iko ta taqomotan si.,I was in the brushwood.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
taRnina iko kmilim.,How could they find me?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
sonisko salona pa ti moRiwRing smiso pama zinko.,What about my child? He kept crying and still needed breast-feeding.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
mai pama qananso.,You hadn't taken (the medicine)?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
baqsiwanko ti ya iyo 'nay.,I threw away the medicine.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
ngid iko qan to iyo.,I wanted to take the medicine.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
na'ay iko qatapon titayliciw.,I didn't want to marry Tayliciw.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
sonisko mai haw nani patay ti titayliciw mai kamwan anemko.,"Tayliciw died, I'm not willing.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
pameng iko Rapotoy to mana pameng iso moRing zinna iko ni kingciang nani.,I made a dream. 'Why are you crying?' said Kingciang to me.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
mai iko moRing zinko naytiikangyo ano sikosiyoyotai ageloka zinna man lipon nani.,"'Don't cry, give you a little of my properties, OK?' he said in Japanese.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
zaisangilangyo antaalepasolileiyo zinko.,'I want nothing. I only want you to be with me.',Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
Ramenenganko ni niana Rakiya zinko ti nani.,Then I woke up.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
pasanoaka tikingciang to niqataponko zinko timango.,I wanted to tell Kingciang that we were together (in my dream).,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
mai to dawad pasano yao tiobin.,I didn't have time. Ubin was there.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
paskwa sikawkawma pameng ti ya RaRiwanna ti ita mpatay ay.,He passed away during Chinese New Year.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
mai kalingonanna to pakonkoanko ti ya kapotko.,He wouldn't forget it. I told this to my friends.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
mtawtawa ti qoni pa qaya tmnon niana ti ma sapatawaan.,They laughed. There is no laughingstock while we're weaving.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
nayao saizi.,That's it.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
nilaziwan ti si.,It has passed.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
wiya ti qmadabo a anemko nani.,My heart married him.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
yao izipko talepawan zinko.,My body was at home.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
naRin mtawa yo.,Don't laugh.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
nayao a wawayta masang kikong to to nipatado.,Marrying to the guy introduced by the elderly.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
nayao nipatado zako qaya azo qenangidanta timeng nani msalas imi haw tatoqed ti imi ya ho osa ya metad timaiso qenataqaanko ni.,Mine was also introduced (by the elderly). [translation missing] I don't want you.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
tiana mngid timaiso.,I don't want you either.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
en nayaoanko tiana mngid timaiso.,"Yes, I don't want you either.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
yao pama tina tiepaw talibeng na zenaniq kwa.,The elderly Epaw was at our paddy field.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,test
tama ti taytaanko tama tinaliz si.,I saw the elderly Naliz.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
kakwa tama tinaliz qeRasika.,Hurry up. Call the elderly Naliz.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
mai yo na mai mai izao to anem ne mai ita to anem mana pameng ita sasonis to mazmon zinko qaya.,I didn't like him. Why did we have so many children?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,test
nayao saizi mana Rakiya sisonis ita.,Why did we have children?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
kyami haw aita taqaanta nani mana en zinta qaya qawRatan.,We didn't like them. Why did we sleep together?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,standard,UNKNOWN,sentence,train
