xsy,english,source,kindOf,dialect,row_type,split
koSa: 'ampowa' kin 'akoy ka pazay mayhae'hae' ray koloban.,"They said, ""Why was so much rice cooked that the pot was filled to the brim?""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,validate
koSa: niya'om noka isaa nanaw saspeng ma nakhini'an.,"She said, "" We only used the measuring cup to measure like this.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
sia koSa: ma' 'am kayzaeh siya o: yao 'am rima' naehaen ray taew'an a singozaw ka tatini'.,"She said, ""Yes, but I have to go home first to ask my old man.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,validate
So: tatini' siwa' yao ma' 'asmiwa' mari'in 'inimon.,I don't have any opposition if they agree.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
isaa inalay risa sia rima' lobih ray taew'an manabih ka tatini'.,"Therefore, she went home and told her parents.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
koSa: hawka' yao sasbong ki SaiSiyat o: SaiSiyat.,"She said, ""I met the SaiSiyats there.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,validate
koSa: minowa' yakin 'iya inmari' yakin o: kayzaeh.,"They liked me, and wanted me as a daughter-in-law. Can I?",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
isaa sa manabih ka tatini' isaa tatini' isaa koSa: So'o So'o moyo roSa' a'inowa' ma' isaa 'am 'iyankowa.,"She asked the old man. He said if both of them had the intention, then why not.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
inaray risa noka SaiSiyat isaa mwa:i' kala SaiSiyat a koSa: hao tatini' siwa'.,She came to the SaiSiyats and reported that her parents had no objection.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
o: So: moyo koSa: 'am sa'oewaz 'am mari' yakin ma' isaa mwa:i ila.,"If you say you can take me as a daughter-in-law, then come.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
ma ta sasbong ki tatini' ma'an hi yaba' kil 'oya' 'aehael.,"To meet my father, mother, and siblings.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hiza tapaehraehraeng.,We'll talk there.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hiza sa'owaz lasia maehraehraeng kayzaeh ila ka pahraehraengan.,They discussed and reached an agreement.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
rima' ila lasia koSa: ta'ila.,"They went and said, 'Let's go.'",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
ila o ray taew'an kanman.,We will go to my house.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,validate
isaa lasia rima' ila.,Off they went.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
rima' ri'saza o: potngor ray wasal sakita'en Sa koSa: 'am mayhini mina 'am ila hao ray ralom 'i'izo'.,"They reached the sea and she said: ""We will go deep into the sea.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
yami ma' tikot.,We are afraid.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
kayzaeh Sa So: moyo tikot 'ayna:a' rini langi.,"That's all right. If you are afraid, you can wait here.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hiya:o taSa tasa panabih ka tatini' ma'an.,I go to talk with my elders for you.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
isaza 'ayna:a' rini tapaehraehraeng ila.,They wait there for discussion.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hiza sa'oewaz sia rima' ila hao manabih ka tatini'.,She went there to speak with her old man.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
lasia sasbong ray ray wasal langi.,They met each other by the seashore.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
isaa so: nak isaa ma' kayzaeh.,"If that is the case, then good.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
So: lasia roSa' 'a'aynowa' o: 'am 'iyangkowa'.,"If both of them like each other, then why not (let them marry)?",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
So: rima' pakayzaeh kaelaehaeng ka korkoring ma'an.,"If you went, take good care of my child.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
sia 'in'alay ri'sa lasia makaksekela' isi ma maehraehraeng sizaeh.,"From then on, they spoke with each other, and they got to know about each other.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hiza hayza nasia 'araS ka kasi'aelen ma' isaa sibae:ay ila hilasia.,They brought food there which they gave to them.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,validate
haysia ila ka pinaehraehraengan.,They have made a decision on the matter.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
koSa'en ka kathethel 'araSen ila ray taew'an isaa o rima' ila ray taew'an.,Kathethel was taken home. They went home.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
lasia nak'ino hiza kathethel ma rima' ma matawaw.,Kathethel worked as the SaiSiyats worked.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,test
matawaw ila kia ka kil SaiSiyat saboeh.,She worked with all the SaiSiyat people.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
isahiza sia tortoroe' ila ka saysiyat koSa: moyo ra:am tnon a ma tnon ka.,She taught the SaiSiyats. She asked them if they knew how to weave.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hiza SaiSiyat ma' hayza' ka 'ima ra:am tnon ra:am tnon hasa' ma sihoe kano' koSa'en sihoe hoba:ang hara ka ka kaybae:en hiza.,"There were SaiSiyats who knew how to weave, to embroider, and to draw things like the totems on clothes.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
a tnon noka kano' hiza ha rareme 'okik hinghae' isaa ra ro hoba:ang noka isaza tononon.,Using the dyes when weaving makes different colors of the clothes.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
mwa:i' ka hinoba:ang mina kin kayzaeh kita'en 'oyae' hiza komoSa: sh nak'isaa.,"If like this, it must look very good for clothes design.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
ma 'ita tatoeroe' lasia saboeh sia toertoeroe ila ka SaiSiyat saboeh.,"We will ask her to teach the SaiSiyats.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,validate
hiza tabin haysani koSa'en hara ka sihoewan kaybae:en.,"Till now, the way of weaving",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hiza noka kathethel tinonon ma tortoroe'an lasia tortoroe' sizaeh.,"Kathethel taught them weaving, and they finished the lessons.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
ma ra:am ila hiza ka SaiSiyat.,The SaiSiyats were able to weave.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
koSa: 'ampowa' sia hiza kin ra:am ka inak hiza'an ka tatnon.,"They asked, ""Why is she very good at the ways of weaving?""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,validate
hiza lasia koSa'en kabalihan yo 'okik hinghae' ka 'az'azem hiza ka SaiSiyat kabalihan.,The students thought differently.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hiza komoSa: So: nak isaa soka' 'ita' tapapasihinghae' ila ka tnon.,"If it's like that, let's compare.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
nihiya' 'akoy ka tnon.,to see who weaves the most.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hiza o: nihiya' kayzaeh ka tnon.,See who weaves the better.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hiza hiza ka SaiSiyat koSa: yao ra:am 'atomalan na' ini tnon.,"The SaiSiyat said, ""I know weaving very much.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
nisia kita' nisia ka ka'aSkanan ka hiza tnon ma' isahiza ka kano' noka kaeh'oe ka pehez.,She saw the cabinet where Kathethel put her clothes. It was made by the fruit of a kind of tree.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
roSa' kaplalazemen isaa askanen ri'haw 'i'izo' hiza sai noka SaiSiyat lika paskayzaeh ka koSa'en sazakepan.,The SaiSiyat person's cabinet was two cabinets joined together.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
sobae:oeh 'atomal ka kaaSkanan ka kaybae:en.,Very large cabinet.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
komoSa: nisia titi'an hiza kin ol'ola'an o: yao papasingha' ki sia ma ma'an 'am 'akoy nanaw a minsalaz 'inisia.,"If she uses such a small cabinet, I would have more clothes than her.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,validate
hiza sa'oewaz lasia maehraehraeng roSa' ka kabalihan roSa' pap'aynola isaa lasia.,The two students discussed how to go about the competition.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
koSa So: yao siobaz niSo' ma isaa ma yao ma' kayni' ila ma yao ma 'am nak'ino ka mita' paeraehraengan hiza koSa: kayzaeh So:.,"They discussed what to do with the winner and what to do with the loser. The other person agreed.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hao noka komoSa: 'am nak'ino 'am ma'ay'inola.,How shall we compete?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,test
koSa: 'aSkan ka kapanrahiyan kita'.,"Put some clothes hangers (and see who has more clothes).""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,test
kakhayza'an noka saysiyat hayza' ka kaybae:en ma' ray kapanrahiyan isa sipanrahi koza' kin 'akoy hayza 'aehae' kapanrahiyan hayza lampez ka tnon hayza' sam'iyaeh ka tnon ma' hayza'.,"Before, SaiSiyat has clothes hangers where they hung many clothes. A clothe-hanger holds ten pieces of clothes or twenty pieces of clothes.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hiza lasia a'inola ila noka minsa'la' ka SaiSiyat hiza ka kabalihan hiza ka minkoringan hiza koSa: ay nisia o: ta 'insa'la' ta 'al'oehaz ka tnon.,"They began the contest. The SaiSiyat said to let her go first. ""Let me take out my woven clothes.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hiza nisia pa'al'oehaez ila Sa inaray sazakepan mari'in Sa sipanrahi sipanrahi ray kapanrahiyan.,She took them to hang on the clothes hanger.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
'aehae' kapanrahiyan yo ma to:o' may'amet ila zi'saza hao nisia ma' 'ima koSa: ma'an hini 'aehae' kapanrahiyan ma' ak 'akoy 'atomalan ila.,"The other person said, 'I have hung one hanger. There are too many clothes.'",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
kayzaeh ma'an komoSa: la'oz ila hini la'oz ila si'an hini kin 'akoy.,"Very good. My clothes are enough. Many clothes.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
za' hiza ka kathethel ila ka kabinao hiza koSa: ma koSa: ay ma'an hini 'ititi'an iyo' ma isaa tak yao ila tapanrahi ila mari'in Sa inaray hiza ray pehez.,"It came to Kathethel's turn. She said, ""Let me take out the so few clothes of mine and hang them on the clothe-hangers.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,validate
'askan 'i'izo'.,The clothes were placed inside.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
pa'al'oehaz sipanrahi sipanrahi.,"She took them out and hung them there.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
'aehae' kapanrahiyan mayhae'hae' ila kinae'hae'an naehaen kapanrahiyan.,A hanger was already filled with clothes. Still more clothes.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
roSa' ila kapanrahiyan to:o' kapanrahiyan hini ma'.,"Two clothes hangers, then three clothes hangers.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
'akoy nanaw pa'al'oehaz.,She took some more clothes.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,validate
hiza ka SaiSiyat koSa: kano' a'ola So'o 'ampowa' kin niSo' ila 'ol'ola'an 'atomalan ka'aSkanan o: 'ampowa' kin 'akoy ka ka kaybaeen 'aSkan.,"The SaiSiyat said, ""With such a small cabinet, how come you got so many clothes?""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
isaa lasia ma'oe'oe' ri'saza.,They had a quarrel.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
ma koSa: so: nak isaa hi moyo sahoewis 'iyakin koSa 'aewhaey ma' isaa kayzaeh yao ma'.,"Then she said, ""If you hate me like that, it's all right.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
'am lobih ila ila haw ray 'inkaehoelan.,I'll just go home to my family.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hiza nisia 'ima 'ima rwasek ray saysiyat isaa 'aehae' korkoring nasia ma paskayzaeh.,She lived with the SaiSiyats and had a child.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hiza komoSa: hini 'aehae' korkoring o: ataka'ino'on ila.,What to do with the child?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,validate
hiza kathethel koSa: yao nanaw 'okik lobih rara'itin yao ti'lilihin noka kabalihan tina noka minatini' ka balih yao 'am nak'ino'.,"Kathethel said that if she would stay and not go home, she would be bullied by the students. Then what should I do?",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
'aewhaey ma'an ka kin'i'iyaeh mwa:i' rini a ka moyo.,I have not lived happily here with you.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
ya:o 'ita' tarasiwazay ila manabih ka kamamanra:an komoSa: rasiwazay ila isaa taparasiwazay mita' hini korkoring 'aehae' nanaw o: 'am nak'ino ila.,"The husband said that they should separate. ""We only had one child. What to do with the child?""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
ma' 'ana 'aehae' ma' kayzaeh mita' ta hiwa' ta 'roSa'ani o:.,One is good. We cut the child in two.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
'aehae' 'iniSo 'aehae' 'inima inay kabih 'iniman inay kabih 'iniSo.,One for you and one for me.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
lasia o: siroSa' ka korkoring tiroSa'en nasia.,They cut the child in two.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,test
lalasia rasiwazay ila.,Then they separated.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hiza noka kathethel ma' 'aehae' ka inay kabih nisia 'araSen ila o ray taew'an.,Kathethel had one half of the child and carried it to her family.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
isaso o: ma'an ka 'araSen o: So: inowan 'ita' 'ipilaz.,"If I take the child home, how many days alter should we meet again?",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
ila sa'oewaz potngor ila nasia ka paraehraengan.,The day of their meeting arrived.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
ma hiza 'aehae' hahila Sa ma koza kin hoenaehnge hiza ma 'okik sekla'i 'atomalan isaa lasia potngor ila ka paehraehraengan lasia.,The day of their meeting arrived.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
maraS ka korkoring hiza ka kathethel komoSa: ta sasbong mita' riha'o.,"Kathethel brought the child, and said, ""Let's meet.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
tapak kakita' isaa ka korkoring al 'araSen nisia ka korkoring ma' 'ima ra:am ila ra:am ila manra:an.,Her child has grown up and learned how to walk.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
ma nisia haysia ma 'i'iyaeh.,"Her child was still alive.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
hiza noka saysiyat ka korkoring pa'apol nasia 'aSkanen nisia bo:ok ila masay hiza ma'.,The child of the SaiSiyat person was rotten. The child was dead.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,validate
'oka' ila 'i 'okik ila 'i'iyaeh hiza lasia.,It's not alive anymore.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
sa'oewaz 'ahoewis 'atomal ka inaz'azem rima' sasbong kosa: niSo korkoring hayno' ila.,They met with a heavy heart. She asked him where his child was.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
Sa ma'an ka korkoring o: 'am hayno'.,Where my child is?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
'am ma nom 'i'iya mita' tiroSa'en sroSa' ma' isaa masay ila bo:ok ila 'oka' ila.,"We cut it in two, and it died, rotten, and gone.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-kathethel2_kalaeh a oemaw.xml,standard,UNKNOWN,sentence,train
