ssf,english,source,kindOf,dialect,row_type,split
"yako to smamik. italhawan itia mani goan-co-min-cok a horoy amalhinona thitho a inangqto. ani yako to malhinona manion thoini mzai piazithoiza, kanoniza yako amalalawa manion rinataqan a moririw niza to amaqaqtha, haya wa kok-ka, itia tata wa qali mashtay amapaqaqitan.","I hope today's occasion can be a ""Sbalay"" between the government and the indigenous peoples. I have spoken of past mistakes and truths the best I can, with nothing held back. In a moment, our indigenous friends will speak. I do not dare ask you to forgive, here and now. But I sincerely ask you to sustain the hope that past wrongs will not be repeated, and that one day, this country can see true reconciliation.",Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"thoini moqay tata wa lhmazawan, kazaiko amopaqaqitan anto isai goan-co-min-sok masa Alishay, is acing-ho. mafazaq yako, ya moqay rozith a pato'iaw, anto sonda wa pato'iaw, monsai goan-co-min-cok molhkiz a palhkakrikriw izai a kok-ka ashiroan dado amapaqaqitan.","Today is only a beginning. The duty for reconciliation lies not with the indigenous peoples and the Pingpu ethnic group, but with the government. I know that words of apology alone are not enough. What we actually do for the indigenous peoples will decide whether reconciliation succeeds or stumbles.",Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"a'inai yako dado a pishfazaq, mathoaw mara'in a shanaotoan a taon amakalawa sa ""goan-co-min- cok a sasaz a lalawa dado masa patongkariri wa malhkaktha,"" yako amonsai kok-ka mara'in a shanaotoan, minananak yako posoon a thao, yako amonsai tatata wa cok a mia'azo mashtay mosoon kmilhim sonda tiasasaz a lalawa, mashtay mani malhkaktha haya wa kok-ka kahiza wa lalawa.","Therefore, I am here to announce that we are setting up an Indigenous Historical Justice and Transitional Justice Commission under the Presidential Office. As the head of state, I will serve as convener and work hand in hand with tribal representatives to pursue historical justice. We will also discuss, on the basis of equality, the future policy direction of this country.",Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"amalhinona yako, mathoaw mara'in a shanaotoan a taon a malhkaktha, sa sonda mabrith izai kok- ka masa goan-co-min-cok mashtay manazitho a inra'inan. tatata wa cok a mia'azo molhkiz masa Alishay a mia'azo, molhkiz cok masa kataonan a miasoon a riniqaz, az'az minbangqir. ya miazitho a kinalawa to goan-co-min-cok a pashtay miasoon a palhkakrikriw, shdoo goan-co-min-cok a shnaw a inangqto a lalawa po'apaw.","I want to stress that this commission places the greatest importance on equality between the country and the indigenous peoples. The election of tribal representatives, including for the Pingpu ethnic group, will take as basis the consensus of peoples and tribes. This commission will serve as a mechanism for collective decision-making by indigenous peoples, and will ensure that the voices of tribe members find true expression.",Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"miaqbit, yako amathadoq hing-cing-inn amalhkaktha ""goan-co-min-cok naor mita wa fat a smokos malhkaktha."" haya wa palhkaktha pino'apaw a lalawa, min mita w acing-ho kmalawa palhkakrikriw a piakazash. haya wa palhkakrikriw mingqolhmoz sasaz a lalawa wa inangqto, goan-co-min-cok min'ananak lhongqizi thaythoy a palhkakrikriw, manazitho a farifariwan a palhkakrikriw, noma pinfazaq masa kazakazash a polhaqlha, noma boot a makalingkin a lhongqizi, noma isa mawalhnaq a goan-co-min-cok lhongqizi nomanoma.","In addition, I will request that our Executive Yuan convene regularly the Indigenous Peoples Basic Law Promotion Committee, and use the Yuan's authority to coordinate and handle matters related to any consensus reached by the above-mentioned commission. These matters include the following: to retrieve historical memories, to promote indigenous self-government, to seek fair economic development, to ensure continuation of culture and education, to safeguard indigenous health, and to protect the rights of urban indigenous peoples, etc.",Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"thoini a fat monsai goan-co-min-cok a kazakazash itia sa anto mobalabalay, ita amakalawa s izai itia sa kazakazash tnoran a fat, zain ""goan-co-min-cok a fat a malhkakrikriw a ifazfaz a taon,"" miazitho kmalawa apot'oka goan-co-min-cok a kazakazash masa kok-ka wa fat anto anto mobalabalay.","Where modern laws and indigenous traditional cultures are at odds, we will set up an Indigenous Legal Service Center with a high degree of cultural sensitivity, to reduce through institutional design the growing clashes between indigenous customs and modern laws.",Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"yamin thoini amonsai cing-ho thmadop iahiaw kmalawa kmashiqitan, goan-co-min-cok maqa thaythoy a kazakazash isa thaythoy a proq moribosh, anto mzai afariwin thaythoy, moribosh anto lhqizin a lhkaribosh, anonin dai qa asakpin noma alomin? yamin thoini amonsai izai a lalawa qazii ya amiakoza.","I will ask the relevant agencies to immediately pull together cases in which indigenous community members have been indicted or sentenced for hunting, where the hunting was done in accordance with traditional customs, on traditional lands, and for non-transactional needs, and where the animals hunted were not protected by conservation laws. For such cases we will deliberate solutions.",Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"yako amonsai cing-ho thmadoq, amafazaq mino sa ho-hoi-liaw apisain Lan-so? po'apaw izai dado a lalawa. sa ho-hoi-liaw ya niwan to kinashiqitan cing- ho apolhipas Yami a thao sa nomanoma.","I will also direct relevant agencies to present an investigative report on the decision-making process of nuclear waste storage on Orchid Island. Before finding a permanent solution for the nuclear waste, we will provide the Yami tribe appropriate compensation.",Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"tataal a thoini, atondoo Alishay a monsai thaythoy a ananak a shnoro, shnoron Alishay a goan-co-min a thitho a lhanaz. yamin makatanatho a foraz noma matoroz a qali miahala, amalhkaktha fat a lalawa, amaqa ongqtoan sa Alishay a goan-co-min-cok a lhanaz, noma thaythoy a lhinqizi noma thaythoy a shoqromin.","At the same time, under the principle of respecting the Pingpu ethnic group's self- identity, and recognizing their identity, we will examine relevant laws before September 30 of this year, so that Pingpu ethnic group identity will receive the rights and status it deserves.",Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thoini a kawash makthin tata wa foraz noma tata wa qali, ita alhmaza matash noma kmalawa pishfazaq goan-co-min-cok a kazakazash a proq. kataonan min-kong-fat-zin a palhkakrikriw, ita lhmaza smokos noma kmalawaiza, ya kahiza, goan-co-min-cok amin'ananak lhongqizi a inangqto, tatata wa kinangqtha mingqolhmoz akalawan. ita amabiskawoan, goan-co-min-cok a mathoaw taraan a fat mzai, ""goan-co-min- cok lhongqizi ananak a fat,"" ""goan-co-min-cok a proq noma wazaqan a fat,"" ""goan-co-min-cok a lalawa wa fat"" nomanoma, alhai sa lip-fat-inn palhkakaktha.","On November 1 of this year, we will begin to delineate and announce indigenous traditional territories and lands. The system of tribal public corporation is already in place. In the future, the ideals of indigenous self-government will be realized step by step. We will step up the pace and submit for legislative deliberation three laws of great importance to indigenous peoples: the Indigenous Peoples Self-Government Law, the Indigenous Peoples Land and Sea Areas Law, and the Indigenous Languages Development Law.",Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thoini a saqazi, yamin amingqolhmoz malhkaktha sa goan-co-min-cok palhkakrikriw a malhkaktha. isai izai a malhkaktha, cing-ho monsai thitho a palhkakrikriw a'itia manasha wa pinalhkaktha. ya kahiza, tatata kawash makashpashpat a foraz tata wa qali, hing-cing-inn amonsai mingqolhmoz a thao pishfazaq sa goan-co-min-cok a sasaz a lalawa patongkaririn thitho mzai mobalabalay, kmalawa ya shaonanantoa. adado kmalawa goan-co-min-cok a sasaz a lalawa patongkaririn, nona kmalawa sa goan-co-min-cok min'ananak lhongqizi a bangqir, hay acing-ho amakalawa monsai goan-co-nin-cok a latoro a palhkakrikriw.","Later this afternoon, we will convene a national indigenous peoples administrative meeting. In that meeting, the government will elaborate on the policies. On every August 1 to come, the Executive Yuan will report to the indigenous peoples our progress on restoring historical justice and transitional justice. To implement the Indigenous Peoples Basic Law, to serve indigenous historical justice, and to lay the foundation for indigenous self- government - these are the three major goals for the government's policy towards indigenous peoples.",Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"yako thoini amalalawa inai a thao, noma izai tian- si a tanamoqtha wa goan-co-min-cok a horoy, malhintal minmriqaz a thao. malalawa yako manion alhongqizi, anto mzai malalawa manion monai amatash. malalawa yako manion goan-co-min-cok a horoy lhongqizi noma pinfazaq yakin, apariqaz cing- ho po'apaw kinalawa thitho a lalawa, dado apo'oka sa kahiwan a moririw.","To all of our indigenous friends here and watching on TV and online: I invite you to stand witness. I invite you not to endorse, but to oversee. Please keep pressure on the government and right its course where necessary, so that it will realize its commitments and right historical wrongs.",Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"yako amonsai mingqolhmoz a goan-co-min- cok a horoy anoniza, manion sa pishfazaq sa itia wa thao mzai, kangqthaan ita wa proq noma kahiwan a kazakazash sa anto kaoriwan a aniamin. izai pashtay itia mara'in a shmoqrom.",I want to thank all of our indigenous friends. You remind everyone in this country that there is irreplaceable value in the land we tread on and the traditions we inherit. This value deserves dignity.,Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ita ya kahiza, amonsai cing-ho smakos inai cing- ho a palhkakrikriw, amaqa ita minalangqtha wa thao, noma az'az minalangqtha wa thao, noma inai Taiwan a proq a itia wa thao, anto amin'oka sa lalawa, anto min'oka sa rinataqan ita wa inangqto, ani mani min'aora mita wa kazakazash, niza to amiaqay isai mita wa proq min'ala'alash.","In the future, we will push for policies to ensure that succeeding generations of indigenous tribes and all ethnic peoples in Taiwan never lose their languages and memories, that they are never separated from their cultural traditions, and that never again are they lost in a land of their own.",Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"amalalawa yako az'az a thao olhkiz makarishkish malhkakrikriw, mafazaq mita wa sasaz a lalawa, mafazaq mita wa proq, mafazaq mani mita wa tatata wa thao a qbit a kazakazash. az'az sa thao olhkiz mapaqaqitan, pashtay maqitan miasosoon noma pashtay mapaqaqitan, pashtay Taiwan a thao itia maqitan noma faqlho a kahiza wa ininthawan.","I call upon our entire society to come together and get to know our history, get to know our land, and get to know the cultures of our many ethnic peoples. Let us work towards reconciliation, a shared existence and shared prosperity, and a new future for Taiwan.",Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"malalawa yako manion mingqolhmoz itia wa thao, isai inai maqitan a qali, pashtay ita palhintal kmalawa itia maqitan a kok-ka, kmalawa dado mariom noma mashtay manazitho a kok-ka.","I call upon all citizens to seize the opportunities offered by this day - to join together, work hard, and build a country of justice, a country of true diversity and equality.",Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
anoniza pashtay manion!,Thank you all,Formosan-Presidential_Apologies/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pashtay maqitan piakalingkin piakaimahan. iza araiza ita.,"Good day, everyone. Here we go.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ilhilhiwan! pashongkitaz!,Please stand up! Salute!,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
maqitan shinshii.,Hello.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ilhongqoiza.,Please sit down.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pashtay maqitan piakalingkin piakaimahan. thoini shinshii apishfazaq pashtay manion kmoza sa akaanin a Thao a lalawa.,"Hello, everyone, peace. Today, I am going to teach you how to say Shao for food.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
mafazaq iho shinshii a lalawa?,Do you understand what the teacher says?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"shinshii, maora iako. shdoo iho qa oqthawan malhinona?",I don't understand. Can you repeat it again?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ani iako tonmaza, shdoo iho piara'inin lalawa?","I can't hear you, can you speak louder?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
riqazoan oho inai! oqtha ontal iakin malhinona motal.,"Look here, please! Repeat after me.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
mathoaw taodoo.,It's very well read.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
oqthawan malhinona. piara'inin miho a lalawa.,Read it again. Please speak louder.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
iraraorioqoan. ata to palhinona.,Please be quiet. Don't talk.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
po'apawan sa patashan.,Please take out your textbook.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oa, shinshii.","Yes, sir.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
po'apawan sa patatash.,Please take out your pen.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"shinshii, min'aora iako kmatho patatash.",I forgot to bring my pen.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
po'apawan sa tatitish.,Please take out the eraser.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"shinshii, min'aora iako kmatho tatitish.",I forgot to bring my eraser.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
shimoloan oho tatitish miho a shirshir a tataal lhmopish a horoy.,Please borrow erasers from your classmates.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
shdoo miho a tatitish ya shimolikoan?,Can I borrow your eraser?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pangqaiza malhopish ita.,Class is over.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"pananaiza lhmopish, oqthwan mapariqaz ya simaq.","Class dismissed, see you next week.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
tima iho?,Who are you?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Hoqo a azazak iako, zain Liwan.","I am Shuhut's son, and my name is Quan.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"iako sa Qaba wa lhopilhopishan a azazak, zain Liwan.","I am a student in Shuhut, my name is Quan.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
kozan miho a lhanaz?,What's your name?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
naak a lhanaz zain Liwan.,My name is Quan.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
kozan miho a ama wa lhanaz?,What's your father's name?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
naak a ama wa lhanaz zain Hoqo.,My father's name is Shuhut.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
tima thitho?,Who is he?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
Sholay thitho,He's Taniwu.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"naak a tantoqash ayozi a minlhafot thitho, zain Sholay.","He's my brother, his name is Taniwu.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
kozan thitho a lhanaz?,What's his name?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
thitho a lhanaz zain Sholay.,His name is Taniwu.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
thitho a lhanaz zain Hoqo qa?,Was his name Shuhut?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oa, thitho a lhanaz zain Hoqo.","Yes, his name is Shuhut.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
