pwn,english,source,kindOf,dialect,row_type,split
'emoyolj,bundle,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
penili',select,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
veno'esi,spill,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
venljoc,pluck,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
remiyor,stirring,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
cemian,shaking,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
mirava,packing,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
kiljapanay,harvest,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
temata',sharpen,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
legelegen,swing,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
lemomek,shatter,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
maipo',fall,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
cempeliv,twist,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
gemitidr,cut,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
vece'elen,pinch,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
menecemec,repress,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
'empipitj,squash,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
pavavadevad,flipping,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
venljatj,whip,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
semongico,skin,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
kemacian,cut,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
ma'a'izing,squeeze,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
semapesap,dig,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
silaing/malaing,arbitrary,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
motja',vomit,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
penalepal,bite,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
lim'odj,swallow,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
lemapolj,chew,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
ma'osav,thirsty,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
'emale'al,nibble,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
'ivo,say,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
kidjadjas,touch,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
cemeged,invite,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
kinemenem,feel,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
kivavada',ask,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
ljemaoy,agree,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
madodo,curse,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
patevela,respond,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
lemangda,listen,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
pa'edev,aim,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
kile'ele',observe,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
maca'o,do,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
kisokob,pray,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
padjalim,joy,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
'emaong,cry,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
madodo,angry,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
venate',wash,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
masengseng,work,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
semkez,stop,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
poisi',urinate,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
ta'ed,sleep,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
tje'acang,feces,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
kisololjayan,rest,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
kica'oan,learn,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
tjevavavan,nightmare,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
mesoav,yawn,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
kiljaljava,wait,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
palayo'en,drain,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
kicaov,quilt,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
remingiring,fry,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
penanadip,fish,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
ma'oy,burnt,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
'emono,cut,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
'emacepang,measure,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
kicoal,imitate,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
pa'ozip,feed,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
posapoy,ignite,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
tjematjokon,dig,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
kakaizoanan,live,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
mapasa'etjo,wounded,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
sa'etjo,pain,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
pedjamo',bleed,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
pa'etjotj,fart,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
mapiar,lame,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
pina'ozip,nurture,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
me'aca,growth,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
lja'ic,scar,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
vena'esing,sneeze,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
sa'etjo'etjo,sick,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
omo'an,festering,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
sace'alj,light,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
'aca'aca,high,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
liav,many,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
ngoangoa',pretty,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
navocelelj,ice-cold,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
masekeb,hot,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
kodremedremel,thick,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
ljospisepit,thin,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
'iljang,dirty,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
malopi,lazy,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
namaso'iljang,clean,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
na'oljan,bright,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
va'oan,new,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
dedet,near,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
maljekoya,spoiled,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
namadrokong,bend,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
sangoa',delicious,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
dalot,smooth,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
'adid,bitter,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
matja',unripe,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
sac'alj,brisk,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
'aljece'ec,sour,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
'apedang,salty,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
namadjapeng,pulpy,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
na'oljemed,sturdy,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
'aljem'em,sweet,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
kodjepal,astringent,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
mapeljo'anga,full,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
nakiseljengoa',well,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
tjalji'ca,spacious,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
padriadria,correct,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
vinolonolong,coarse,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
ladro',long,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
linidji,fine,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
zalangzang,hot,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
namapeljo',full,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
sao'aljay,handsome,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
apaqolid,should,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
tara..,certain,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
makaya,able,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
palemek,possible,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
popalisian,celebrate,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
zemoking,wipe,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
logalogen,shaken,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
tavasin,erase,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
'emeceng,block,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
madjo',stay,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
kosta,brake,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
semokoz,prohibit,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
'emacovong,complete,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
sedjomak,find,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
semopo,number,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
tjelovang,trapped,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
mavalidi,rotate,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
liningoljan,surround,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
nangoa',good,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
nakoya,don't,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
inikamakaya,can't,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
pa'oli'olid,really,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
silaing,arbitrary,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
oi,okay,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
komaljia,whether,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
pacengceng,enough,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
anan,again,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
inika...,never,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
sikoda,shouldn;t,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
ro-,usually,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
katoa,with,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
izoano,sometimes,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
inika,still,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
nomayatazoa,so,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
ota,also,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
oito,although,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
makaya,do,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,lexeme,train
djavadjavay,Welcome,Formosan-gitbook_translations/Final_XML/Paiwan/Welcome.xml,standard,Eastern,lexeme,train
vecik ta kinitjaovalitan noa cong tong a ti Cai ing on toa siiho a podjavadjavai toa kacalisiyan,President Tsai Ing-wen's Apology to the Indigenous Peoples on Behalf of the Government.,Formosan-Presidential_Apologies/Final_XML/Paiwan/Paiwan.xml,standard,UNKNOWN,sentence,train
"toco a qadaw ka sika 22 a cavilj a pitjaisangas, aoza ""sanpaw"" aya vecik itoa tja kimpo, pinavalitan anga toa "" yoncoming"" aya tja kangadanan. aico a pinavalitan a seman kangadanan, inika amin a semoalap toa pinakacoan ta sinisan paqeteleng a papongadan, pakeljang anga ota to avan a kacalisiyan a ""kaqolidan a kaimazan i taiwan a caocao."" toco a qadaw, tjakasimazai a temagilj a pacon, sa tja patjaljiaqayaw anga itjen to tadjekoacan. ori kitjaovalit aken toa siiho, a pasemalaw toa tjaljavavavan a kipaqaljai toa kakazoko anga a kacalisiyan a mapoljat. ori sevalit aken toa siiho, a kipaqaljai a podjavadjavai tjanomon a mapoljat, itoa sitjaisangasan a 400 a cavilj, a masa no kipaola kata inika pinapapamamavan a kilalaing tjanomon.","On this day 22 years ago, the term ""shanbao"" (mountain people) in the Additional Articles of our Constitution was replaced with the proper name: ""indigenous people."" This correction not only did away with a discriminatory term, but also highlighted the status of indigenous peoples as Taiwan's ""original owners."" From this basis, today, we are taking another step forward. To all indigenous peoples of Taiwan: On behalf of the government, I express to you our deepest apology. For the four centuries of pain and mistreatment you have endured, I apologize to you on behalf of the government.",Formosan-Presidential_Apologies/Final_XML/Paiwan/Paiwan.xml,standard,UNKNOWN,sentence,train
"masalo aken, komalji a patje toco, ita tja kinatevteveljan, izoanan a kimapida a caocao a kinemnemnem to sikoda a podjavadjavai ayaya. saka avan aico, a ori ko sitjaljomaza toco a qadaw a kitjaovalit toa siiho a podjavadjavai a kipaqaljai. saka a patjara inika pinapapamamavan, kata kinipaolan noa zoma zoko kasicoayan, izoa sakamayan a namatazoa itoa pinasasevalivalitan noa caocao ayaya a sipaconan, avan a tja sinika imaza a nasaljinga to pavalit to momalj a semangas.","I know that even now, there are some around us who see no need to apologize. But that is the most important reason why I am representing the government to issue this apology today. To see what was unfair in the past as a matter of course, or to treat the pain of other ethnic peoples as an unavoidable part of human development, this is the first mindset that we, standing here today, resolve to change and overturn.",Formosan-Presidential_Apologies/Final_XML/Paiwan/Paiwan.xml,standard,UNKNOWN,sentence,train
"pai ko madjolodjoloaw a ko kai a qivo, a pasemalaw toki anema patarevan noa podjavadjavai toa kacalisiyan. aico a kadjonangan i taiwan, pitjaisangas toa 400 a cavilj izoanga a caocao a kaimazan. aico a marka caocao imaza izoa niamadjo angata a sikaco, a kai, a bongka, a kakodanan, a sikavaljoljotan. pitjavililjanga, mano izoa a tacioran a caocao inika pinosaloan, sa pangtjez a semamaza taico a kadjonangan. saka itoa nacemalivat a likisi","Let me put in simple terms why we are apologizing to the indigenous peoples. Four hundred years ago, there were already people living in Taiwan. These first inhabitants lived their lives and had their own languages, cultures, customs, and domains. But then, without their consent, another group of people arrived on these shores, and in the course of history, took everything from the first inhabitants who, on the land they have known most intimately, became displaced, foreign, non-mainstream, and marginalized.",Formosan-Presidential_Apologies/Final_XML/Paiwan/Paiwan.xml,standard,UNKNOWN,sentence,validate
