tsu,english,source,kindOf,dialect,row_type,split
ea 'o mo yon to chomo ci n'a oko no fo'konge tesi tokʉneni.,He took a small frog in the water and tossed it to the frog.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,standard,UNKNOWN,sentence,train
eh mo c'o maica 'e 'e os'o engha mi'o nana 'so emio.,This is my saying. I'm not sure whether it is correct.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,standard,UNKNOWN,sentence,train
mo cihi ci oko eh mo tʉtpʉtʉ to fo'konge.,A child caught a frog.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,test
isi teapha to pania.,He put it in a container.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,validate
ma mo aasoe eh pkaako 'e pania 'ia pkaako 'e fo'konge.,The frog escaped stealthily from the container.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
eN 'iama pkaako 'o eh fo'konge.,He saw that the frog had escaped.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
ihe co eh i'ima i'ima ta aemana ho acʉha top'op'eni 'e mo mav'ov'o ci macocoma ho.,They looked for the frog inside the house. They turned every container over and looked for.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
ihe ta'onano mo nooyo.,He thought was inside (of the containers).,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
eN isi yooeva ta av'osi 'e pania pania ci osi yoni to.,His dog inserted its head inside the container where the frog had been.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
'a isi teolʉi na fo'konge hoci n'a eh nooyo.,didn't see the frog inside.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
eh mi co m'oh'ʉtʉ ta pethʉ'ta ho eoho'a 'o fo'konge.,He headed out of the window and called the frog.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,test
om moso maezo eh m'oh'ʉtʉ 'e av'o ho m to pania 'o fngoosi.,The dog whose head had been inserted inside the container also headed out.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
oh mo sopeohʉ ta petho'ta 'e fo'konge.,The frog fell by the window.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
mi co eh oh ta peohnasi 'e oko ho eh pasaha 'e av'o.,The boy went underneath the window and held the dog.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,test
eh eh i in ipopoha i'ima.,They went to look for together.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,test
om nemio mo m'ooyo to na ito feongo 'o oko ho eh na iho teʉ'tʉmi 'o fo'konge.,"At that time, the child headed into the hole and looked for the frog.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,test
mo eh m'oyafo si eh bohci ceoa ho.,A mouse came out from the ground.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
eh na iho yo'hanga 'e oko.,did not like the child.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
eh i'o av'o isi eh aiti 'o ceoyo ci mo tmiehi isi co taʉza 'e ceoyo.,The dog saw a bee hanging and shook it.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
taʉza ta av'o eh ceoyo ho isi co tapeoha em i'e oko mo capo ta evi ho m'ooyo to eN feongo to evi ho i'ima 'o fo'konge.,The child climbed a tree and looked for the frog inside a hole.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,test
nemio 'e ne 'e oko eh ne mo m'ooyo to feongo.,When the child inserted into the hole,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,test
'iama mo nooyo 'o na i'o poko.,an owl (inside the tree).,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
om mo yamci 'e oko ho oh na iho sopeohʉ sopeohʉ ta evi.,The child got frightened and fell down.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
eN maica ho isi taʉza to av'o 'o na i'o ceoyo 'a isi tapeoha ho mi co mee aemo' 'e ceoyo ho meobango ta isi co peobanga 'e av'o.,The dog shook the and caused (the beehive) fall. The bees scattered and chased the dog.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
om isi yo'hanga to poko 'e oko.,The owl hated the child.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
isi n'a asngʉca ah peobanga ho ocia topnoi.,chased and wanted to peck at him.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
eN ataveisi eh mi co capo to meoi no fato 'e oko ho.,Then the child climbed a rock.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
aoka eoho'a 'e 'e na i'o fo'konge.,He went on calling the frog.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
eh pan to isi ti'eopi ci isi ta'onana evi eh 'iama eh songo to 'oa 'o isi ti'eopi.,"The boy thought he was holding a branch, (but it turned out to be) a deer's antler.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
isi co oh mi co msipngi to songo to 'oa 'e oko isi co hafa ta 'oa 'e.,The child got stuck between the deer's antlers. He was carried by the deer.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
oko ho 'a isi co eh eh ciha ta na ita tʉ'nʉ.,The deer (took the child and) threw him over the cliff.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
ah eaz maezo 'e av'o ho sopeohʉ.,The dog also fell down.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
eN 'oc'ocic'o eh so' ta chomo 'e oko ho i'e av'o.,The child and the dog fell into the water.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
eh mi co om mia'ono maica 'e 'e oko om smopayo ta fngoosi 'e av'o em mi co meac'ʉhʉ to mo na ito mo eaevia.,The dog on the child's head. They floated toward where there was a tree.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
isi co enca 'e av'o o'te s'a aomotʉ'ʉ o'te s'a ea'ei.,"He told the dog not to speak. ""Don't speak. """,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
'ia isi enca 'e av'o o'te s'a moni.,He told the dog not to make any sound.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
eh ihe co eh mi co capo ta c na ita ceaf'o ho na ita mo ea ta mo feongo ci ceaf'o ho eh ihe co oh op'opeeveni 'o ciengona ta na ita ceaf'o.,"They climbed over a log. There was a hole in the log, and they peeked to the other side.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
eh ihe co eh teolʉi 'o mo yoso ci fo'konge mo noepohʉ ta f'of'o ta na ita ceaf'o.,They saw two frogs together under the log.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
eN ihe co isi co aiti to oko 'o anana'osi 'o anana'osi iachi fo'konge.,The boy saw the frog which had belonged to him for a long time.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,validate
isi co eh isi co ea ho hafa maine'e.,He took home.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,standard,UNKNOWN,sentence,train
ohye mo s'a avaho mo oh tan'e ho baito to 'o'oko?.,You came here again to see your children?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
ya yopabobaito.,"Yes, to see each other.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
te o'a.,Won't...,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,validate
mine sngʉsngʉyo XcoX n'a ahta thovaha 'o moso la feofeongo.,Where there were holes (in the road) is not yet paved?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
a'ʉmtʉ 'sio.,It's really... (These holes are really...),Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
hoN thovaha ho lata lata Xo'te asngʉcaX mia ta ak'i.,"If Grandfather doesn't often walk on it, why it needs to be paved?",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
YM: te'o i'vaha mia 'ia mi mimo i'vaho novei to atohcomo emoo.,Did you live back to your original house again?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
oh te te s'a av'a 'o 'o 'ongko to ceoa to ic'o.,shall say the name of that land?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
zoo s'a 'oahng to sngʉsngʉyo.,Is it a part of Sngʉsngʉyo?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
ma asonʉ o'a.,It's probably not so.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
ohe X la eanca zoo sngʉsngʉyo.,used to say sngʉsngʉyo.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
sngʉsngʉyo oN.,Sngʉsngʉyo.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
la la manci s'a eaca sngʉsngʉ 'a la s'a no enca 'a mo s'a man'i na sngʉyosi.,How come it is called Sngʉsngʉyo? Are there...Are there many things called Sngʉsngʉyo?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
nia la enca sngʉyo 'o la enca sngʉsngʉyo.,Was it called Snguyo (the place we) normally call Sngʉsngʉyo?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
ok'a na maitan'e 'a panto nia lea.,"It's not now, but it was in the past.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,test
zoo moso la.,"Yes, in the past...",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
zoo kokozo honci o'te coma na sngʉyo.,Sngʉyo is the plant like straw or something?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
evi evi hoN alʉ kaahkʉmnʉ ci evi 'o'okosi 'o hʉngʉsi.,"tree that is thick, but the leaves are small.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
mi mio maica ko'ko isi yainca sngʉsngʉyo.,"in this way, so called it Sngʉsngʉyo.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,validate
sngʉsngʉyo mhm ayovco.,(The plant sngʉyo kept) extending (its habitat).,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
X to nia vongki masakici masakici.,"Yes, the Masakici who has died.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
hoN to niae ac'ʉhʉ to ic'o na moso n'a ma man'i na sngʉyo.,A lot of Sngʉyo extend their habitat to that place.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
zoo oh sngʉsngʉyo X sngʉsngʉyo 'a iko n'a cohivi na ina atohco sngʉsngʉyo la enca.,Do you know where the so called Sngʉsngʉyo is?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
lea leav'a 'e omzasi 'e sngʉsngʉyo?.,the above of Sngʉsngʉyou usually called?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
'e omzasi zoo 'o la enca zoo c'o 'o la enca coo?.,The above of it is what (we/people usually) say 'pond'?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
'a i'o peohna ne to lasi eoni to na ito kesa 'o la enca coo.,Cuu locates below where Kesa lives,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,validate
oh coo ho ah.,Cuu... is lake.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,test
ah 'ao mo i'o panto Xpanto la eaincaX hipongana.,There is a place called Hipongana.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
hipongana o'a no eni eni 'o la enca hipongana?.,Hipongana. Isn't the so-called Hipongana this place?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
zoo zoo 'o ihe yoni to nia nolioki na atohco hoci o'te na isi enca hipongana.,"(The main area located where) the late Noliuki lived, or perhaps called Hipongana.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
mais'a ic'o na isi atohca eainca hipongana.,It seems to be the main area called Hipongana.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
hoN 'ia moso la yon to ic'o.,"Oh, yes, it is there.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
'a oho c'o la eno enca voehipongana 'o nia amovoyo.,"Amo Voyu, who died, called it Voehipongana.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
oh voehipongana o'a eni na la enca hipongana.,Voehipongana? The so-called Hipongana is not here?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
Xo'a nte s'a enca eni hipongana te av'aX.,Here is not called Hipongana? What should say...,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
oho s'a la yaeza enca coo eni?.,Is here called Cuu?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,test
c'o acʉha enca coo 'a i'o i.,Now in general just call it Cuu.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,validate
'a i'o isi no yoni to hisayosi 'o la yaeza enca coo.,(The place where) Hiayosi lives is also usually called Cuu.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
mhm ci c'o man'i ci ongko o'te a'ʉmta asansana.,How come there ar so many names. (They are not) ascertained.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
'a mo no 'a mo no maica 'e maoongko ta hpʉhpʉngʉ ta ci coo mo mo 'o'okosi 'o isi 'o mo yaa maoongko.,The place name in Tsou area is like this. (the place which) has a name is small.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
X 'o'okosi 'o mo yaa ongko ta tan'evo.,"Here, (the place which) has name is small.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
'a 'a mo'o 'so la yon tan'e 'a s'a na'no co'cohivi na mo c'o 'o'okosi.,"I didn't live her, so I don't know (the place name which) is small.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,validate
mhm na 'o 'a la 'a ihe n'a no seolʉa no i'vaha i'ima maitan'e 'o mo macocono.,Now they are looking for each one again.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
mo n'a i'o isi yoni to isi yoni to nia la papay to masayosi.,(The one who) used to live in the rice paddy of Masayosi.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
te nana a'opa yainca 'o isi yoni to lotozong yabʉtnana.,(Where Lotozong lived) should be included and called Yabutnana?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
'ia 'o mo yonne ne'esi.,should be there (over Yabutnana).,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
ne 'o yat'tengʉ yabʉtnana yabʉtnana ya nana yabʉtnana zoo yabʉtnana.,"Yes, Yabutnana.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
'a isi na'na cohivi to mh na ito.,That Lochaoming knew this well.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
zoo to kesa.,"Yes, Kesa.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
'a no 'so yatan'e.,Because local.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
oh hoN ae ae aesi yatan'e.,always a resident here.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
'a zoo eno.,Is it so?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
zoo te tesi acʉha cohivi.,"Yes, he knows everything.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,validate
sia na mo maafo ho miko oh tan'e? sia na maafo?.,Who carried you when you came here?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
ceoceonʉ X 'ia c'o smaina'o.,(how come you walked) so long.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
i'o ake'i n'a 'onto 'onto.,Do a little bit exercise.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
'ia hoN iho mo n'a hie na miko smai'ono tan'e.,"When you walked here, the sky was still bright?",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,validate
mio n'a.,It is.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
zoo mo eobai' 'o nte mahafo.,(Because the people) supposed to carry were arguing.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
all: 'a mo s'a no 'so eobai ho 'aohohoi.,"Because were arguing and competing to bring you here, aren't they?",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
la yomzeni koicʉ ta mamameoi maitan'e ho.,(These words) are usually used by seniors to blame.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
lahin'i ehtothomʉ 'o tahin'i akoyo no maafo a'o.,Those who intend to carry me usually fight (in advance for a chance to pick me).,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
YM: atavei coeconʉ 'o isi 'aohohozi meohafa.,"Lastly, the one who they competed to carry walked.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
Xco amzo sʉc'ʉhʉ mihin'iX apemzo 'ako te Xteseo'hoiX no ntehin'i maafo mhm 'ako mici.,"almost to (the destination), those who intended to pick me was still fighting.",Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
oh mameoi ci yoneko aʉmtʉ 'a la pahicocvo hoci.,Yoneko (a woman senior) cannot make a joke really.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
'a ne omza la no osa ho L3JsiokaiL3J ne.,It was when we went to do worship when...,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
to moo to comas'a kazoo.,at whose house? Kazuo?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,test
zoo ne osi la eainca moso aʉmtʉ moso aʉmtʉ seolʉa no na'no mʉchʉ.,At that time she said it was raining cat and dog.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
mimza co esmi mico maezo esmi.,We arrived; also arrived.,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
eainca manci s'a isi toocosi to ak'i'o.,Why? My grandfather was asking...,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
ia Xmanci s'aX toico ho coeconʉ.,Why were wet when walked to here?,Formosan-NTU/Final_XML/Stories/Tsou/Tsou_None-1.xml,standard,UNKNOWN,sentence,train
